sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;  ;2  ;-1.7228e+05  ;427.77  ;642.78  ;0  ;1.7305e+05
  ;671  ;1  ;5.1659e+08  ;1.1625e+08  ;-9.5661e+08  ;-7.6139e+07  ;1.4802e+09
  ;  ;2  ;5.1659e+08  ;1.0758e+08  ;-8.713e+08  ;-7.6139e+07  ;1.3945e+09
  ;672  ;1  ;5.1659e+08  ;1.0758e+08  ;-8.713e+08  ;-7.6139e+07  ;1.3945e+09
  ;  ;2  ;5.1659e+08  ;9.8921e+07  ;-7.86e+08  ;-7.6139e+07  ;1.3088e+09
  ;673  ;1  ;5.1659e+08  ;9.8925e+07  ;-7.86e+08  ;-7.614e+07  ;1.3088e+09
  ;  ;2  ;5.1659e+08  ;9.0296e+07  ;-7.007e+08  ;-7.614e+07  ;1.2231e+09
  ;674  ;1  ;5.1659e+08  ;9.0289e+07  ;-7.007e+08  ;-7.6139e+07  ;1.2231e+09
  ;  ;2  ;5.1659e+08  ;8.1679e+07  ;-6.154e+08  ;-7.6139e+07  ;1.1374e+09
  ;675  ;1  ;5.1659e+08  ;8.1684e+07  ;-6.154e+08  ;-7.6139e+07  ;1.1374e+09
  ;  ;2  ;5.1659e+08  ;7.3102e+07  ;-5.3009e+08  ;-7.6139e+07  ;1.0517e+09
  ;676  ;1  ;5.1659e+08  ;7.31e+07  ;-5.3009e+08  ;-7.6139e+07  ;1.0517e+09
  ;  ;2  ;5.1659e+08  ;6.454e+07  ;-4.4479e+08  ;-7.6139e+07  ;9.6604e+08
  ;677  ;1  ;5.1659e+08  ;6.4541e+07  ;-4.4479e+08  ;-7.6139e+07  ;9.6604e+08
  ;  ;2  ;5.1659e+08  ;5.6006e+07  ;-3.5949e+08  ;-7.6139e+07  ;8.8041e+08
  ;678  ;1  ;5.1659e+08  ;5.6006e+07  ;-3.5949e+08  ;-7.6139e+07  ;8.8041e+08
  ;  ;2  ;5.1659e+08  ;4.7492e+07  ;-2.7419e+08  ;-7.6139e+07  ;7.9486e+08
  ;679  ;1  ;5.1659e+08  ;4.7491e+07  ;-2.7419e+08  ;-7.6139e+07  ;7.9486e+08
  ;  ;2  ;5.1659e+08  ;3.8998e+07  ;-1.8888e+08  ;-7.6139e+07  ;7.0945e+08
  ;680  ;1  ;5.1659e+08  ;3.8999e+07  ;-1.8888e+08  ;-7.6139e+07  ;7.0945e+08
  ;  ;2  ;5.1659e+08  ;3.0535e+07  ;-1.0358e+08  ;-7.6139e+07  ;6.2458e+08
  ;681  ;1  ;5.1659e+08  ;3.0535e+07  ;-1.0358e+08  ;-7.6139e+07  ;6.2458e+08
  ;  ;2  ;5.1659e+08  ;2.2095e+07  ;-1.8279e+07  ;-7.6139e+07  ;5.4526e+08
  ;682  ;1  ;5.1659e+08  ;2.2095e+07  ;-1.8279e+07  ;-7.6139e+07  ;5.4526e+08
  ;  ;2  ;5.1659e+08  ;1.3672e+07  ;6.7023e+07  ;-7.6139e+07  ;5.8499e+08
  ;683  ;1  ;5.1659e+08  ;1.3672e+07  ;6.7023e+07  ;-7.6139e+07  ;5.8499e+08
  ;  ;2  ;5.1659e+08  ;5.2762e+06  ;1.5233e+08  ;-7.6139e+07  ;6.6901e+08
  ;684  ;1  ;5.1659e+08  ;5.2766e+06  ;1.5233e+08  ;-7.6139e+07  ;6.6901e+08
  ;  ;2  ;5.1659e+08  ;-3.0931e+06  ;2.3763e+08  ;-7.6139e+07  ;7.5423e+08
  ;685  ;1  ;5.1659e+08  ;-3.0933e+06  ;2.3763e+08  ;-7.6139e+07  ;7.5423e+08
  ;  ;2  ;5.1659e+08  ;-1.1439e+07  ;3.2293e+08  ;-7.6139e+07  ;8.3972e+08
  ;686  ;1  ;5.1659e+08  ;-1.1441e+07  ;3.2293e+08  ;-7.614e+07  ;8.3972e+08
  ;  ;2  ;5.1659e+08  ;-1.9769e+07  ;4.0823e+08  ;-7.614e+07  ;9.253e+08
  ;687  ;1  ;5.1659e+08  ;-1.9768e+07  ;4.0823e+08  ;-7.6139e+07  ;9.253e+08
  ;  ;2  ;5.1659e+08  ;-2.807e+07  ;4.9353e+08  ;-7.6139e+07  ;1.0109e+09
  ;688  ;1  ;5.1659e+08  ;-2.807e+07  ;4.9353e+08  ;-7.6139e+07  ;1.0109e+09
  ;  ;2  ;5.1659e+08  ;-3.6349e+07  ;5.7884e+08  ;-7.6139e+07  ;1.0966e+09
  ;689  ;1  ;5.1659e+08  ;-3.6346e+07  ;5.7884e+08  ;-7.6139e+07  ;1.0966e+09
  ;  ;2  ;5.1659e+08  ;-4.4598e+07  ;6.6414e+08  ;-7.6139e+07  ;1.1822e+09
  ;690  ;1  ;5.1659e+08  ;-4.4601e+07  ;6.6414e+08  ;-7.6139e+07  ;1.1822e+09
  ;  ;2  ;5.1659e+08  ;-5.2833e+07  ;7.4944e+08  ;-7.6139e+07  ;1.2679e+09
  ;691  ;1  ;5.1659e+08  ;-5.2833e+07  ;7.4944e+08  ;-7.6139e+07  ;1.2679e+09
  ;  ;2  ;5.1659e+08  ;-6.104e+07  ;8.3475e+08  ;-7.6139e+07  ;1.3536e+09
  ;692  ;1  ;5.1659e+08  ;-6.1035e+07  ;8.3475e+08  ;-7.6139e+07  ;1.3536e+09
  ;  ;2  ;5.1659e+08  ;-6.9216e+07  ;9.2005e+08  ;-7.6139e+07  ;1.4392e+09
Beam-68(Circuler tube 1X0.06(16_GAUGE)(8)[2])  ;  ;  ;  ;  ;  ;  ;
  ;693  ;1  ;6.5557e+07  ;-5.0787e+08  ;-2.9241e+08  ;1.7765e+08  ;6.516e+08
  ;  ;2  ;6.556e+07  ;-4.8767e+08  ;-2.726e+08  ;1.7765e+08  ;6.2425e+08
  ;694  ;1  ;6.556e+07  ;-4.8767e+08  ;-2.7259e+08  ;1.7765e+08  ;6.2425e+08
  ;  ;2  ;6.5563e+07  ;-4.6746e+08  ;-2.5279e+08  ;1.7765e+08  ;5.97e+08
  ;695  ;1  ;6.5563e+07  ;-4.6746e+08  ;-2.5279e+08  ;1.7765e+08  ;5.97e+08
  ;  ;2  ;6.5566e+07  ;-4.4724e+08  ;-2.3299e+08  ;1.7765e+08  ;5.6986e+08
  ;696  ;1  ;6.5566e+07  ;-4.4725e+08  ;-2.3299e+08  ;1.7765e+08  ;5.6986e+08
  ;  ;2  ;6.5569e+07  ;-4.2703e+08  ;-2.1319e+08  ;1.7765e+08  ;5.4286e+08
  ;697  ;1  ;6.5569e+07  ;-4.2703e+08  ;-2.1319e+08  ;1.7765e+08  ;5.4286e+08
  ;  ;2  ;6.5572e+07  ;-4.068e+08  ;-1.934e+08  ;1.7765e+08  ;5.1601e+08
  ;698  ;1  ;6.5572e+07  ;-4.068e+08  ;-1.934e+08  ;1.7765e+08  ;5.1601e+08
  ;  ;2  ;6.5575e+07  ;-3.8657e+08  ;-1.7362e+08  ;1.7765e+08  ;4.8935e+08
  ;699  ;1  ;6.5575e+07  ;-3.8657e+08  ;-1.7362e+08  ;1.7765e+08  ;4.8935e+08
  ;  ;2  ;6.5578e+07  ;-3.6634e+08  ;-1.5384e+08  ;1.7765e+08  ;4.6291e+08
  ;700  ;1  ;6.5578e+07  ;-3.6634e+08  ;-1.5384e+08  ;1.7765e+08  ;4.6291e+08
  ;  ;2  ;6.5581e+07  ;-3.461e+08  ;-1.3407e+08  ;1.7765e+08  ;4.3674e+08
  ;701  ;1  ;6.5581e+07  ;-3.461e+08  ;-1.3407e+08  ;1.7765e+08  ;4.3674e+08
  ;  ;2  ;6.5584e+07  ;-3.2586e+08  ;-1.143e+08  ;1.7765e+08  ;4.1091e+08
  ;702  ;1  ;6.5584e+07  ;-3.2586e+08  ;-1.143e+08  ;1.7765e+08  ;4.1091e+08
  ;  ;2  ;6.5587e+07  ;-3.0562e+08  ;-9.4539e+07  ;1.7765e+08  ;3.8549e+08
  ;703  ;1  ;6.5587e+07  ;-3.0562e+08  ;-9.4539e+07  ;1.7765e+08  ;3.8549e+08
  ;  ;2  ;6.559e+07  ;-2.8536e+08  ;-7.4782e+07  ;1.7765e+08  ;3.6059e+08
  ;704  ;1  ;6.559e+07  ;-2.8537e+08  ;-7.4782e+07  ;1.7765e+08  ;3.6059e+08
  ;  ;2  ;6.5593e+07  ;-2.6511e+08  ;-5.5033e+07  ;1.7765e+08  ;3.3636e+08
  ;705  ;1  ;6.5593e+07  ;-2.6511e+08  ;-5.5033e+07  ;1.7765e+08  ;3.3636e+08
  ;  ;2  ;6.5596e+07  ;-2.4485e+08  ;-3.529e+07  ;1.7765e+08  ;3.1298e+08
  ;706  ;1  ;6.5596e+07  ;-2.4485e+08  ;-3.529e+07  ;1.7765e+08  ;3.1298e+08
  ;  ;2  ;6.5599e+07  ;-2.2459e+08  ;-1.5554e+07  ;1.7765e+08  ;2.9072e+08
  ;707  ;1  ;6.5599e+07  ;-2.2459e+08  ;-1.5554e+07  ;1.7765e+08  ;2.9072e+08
  ;  ;2  ;6.5602e+07  ;-2.0432e+08  ;4.1776e+06  ;1.7765e+08  ;2.6996e+08
  ;708  ;1  ;6.5602e+07  ;-2.0432e+08  ;4.1774e+06  ;1.7765e+08  ;2.6996e+08
  ;  ;2  ;6.5605e+07  ;-1.8404e+08  ;2.3904e+07  ;1.7765e+08  ;2.5119e+08
  ;709  ;1  ;6.5605e+07  ;-1.8404e+08  ;2.3905e+07  ;1.7765e+08  ;2.512e+08
  ;  ;2  ;6.5608e+07  ;-1.6377e+08  ;4.3624e+07  ;1.7765e+08  ;2.3509e+08
  ;710  ;1  ;6.5608e+07  ;-1.6377e+08  ;4.3624e+07  ;1.7765e+08  ;2.3509e+08
  ;  ;2  ;6.5611e+07  ;-1.4348e+08  ;6.3338e+07  ;1.7765e+08  ;2.2245e+08
  ;711  ;1  ;6.5611e+07  ;-1.4349e+08  ;6.3338e+07  ;1.7765e+08  ;2.2245e+08
  ;  ;2  ;6.5614e+07  ;-1.232e+08  ;8.3045e+07  ;1.7765e+08  ;2.1419e+08
  ;712  ;1  ;6.5614e+07  ;-1.232e+08  ;8.3045e+07  ;1.7765e+08  ;2.1419e+08
  ;  ;2  ;6.5618e+07  ;-1.029e+08  ;1.0275e+08  ;1.7765e+08  ;2.1104e+08
Beam-69(Circuler tube 1X0.08(14_GAUGE)(3)[2])  ;  ;  ;  ;  ;  ;  ;
  ;713  ;1  ;6.5854e+07  ;-2.7772e+08  ;-1.0974e+08  ;-3.8915e+07  ;3.6447e+08
  ;  ;2  ;6.5854e+07  ;-2.5326e+08  ;-8.8723e+07  ;-3.8915e+07  ;3.3421e+08
  ;714  ;1  ;6.5854e+07  ;-2.5326e+08  ;-8.8727e+07  ;-3.8915e+07  ;3.3421e+08
  ;  ;2  ;6.5854e+07  ;-2.2878e+08  ;-6.7711e+07  ;-3.8915e+07  ;3.0444e+08
  ;715  ;1  ;6.5854e+07  ;-2.2878e+08  ;-6.771e+07  ;-3.8915e+07  ;3.0444e+08
  ;  ;2  ;6.5854e+07  ;-2.0428e+08  ;-4.6694e+07  ;-3.8915e+07  ;2.754e+08
  ;716  ;1  ;6.5854e+07  ;-2.0428e+08  ;-4.6693e+07  ;-3.8915e+07  ;2.754e+08
  ;  ;2  ;6.5854e+07  ;-1.7975e+08  ;-2.5678e+07  ;-3.8915e+07  ;2.4743e+08
  ;717  ;1  ;6.5854e+07  ;-1.7975e+08  ;-2.5678e+07  ;-3.8915e+07  ;2.4743e+08
  ;  ;2  ;6.5854e+07  ;-1.5521e+08  ;-4.6623e+06  ;-3.8915e+07  ;2.2113e+08
  ;718  ;1  ;6.5854e+07  ;-1.5521e+08  ;-4.6625e+06  ;-3.8915e+07  ;2.2113e+08
  ;  ;2  ;6.5854e+07  ;-1.3064e+08  ;1.6353e+07  ;-3.8915e+07  ;1.9751e+08
  ;719  ;1  ;6.5854e+07  ;-1.3064e+08  ;1.6354e+07  ;-3.8915e+07  ;1.9751e+08
  ;  ;2  ;6.5854e+07  ;-1.0605e+08  ;3.737e+07  ;-3.8915e+07  ;1.7829e+08
  ;720  ;1  ;6.5854e+07  ;-1.0605e+08  ;3.7369e+07  ;-3.8915e+07  ;1.7829e+08
  ;  ;2  ;6.5854e+07  ;-8.1436e+07  ;5.8385e+07  ;-3.8915e+07  ;1.6606e+08
  ;721  ;1  ;6.5854e+07  ;-8.1436e+07  ;5.8384e+07  ;-3.8915e+07  ;1.6606e+08
  ;  ;2  ;6.5854e+07  ;-5.6804e+07  ;7.94e+07  ;-3.8915e+07  ;1.6348e+08
  ;722  ;1  ;6.5854e+07  ;-5.6803e+07  ;7.9401e+07  ;-3.8915e+07  ;1.6348e+08
  ;  ;2  ;6.5854e+07  ;-3.2147e+07  ;1.0042e+08  ;-3.8915e+07  ;1.7129e+08
Beam-70(Circuler tube 1X0.06(16_GAUGE)(56)[11])  ;  ;  ;  ;  ;  ;  ;
  ;723  ;1  ;-5,776.1  ;-10.659  ;-5,302.1  ;0.66491  ;11,078
  ;  ;2  ;-2,887.8  ;-1.8175  ;376.15  ;0.66491  ;3,263.9
  ;724  ;1  ;-2,887.8  ;-1.8175  ;376.15  ;0.66491  ;3,263.9
  ;  ;2  ;0.56404  ;7.0236  ;2,805.3  ;0.66491  ;2,805.9
  ;725  ;1  ;0.56405  ;7.0236  ;2,805.3  ;0.66491  ;2,805.9
  ;  ;2  ;2,888.9  ;15.865  ;1,985.3  ;0.66491  ;4,874.3
  ;726  ;1  ;2,888.9  ;15.865  ;1,985.3  ;0.66491  ;4,874.3
  ;  ;2  ;5,777.3  ;24.706  ;-2,083.8  ;0.66491  ;7,861.2
Beam-71(Circuler tube 1X0.06(16_GAUGE)(13)[1])  ;  ;  ;  ;  ;  ;  ;
  ;727  ;1  ;-5.7625e+08  ;-1.6639e+09  ;-9.4774e+07  ;-3.68e+07  ;2.2428e+09
  ;  ;2  ;-5.7625e+08  ;-1.5244e+09  ;-8.6629e+07  ;-3.68e+07  ;2.1031e+09
  ;728  ;1  ;-5.7625e+08  ;-1.5244e+09  ;-8.6625e+07  ;-3.68e+07  ;2.1031e+09
  ;  ;2  ;-5.7625e+08  ;-1.385e+09  ;-7.8503e+07  ;-3.68e+07  ;1.9634e+09
  ;729  ;1  ;-5.7625e+08  ;-1.385e+09  ;-7.8507e+07  ;-3.68e+07  ;1.9634e+09
  ;  ;2  ;-5.7625e+08  ;-1.2455e+09  ;-7.0407e+07  ;-3.68e+07  ;1.8237e+09
  ;730  ;1  ;-5.7625e+08  ;-1.2455e+09  ;-7.0404e+07  ;-3.68e+07  ;1.8237e+09
  ;  ;2  ;-5.7625e+08  ;-1.106e+09  ;-6.2327e+07  ;-3.68e+07  ;1.684e+09
  ;731  ;1  ;-5.7625e+08  ;-1.106e+09  ;-6.2329e+07  ;-3.68e+07  ;1.684e+09
  ;  ;2  ;-5.7625e+08  ;-9.6658e+08  ;-5.4274e+07  ;-3.68e+07  ;1.5444e+09
  ;732  ;1  ;-5.7625e+08  ;-9.6658e+08  ;-5.4273e+07  ;-3.68e+07  ;1.5444e+09
  ;  ;2  ;-5.7625e+08  ;-8.2712e+08  ;-4.6241e+07  ;-3.68e+07  ;1.4047e+09
  ;733  ;1  ;-5.7625e+08  ;-8.2712e+08  ;-4.6242e+07  ;-3.68e+07  ;1.4047e+09
  ;  ;2  ;-5.7625e+08  ;-6.8766e+08  ;-3.8232e+07  ;-3.68e+07  ;1.265e+09
  ;734  ;1  ;-5.7625e+08  ;-6.8766e+08  ;-3.8232e+07  ;-3.68e+07  ;1.265e+09
  ;  ;2  ;-5.7624e+08  ;-5.4819e+08  ;-3.0245e+07  ;-3.68e+07  ;1.1253e+09
  ;735  ;1  ;-5.7624e+08  ;-5.4819e+08  ;-3.0244e+07  ;-3.68e+07  ;1.1253e+09
  ;  ;2  ;-5.7624e+08  ;-4.0873e+08  ;-2.228e+07  ;-3.68e+07  ;9.8558e+08
  ;736  ;1  ;-5.7624e+08  ;-4.0873e+08  ;-2.228e+07  ;-3.68e+07  ;9.8558e+08
  ;  ;2  ;-5.7624e+08  ;-2.6927e+08  ;-1.4339e+07  ;-3.68e+07  ;8.4589e+08
  ;737  ;1  ;-5.7624e+08  ;-2.6927e+08  ;-1.4339e+07  ;-3.68e+07  ;8.4589e+08
  ;  ;2  ;-5.7624e+08  ;-1.298e+08  ;-6.4189e+06  ;-3.68e+07  ;7.0621e+08
  ;738  ;1  ;-5.7624e+08  ;-1.298e+08  ;-6.4189e+06  ;-3.68e+07  ;7.0621e+08
  ;  ;2  ;-5.7624e+08  ;9.6588e+06  ;1.4782e+06  ;-3.68e+07  ;5.8601e+08
  ;739  ;1  ;-5.7624e+08  ;9.6588e+06  ;1.4781e+06  ;-3.68e+07  ;5.8601e+08
  ;  ;2  ;-5.7624e+08  ;1.4912e+08  ;9.3523e+06  ;-3.68e+07  ;7.2566e+08
  ;740  ;1  ;-5.7624e+08  ;1.4912e+08  ;9.3522e+06  ;-3.68e+07  ;7.2566e+08
  ;  ;2  ;-5.7624e+08  ;2.8859e+08  ;1.7204e+07  ;-3.68e+07  ;8.6534e+08
  ;741  ;1  ;-5.7624e+08  ;2.8859e+08  ;1.7204e+07  ;-3.68e+07  ;8.6534e+08
  ;  ;2  ;-5.7624e+08  ;4.2805e+08  ;2.5034e+07  ;-3.68e+07  ;1.005e+09
  ;742  ;1  ;-5.7624e+08  ;4.2805e+08  ;2.5035e+07  ;-3.68e+07  ;1.005e+09
  ;  ;2  ;-5.7624e+08  ;5.6751e+08  ;3.2842e+07  ;-3.68e+07  ;1.1447e+09
  ;743  ;1  ;-5.7624e+08  ;5.6751e+08  ;3.2841e+07  ;-3.68e+07  ;1.1447e+09
  ;  ;2  ;-5.7624e+08  ;7.0698e+08  ;4.0625e+07  ;-3.68e+07  ;1.2844e+09
  ;744  ;1  ;-5.7624e+08  ;7.0698e+08  ;4.0625e+07  ;-3.68e+07  ;1.2844e+09
  ;  ;2  ;-5.7624e+08  ;8.4644e+08  ;4.8387e+07  ;-3.68e+07  ;1.4241e+09
  ;745  ;1  ;-5.7624e+08  ;8.4644e+08  ;4.8389e+07  ;-3.68e+07  ;1.4241e+09
  ;  ;2  ;-5.7624e+08  ;9.859e+08  ;5.6129e+07  ;-3.68e+07  ;1.5637e+09
  ;746  ;1  ;-5.7624e+08  ;9.859e+08  ;5.6127e+07  ;-3.68e+07  ;1.5637e+09
  ;  ;2  ;-5.7624e+08  ;1.1254e+09  ;6.3843e+07  ;-3.68e+07  ;1.7034e+09
  ;747  ;1  ;-5.7624e+08  ;1.1254e+09  ;6.3843e+07  ;-3.68e+07  ;1.7034e+09
  ;  ;2  ;-5.7624e+08  ;1.2648e+09  ;7.1537e+07  ;-3.68e+07  ;1.8431e+09
Beam-72(Circuler tube 1X0.06(16_GAUGE)(59)[1])  ;  ;  ;  ;  ;  ;  ;
  ;748  ;1  ;-0  ;2.3067e+05  ;0  ;0.0020832  ;2.3067e+05
  ;  ;2  ;0  ;1.1629e+05  ;-0  ;0.0020832  ;1.1629e+05
  ;749  ;1  ;-0  ;1.1629e+05  ;0  ;-0.0085063  ;1.1629e+05
  ;  ;2  ;0  ;24,783  ;-0  ;-0.0085063  ;24,783
  ;750  ;1  ;-0  ;24,783  ;0  ;-0.0039927  ;24,783
  ;  ;2  ;0  ;-43,846  ;-0  ;-0.0039927  ;43,846
  ;751  ;1  ;-0  ;-43,846  ;0  ;6.2532e-15  ;43,846
  ;  ;2  ;0  ;-89,598  ;-0  ;6.2532e-15  ;89,598
  ;752  ;1  ;-0  ;-89,598  ;0  ;3.1269e-15  ;89,598
  ;  ;2  ;0  ;-1.1247e+05  ;-0  ;3.1269e-15  ;1.1247e+05
  ;753  ;1  ;-0  ;-1.1247e+05  ;0  ;1.2844e-18  ;1.1247e+05
  ;  ;2  ;0  ;-1.1247e+05  ;-0  ;1.2844e-18  ;1.1247e+05
  ;754  ;1  ;-0  ;-1.1247e+05  ;0  ;-3.1237e-15  ;1.1247e+05
  ;  ;2  ;0  ;-89,598  ;-0  ;-3.1237e-15  ;89,598
  ;755  ;1  ;-0  ;-89,598  ;0  ;-6.2494e-15  ;89,598
  ;  ;2  ;0  ;-43,846  ;-0  ;-6.2494e-15  ;43,846
  ;756  ;1  ;-0  ;-43,846  ;0  ;0.0039927  ;43,846
  ;  ;2  ;0  ;24,783  ;-0  ;0.0039927  ;24,783
  ;757  ;1  ;-0  ;24,783  ;0  ;0.0085063  ;24,783
  ;  ;2  ;0  ;1.1629e+05  ;-0  ;0.0085063  ;1.1629e+05
  ;758  ;1  ;-0  ;1.1629e+05  ;0  ;-0.0020832  ;1.1629e+05
  ;  ;2  ;0  ;2.3067e+05  ;-0  ;-0.0020832  ;2.3067e+05
Beam-73(Circuler tube 1X0.06(16_GAUGE)(13)[8])  ;  ;  ;  ;  ;  ;  ;
  ;759  ;1  ;9.9071e+08  ;-2.874e+09  ;2.0658e+07  ;-6.1156e+07  ;3.8647e+09
  ;  ;2  ;9.9071e+08  ;-2.3575e+09  ;2.0753e+07  ;-6.1156e+07  ;3.3483e+09
  ;760  ;1  ;9.9071e+08  ;-2.3575e+09  ;2.0751e+07  ;-6.1155e+07  ;3.3483e+09
  ;  ;2  ;9.9071e+08  ;-1.841e+09  ;2.0871e+07  ;-6.1155e+07  ;2.8318e+09
  ;761  ;1  ;9.9071e+08  ;-1.841e+09  ;2.088e+07  ;-6.1156e+07  ;2.8318e+09
  ;  ;2  ;9.9071e+08  ;-1.3245e+09  ;2.1012e+07  ;-6.1156e+07  ;2.3154e+09
  ;762  ;1  ;9.9071e+08  ;-1.3245e+09  ;2.1009e+07  ;-6.1156e+07  ;2.3154e+09
  ;  ;2  ;9.9071e+08  ;-8.08e+08  ;2.1173e+07  ;-6.1156e+07  ;1.799e+09
  ;763  ;1  ;9.9071e+08  ;-8.08e+08  ;2.1173e+07  ;-6.1156e+07  ;1.799e+09
  ;  ;2  ;9.9071e+08  ;-2.9151e+08  ;2.1353e+07  ;-6.1156e+07  ;1.283e+09
  ;764  ;1  ;9.9071e+08  ;-2.9151e+08  ;2.1353e+07  ;-6.1156e+07  ;1.283e+09
  ;  ;2  ;9.9071e+08  ;2.2498e+08  ;2.1556e+07  ;-6.1156e+07  ;1.2167e+09
  ;765  ;1  ;9.9071e+08  ;2.2498e+08  ;2.1557e+07  ;-6.1156e+07  ;1.2167e+09
  ;  ;2  ;9.9071e+08  ;7.4147e+08  ;2.1784e+07  ;-6.1156e+07  ;1.7325e+09
  ;766  ;1  ;9.9071e+08  ;7.4147e+08  ;2.1785e+07  ;-6.1156e+07  ;1.7325e+09
  ;  ;2  ;9.9071e+08  ;1.258e+09  ;2.2029e+07  ;-6.1156e+07  ;2.2489e+09
  ;767  ;1  ;9.9071e+08  ;1.258e+09  ;2.2027e+07  ;-6.1156e+07  ;2.2489e+09
  ;  ;2  ;9.9071e+08  ;1.7744e+09  ;2.2297e+07  ;-6.1156e+07  ;2.7653e+09
  ;768  ;1  ;9.9071e+08  ;1.7744e+09  ;2.2296e+07  ;-6.1156e+07  ;2.7653e+09
  ;  ;2  ;9.9071e+08  ;2.2909e+09  ;2.2589e+07  ;-6.1156e+07  ;3.2818e+09
  ;769  ;1  ;9.9071e+08  ;2.2909e+09  ;2.2591e+07  ;-6.1155e+07  ;3.2818e+09
  ;  ;2  ;9.9071e+08  ;2.8074e+09  ;2.2902e+07  ;-6.1155e+07  ;3.7982e+09
  ;770  ;1  ;9.9071e+08  ;2.8074e+09  ;2.2902e+07  ;-6.1156e+07  ;3.7982e+09
  ;  ;2  ;9.9072e+08  ;3.3239e+09  ;2.3238e+07  ;-6.1156e+07  ;4.3147e+09
