sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N/m^2)  ;Bending Dir1 (N/m^2)  ;Bending Dir2 (N/m^2)  ;Torsional (N/m^2)  ;Worst Case (N/m^2)
  ;218  ;1  ;76,408  ;-5.7083e+07  ;-3.9123e+07  ;1.1099e+08  ;6.9279e+07
  ;  ;2  ;76,864  ;-2.1633e+07  ;-6.1399e+07  ;1.1099e+08  ;6.5176e+07
  ;219  ;1  ;-9.8032e+05  ;-5.8103e+07  ;-5.633e+07  ;1.0836e+08  ;8.1907e+07
  ;  ;2  ;-9.8004e+05  ;-2.2792e+07  ;-7.8668e+07  ;1.0836e+08  ;8.2883e+07
  ;220  ;1  ;-2.0107e+06  ;-5.8248e+07  ;-7.3657e+07  ;1.0589e+08  ;9.5916e+07
  ;  ;2  ;-2.0106e+06  ;-2.2926e+07  ;-9.5458e+07  ;1.0589e+08  ;1.0018e+08
  ;221  ;1  ;-2.9866e+06  ;-5.7319e+07  ;-9.064e+07  ;1.0367e+08  ;1.1023e+08
  ;  ;2  ;-2.9867e+06  ;-2.184e+07  ;-1.1132e+08  ;1.0367e+08  ;1.1643e+08
  ;222  ;1  ;-3.8815e+06  ;-5.5153e+07  ;-1.0681e+08  ;1.0175e+08  ;1.2409e+08
  ;  ;2  ;-3.8817e+06  ;-1.9386e+07  ;-1.2581e+08  ;1.0175e+08  ;1.3118e+08
  ;223  ;1  ;-4.6707e+06  ;-5.1643e+07  ;-1.2168e+08  ;1.0018e+08  ;1.3686e+08
  ;  ;2  ;-4.6712e+06  ;-1.5489e+07  ;-1.385e+08  ;1.0018e+08  ;1.4404e+08
  ;224  ;1  ;-5.3331e+06  ;-4.6763e+07  ;-1.3481e+08  ;9.9001e+07  ;1.4802e+08
  ;  ;2  ;-5.3337e+06  ;-1.0162e+07  ;-1.4898e+08  ;9.9001e+07  ;1.5466e+08
  ;225  ;1  ;-5.8503e+06  ;-4.0577e+07  ;-1.4575e+08  ;9.8252e+07  ;1.5714e+08
  ;  ;2  ;-5.851e+06  ;-3.5198e+06  ;-1.5689e+08  ;9.8252e+07  ;1.6278e+08
  ;226  ;1  ;-6.208e+06  ;-3.3258e+07  ;-1.5413e+08  ;9.7953e+07  ;1.6388e+08
  ;  ;2  ;-6.2089e+06  ;4.2179e+06  ;-1.6191e+08  ;9.7953e+07  ;1.6817e+08
  ;227  ;1  ;-6.3968e+06  ;-2.5075e+07  ;-1.5963e+08  ;9.8108e+07  ;1.6798e+08
  ;  ;2  ;-6.3978e+06  ;1.2736e+07  ;-1.6384e+08  ;9.8108e+07  ;1.7073e+08
  ;228  ;1  ;-6.4111e+06  ;-1.6379e+07  ;-1.6204e+08  ;9.8717e+07  ;1.6928e+08
  ;  ;2  ;-6.4122e+06  ;2.1645e+07  ;-1.6255e+08  ;9.8717e+07  ;1.7039e+08
Beam-24(Circuler tube 1X0.06(16_GAUGE)(56)[14])  ;  ;  ;  ;  ;  ;  ;
  ;229  ;1  ;-60,141  ;-558.39  ;-763.2  ;-0  ;61,087
  ;  ;2  ;-60,225  ;559.08  ;703.21  ;0  ;61,124
  ;230  ;1  ;5.4439e+08  ;-7.4036e+08  ;-8.0257e+07  ;-7.8147e+07  ;1.2891e+09
  ;  ;2  ;5.4439e+08  ;-6.7504e+08  ;-7.5569e+07  ;-7.8147e+07  ;1.2236e+09
  ;231  ;1  ;5.4439e+08  ;-6.7504e+08  ;-7.5565e+07  ;-7.8147e+07  ;1.2236e+09
  ;  ;2  ;5.4439e+08  ;-6.0972e+08  ;-7.0897e+07  ;-7.8147e+07  ;1.1582e+09
  ;232  ;1  ;5.4439e+08  ;-6.0972e+08  ;-7.0901e+07  ;-7.8147e+07  ;1.1582e+09
  ;  ;2  ;5.4439e+08  ;-5.444e+08  ;-6.6254e+07  ;-7.8147e+07  ;1.0928e+09
  ;233  ;1  ;5.4439e+08  ;-5.444e+08  ;-6.6254e+07  ;-7.8147e+07  ;1.0928e+09
  ;  ;2  ;5.4439e+08  ;-4.7908e+08  ;-6.1629e+07  ;-7.8147e+07  ;1.0274e+09
  ;234  ;1  ;5.4439e+08  ;-4.7908e+08  ;-6.1627e+07  ;-7.8147e+07  ;1.0274e+09
  ;  ;2  ;5.4439e+08  ;-4.1376e+08  ;-5.7026e+07  ;-7.8147e+07  ;9.6206e+08
  ;235  ;1  ;5.4439e+08  ;-4.1376e+08  ;-5.7026e+07  ;-7.8147e+07  ;9.6206e+08
  ;  ;2  ;5.4439e+08  ;-3.4844e+08  ;-5.2449e+07  ;-7.8147e+07  ;8.9675e+08
  ;236  ;1  ;5.4439e+08  ;-3.4844e+08  ;-5.245e+07  ;-7.8147e+07  ;8.9675e+08
  ;  ;2  ;5.4439e+08  ;-2.8312e+08  ;-4.789e+07  ;-7.8147e+07  ;8.3153e+08
  ;237  ;1  ;5.4439e+08  ;-2.8312e+08  ;-4.7889e+07  ;-7.8147e+07  ;8.3153e+08
  ;  ;2  ;5.4438e+08  ;-2.178e+08  ;-4.3353e+07  ;-7.8147e+07  ;7.6646e+08
  ;238  ;1  ;5.4438e+08  ;-2.178e+08  ;-4.3354e+07  ;-7.8147e+07  ;7.6646e+08
  ;  ;2  ;5.4438e+08  ;-1.5248e+08  ;-3.8838e+07  ;-7.8147e+07  ;7.0173e+08
  ;239  ;1  ;5.4438e+08  ;-1.5248e+08  ;-3.8838e+07  ;-7.8147e+07  ;7.0173e+08
  ;  ;2  ;5.4438e+08  ;-8.716e+07  ;-3.4347e+07  ;-7.8147e+07  ;6.3807e+08
  ;240  ;1  ;5.4438e+08  ;-8.716e+07  ;-3.4347e+07  ;-7.8147e+07  ;6.3807e+08
  ;  ;2  ;5.4438e+08  ;-2.1838e+07  ;-2.9879e+07  ;-7.8147e+07  ;5.8139e+08
  ;241  ;1  ;5.4438e+08  ;-2.1838e+07  ;-2.988e+07  ;-7.8147e+07  ;5.8139e+08
  ;  ;2  ;5.4438e+08  ;4.3482e+07  ;-2.543e+07  ;-7.8147e+07  ;5.9475e+08
  ;242  ;1  ;5.4438e+08  ;4.3482e+07  ;-2.543e+07  ;-7.8147e+07  ;5.9475e+08
  ;  ;2  ;5.4438e+08  ;1.088e+08  ;-2.1003e+07  ;-7.8147e+07  ;6.5519e+08
  ;243  ;1  ;5.4438e+08  ;1.088e+08  ;-2.1003e+07  ;-7.8147e+07  ;6.5519e+08
  ;  ;2  ;5.4438e+08  ;1.7412e+08  ;-1.66e+07  ;-7.8147e+07  ;7.193e+08
  ;244  ;1  ;5.4438e+08  ;1.7412e+08  ;-1.6601e+07  ;-7.8147e+07  ;7.193e+08
  ;  ;2  ;5.4438e+08  ;2.3945e+08  ;-1.2218e+07  ;-7.8147e+07  ;7.8414e+08
  ;245  ;1  ;5.4438e+08  ;2.3945e+08  ;-1.2218e+07  ;-7.8147e+07  ;7.8414e+08
  ;  ;2  ;5.4438e+08  ;3.0477e+08  ;-7.8565e+06  ;-7.8147e+07  ;8.4925e+08
  ;246  ;1  ;5.4438e+08  ;3.0477e+08  ;-7.8565e+06  ;-7.8147e+07  ;8.4925e+08
  ;  ;2  ;5.4438e+08  ;3.7009e+08  ;-3.5195e+06  ;-7.8147e+07  ;9.1449e+08
  ;247  ;1  ;5.4438e+08  ;3.7009e+08  ;-3.5206e+06  ;-7.8147e+07  ;9.1449e+08
  ;  ;2  ;5.4438e+08  ;4.3541e+08  ;7.9647e+05  ;-7.8147e+07  ;9.7979e+08
  ;248  ;1  ;5.4438e+08  ;4.3541e+08  ;7.9647e+05  ;-7.8147e+07  ;9.7979e+08
  ;  ;2  ;5.4438e+08  ;5.0074e+08  ;5.0915e+06  ;-7.8147e+07  ;1.0451e+09
  ;249  ;1  ;5.4438e+08  ;5.0074e+08  ;5.0937e+06  ;-7.8147e+07  ;1.0451e+09
  ;  ;2  ;5.4438e+08  ;5.6606e+08  ;9.3643e+06  ;-7.8147e+07  ;1.1105e+09
  ;250  ;1  ;5.4438e+08  ;5.6606e+08  ;9.3615e+06  ;-7.8147e+07  ;1.1105e+09
  ;  ;2  ;5.4438e+08  ;6.3139e+08  ;1.361e+07  ;-7.8147e+07  ;1.1759e+09
  ;251  ;1  ;5.4438e+08  ;6.3139e+08  ;1.3613e+07  ;-7.8147e+07  ;1.1759e+09
  ;  ;2  ;5.4438e+08  ;6.9671e+08  ;1.7843e+07  ;-7.8147e+07  ;1.2413e+09
  ;252  ;1  ;5.4438e+08  ;6.9671e+08  ;1.7843e+07  ;-7.8147e+07  ;1.2413e+09
  ;  ;2  ;5.4437e+08  ;7.6203e+08  ;2.2048e+07  ;-7.8147e+07  ;1.3067e+09
Beam-25(Circuler tube 1X0.06(16_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;
  ;253  ;1  ;-5,759.9  ;-0  ;-4,017.5  ;-0  ;9,777.4
  ;  ;2  ;-2,880.3  ;0  ;723.37  ;0  ;3,603.7
  ;254  ;1  ;-2,880.3  ;-0  ;723.37  ;-0  ;3,603.7
  ;  ;2  ;-0.76692  ;0  ;2,234.9  ;0  ;2,235.6
  ;255  ;1  ;-0.76686  ;-0  ;2,234.9  ;-0  ;2,235.6
  ;  ;2  ;2,878.8  ;0  ;516.98  ;0  ;3,395.8
  ;256  ;1  ;2,878.8  ;-0  ;516.98  ;-0  ;3,395.8
  ;  ;2  ;5,758.4  ;0  ;-4,430.3  ;0  ;10,189
Beam-26(Circuler tube 1X0.06(16_GAUGE)(6)[3])  ;  ;  ;  ;  ;  ;  ;
  ;257  ;1  ;-1.4511e+09  ;2.6089e+09  ;7.3461e+08  ;-1.8938e+08  ;4.1615e+09
  ;  ;2  ;-1.4511e+09  ;2.2014e+09  ;5.1004e+08  ;-1.8938e+08  ;3.7109e+09
  ;258  ;1  ;-1.4511e+09  ;2.2014e+09  ;5.1006e+08  ;-1.8938e+08  ;3.7109e+09
  ;  ;2  ;-1.4511e+09  ;1.794e+09  ;2.8547e+08  ;-1.8938e+08  ;3.2677e+09
  ;259  ;1  ;-1.4511e+09  ;1.794e+09  ;2.8546e+08  ;-1.8938e+08  ;3.2677e+09
  ;  ;2  ;-1.4511e+09  ;1.3865e+09  ;6.0846e+07  ;-1.8938e+08  ;2.839e+09
  ;260  ;1  ;-1.4511e+09  ;1.3865e+09  ;6.0856e+07  ;-1.8938e+08  ;2.839e+09
  ;  ;2  ;-1.4511e+09  ;9.7909e+08  ;-1.6378e+08  ;-1.8938e+08  ;2.4438e+09
  ;261  ;1  ;-1.4511e+09  ;9.7909e+08  ;-1.6378e+08  ;-1.8938e+08  ;2.4438e+09
  ;  ;2  ;-1.4511e+09  ;5.7165e+08  ;-3.8844e+08  ;-1.8938e+08  ;2.1423e+09
  ;262  ;1  ;-1.4511e+09  ;5.7165e+08  ;-3.8844e+08  ;-1.8938e+08  ;2.1423e+09
  ;  ;2  ;-1.4511e+09  ;1.642e+08  ;-6.1311e+08  ;-1.8938e+08  ;2.0859e+09
  ;263  ;1  ;-1.4511e+09  ;1.642e+08  ;-6.1311e+08  ;-1.8938e+08  ;2.0859e+09
  ;  ;2  ;-1.4511e+09  ;-2.4325e+08  ;-8.378e+08  ;-1.8938e+08  ;2.3235e+09
  ;264  ;1  ;-1.4511e+09  ;-2.4325e+08  ;-8.378e+08  ;-1.8938e+08  ;2.3235e+09
  ;  ;2  ;-1.4511e+09  ;-6.507e+08  ;-1.0625e+09  ;-1.8938e+08  ;2.6971e+09
  ;265  ;1  ;-1.4783e+09  ;-7.6841e+07  ;-8.2239e+08  ;-4.559e+07  ;2.3043e+09
  ;  ;2  ;-1.4783e+09  ;-3.9827e+08  ;-6.4268e+08  ;-4.559e+07  ;2.2344e+09
  ;266  ;1  ;-1.4783e+09  ;-3.9827e+08  ;-6.4268e+08  ;-4.559e+07  ;2.2344e+09
  ;  ;2  ;-1.4783e+09  ;-7.1968e+08  ;-4.63e+08  ;-4.559e+07  ;2.3341e+09
  ;267  ;1  ;-1.4783e+09  ;-7.1968e+08  ;-4.63e+08  ;-4.559e+07  ;2.3341e+09
  ;  ;2  ;-1.4783e+09  ;-1.0411e+09  ;-2.8334e+08  ;-4.559e+07  ;2.5573e+09
  ;268  ;1  ;-1.4783e+09  ;-1.0411e+09  ;-2.8334e+08  ;-4.559e+07  ;2.5573e+09
  ;  ;2  ;-1.4783e+09  ;-1.3625e+09  ;-1.0371e+08  ;-4.559e+07  ;2.8448e+09
  ;269  ;1  ;-1.4783e+09  ;-1.3625e+09  ;-1.0371e+08  ;-4.559e+07  ;2.8448e+09
  ;  ;2  ;-1.4783e+09  ;-1.6839e+09  ;7.5916e+07  ;-4.559e+07  ;3.164e+09
  ;270  ;1  ;-1.4783e+09  ;-1.6839e+09  ;7.5917e+07  ;-4.559e+07  ;3.164e+09
  ;  ;2  ;-1.4783e+09  ;-2.0054e+09  ;2.5552e+08  ;-4.559e+07  ;3.4999e+09
  ;271  ;1  ;-1.4783e+09  ;-2.0054e+09  ;2.5552e+08  ;-4.559e+07  ;3.4999e+09
  ;  ;2  ;-1.4783e+09  ;-2.3268e+09  ;4.351e+08  ;-4.559e+07  ;3.8454e+09
  ;272  ;1  ;-1.4783e+09  ;-2.3268e+09  ;4.3509e+08  ;-4.5589e+07  ;3.8454e+09
  ;  ;2  ;-1.4783e+09  ;-2.6482e+09  ;6.1464e+08  ;-4.5589e+07  ;4.1969e+09
Beam-27(Circuler tube 1X0.06(16_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;
  ;273  ;1  ;4.9285e+06  ;-4.6676e+08  ;6.3526e+07  ;5.4476e+07  ;4.7599e+08
  ;  ;2  ;4.9285e+06  ;-2.8181e+08  ;3.2077e+07  ;5.4476e+07  ;2.8856e+08
  ;274  ;1  ;4.9285e+06  ;-2.8181e+08  ;3.2077e+07  ;5.4476e+07  ;2.8856e+08
  ;  ;2  ;4.9285e+06  ;-9.6864e+07  ;6.4993e+05  ;5.4476e+07  ;1.0179e+08
  ;275  ;1  ;4.9285e+06  ;-9.6864e+07  ;6.4993e+05  ;5.4476e+07  ;1.0179e+08
  ;  ;2  ;4.9285e+06  ;8.8083e+07  ;-3.0755e+07  ;5.4476e+07  ;9.8227e+07
  ;276  ;1  ;4.9285e+06  ;8.8083e+07  ;-3.0755e+07  ;5.4476e+07  ;9.8227e+07
  ;  ;2  ;4.9285e+06  ;2.7303e+08  ;-6.2138e+07  ;5.4476e+07  ;2.8494e+08
  ;277  ;1  ;4.9285e+06  ;2.7303e+08  ;-6.2138e+07  ;5.4476e+07  ;2.8494e+08
  ;  ;2  ;4.9285e+06  ;4.5798e+08  ;-9.35e+07  ;5.4476e+07  ;4.7235e+08
Beam-28(Circuler tube 1X0.06(16_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;
  ;278  ;1  ;-6.814e+06  ;-3.843e+07  ;2.5829e+07  ;4.7564e+07  ;5.3117e+07
  ;  ;2  ;-6.814e+06  ;-2.9747e+07  ;1.7112e+07  ;4.7564e+07  ;4.1132e+07
  ;279  ;1  ;-6.814e+06  ;-2.9747e+07  ;1.7112e+07  ;4.7564e+07  ;4.1132e+07
  ;  ;2  ;-6.814e+06  ;-2.1064e+07  ;8.3743e+06  ;4.7564e+07  ;2.9482e+07
  ;280  ;1  ;-6.814e+06  ;-2.1064e+07  ;8.3743e+06  ;4.7564e+07  ;2.9482e+07
  ;  ;2  ;-6.814e+06  ;-1.2381e+07  ;-3.8566e+05  ;4.7564e+07  ;1.9201e+07
  ;281  ;1  ;-6.814e+06  ;-1.2381e+07  ;-3.8566e+05  ;4.7564e+07  ;1.9201e+07
  ;  ;2  ;-6.814e+06  ;-3.6983e+06  ;-9.1675e+06  ;4.7564e+07  ;1.6699e+07
  ;282  ;1  ;-6.814e+06  ;-3.6983e+06  ;-9.1675e+06  ;4.7564e+07  ;1.6699e+07
  ;  ;2  ;-6.814e+06  ;4.9845e+06  ;-1.7971e+07  ;4.7564e+07  ;2.5464e+07
Beam-29(Circuler tube 1X0.06(16_GAUGE)(56)[16])  ;  ;  ;  ;  ;  ;  ;
  ;283  ;1  ;-1.2732e+08  ;2.664e+09  ;-8.6427e+06  ;-3.1216e+07  ;2.7914e+09
  ;  ;2  ;-1.2732e+08  ;2.2905e+09  ;-1.1416e+07  ;-3.1216e+07  ;2.4179e+09
  ;284  ;1  ;-1.2732e+08  ;2.2905e+09  ;-1.1436e+07  ;-3.1217e+07  ;2.4179e+09
  ;  ;2  ;-1.2732e+08  ;1.9171e+09  ;-1.4227e+07  ;-3.1217e+07  ;2.0444e+09
  ;285  ;1  ;-1.2732e+08  ;1.9171e+09  ;-1.422e+07  ;-3.1216e+07  ;2.0444e+09
  ;  ;2  ;-1.2732e+08  ;1.5436e+09  ;-1.7031e+07  ;-3.1216e+07  ;1.671e+09
  ;286  ;1  ;-1.2732e+08  ;1.5436e+09  ;-1.7031e+07  ;-3.1217e+07  ;1.671e+09
  ;  ;2  ;-1.2732e+08  ;1.1701e+09  ;-1.9864e+07  ;-3.1217e+07  ;1.2976e+09
  ;287  ;1  ;-1.2732e+08  ;1.1701e+09  ;-1.9864e+07  ;-3.1216e+07  ;1.2976e+09
  ;  ;2  ;-1.2733e+08  ;7.9664e+08  ;-2.2716e+07  ;-3.1216e+07  ;9.2429e+08
  ;288  ;1  ;-1.2733e+08  ;7.9664e+08  ;-2.2715e+07  ;-3.1217e+07  ;9.2429e+08
  ;  ;2  ;-1.2733e+08  ;4.2316e+08  ;-2.5589e+07  ;-3.1217e+07  ;5.5126e+08
  ;289  ;1  ;-1.2733e+08  ;4.2316e+08  ;-2.559e+07  ;-3.1216e+07  ;5.5126e+08
  ;  ;2  ;-1.2733e+08  ;4.9681e+07  ;-2.8483e+07  ;-3.1216e+07  ;1.846e+08
  ;290  ;1  ;-1.2733e+08  ;4.9681e+07  ;-2.8483e+07  ;-3.1216e+07  ;1.846e+08
  ;  ;2  ;-1.2733e+08  ;-3.238e+08  ;-3.1398e+07  ;-3.1216e+07  ;4.5265e+08
  ;291  ;1  ;-1.2733e+08  ;-3.238e+08  ;-3.1397e+07  ;-3.1216e+07  ;4.5265e+08
  ;  ;2  ;-1.2733e+08  ;-6.9727e+08  ;-3.4332e+07  ;-3.1216e+07  ;8.2545e+08
  ;292  ;1  ;-1.2733e+08  ;-6.9727e+08  ;-3.4332e+07  ;-3.1217e+07  ;8.2545e+08
  ;  ;2  ;-1.2733e+08  ;-1.0708e+09  ;-3.7286e+07  ;-3.1217e+07  ;1.1987e+09
  ;293  ;1  ;-1.2733e+08  ;-1.0708e+09  ;-3.7286e+07  ;-3.1216e+07  ;1.1987e+09
  ;  ;2  ;-1.2733e+08  ;-1.4442e+09  ;-4.0262e+07  ;-3.1216e+07  ;1.5721e+09
  ;294  ;1  ;-1.2733e+08  ;-1.4442e+09  ;-4.0257e+07  ;-3.1217e+07  ;1.5721e+09
  ;  ;2  ;-1.2734e+08  ;-1.8177e+09  ;-4.325e+07  ;-3.1217e+07  ;1.9456e+09
  ;295  ;1  ;-1.2734e+08  ;-1.8177e+09  ;-4.3267e+07  ;-3.1215e+07  ;1.9456e+09
  ;  ;2  ;-1.2734e+08  ;-2.1912e+09  ;-4.6286e+07  ;-3.1215e+07  ;2.319e+09
Beam-30(Circuler tube 1X0.06(16_GAUGE)(13)[3])  ;  ;  ;  ;  ;  ;  ;
  ;296  ;1  ;-2.1012e+08  ;1.8131e+08  ;-2.4737e+07  ;-3.4084e+07  ;3.9311e+08
  ;  ;2  ;-2.1012e+08  ;1.5012e+08  ;-2.0775e+07  ;-3.4084e+07  ;3.6167e+08
  ;297  ;1  ;-2.1012e+08  ;1.5012e+08  ;-2.0775e+07  ;-3.4084e+07  ;3.6167e+08
  ;  ;2  ;-2.1012e+08  ;1.1894e+08  ;-1.6814e+07  ;-3.4084e+07  ;3.3025e+08
  ;298  ;1  ;-2.1012e+08  ;1.1894e+08  ;-1.6814e+07  ;-3.4084e+07  ;3.3025e+08
  ;  ;2  ;-2.1012e+08  ;8.7792e+07  ;-1.2852e+07  ;-3.4084e+07  ;2.9885e+08
  ;299  ;1  ;-2.1012e+08  ;8.7792e+07  ;-1.2852e+07  ;-3.4084e+07  ;2.9885e+08
  ;  ;2  ;-2.1012e+08  ;5.6662e+07  ;-8.8898e+06  ;-3.4084e+07  ;2.6747e+08
  ;300  ;1  ;-2.1012e+08  ;5.6661e+07  ;-8.8897e+06  ;-3.4084e+07  ;2.6747e+08
  ;  ;2  ;-2.1012e+08  ;2.5551e+07  ;-4.9285e+06  ;-3.4084e+07  ;2.3614e+08
  ;301  ;1  ;-2.1012e+08  ;2.5551e+07  ;-4.9286e+06  ;-3.4084e+07  ;2.3614e+08
  ;  ;2  ;-2.1012e+08  ;-5.5384e+06  ;-9.6608e+05  ;-3.4084e+07  ;2.1574e+08
  ;302  ;1  ;-2.1012e+08  ;-5.5384e+06  ;-9.6605e+05  ;-3.4084e+07  ;2.1574e+08
  ;  ;2  ;-2.1012e+08  ;-3.6607e+07  ;2.9954e+06  ;-3.4084e+07  ;2.4685e+08
  ;303  ;1  ;-2.1012e+08  ;-3.6607e+07  ;2.9954e+06  ;-3.4084e+07  ;2.4685e+08
  ;  ;2  ;-2.1012e+08  ;-6.7655e+07  ;6.9573e+06  ;-3.4084e+07  ;2.7813e+08
  ;304  ;1  ;-2.1012e+08  ;-6.7655e+07  ;6.9572e+06  ;-3.4084e+07  ;2.7813e+08
  ;  ;2  ;-2.1012e+08  ;-9.8682e+07  ;1.0919e+07  ;-3.4084e+07  ;3.094e+08
  ;305  ;1  ;-2.1012e+08  ;-9.8682e+07  ;1.092e+07  ;-3.4084e+07  ;3.094e+08
  ;  ;2  ;-2.1012e+08  ;-1.2969e+08  ;1.4881e+07  ;-3.4084e+07  ;3.4066e+08
Beam-31(Circuler tube 1X0.06(16_GAUGE)(56)[12])  ;  ;  ;  ;  ;  ;  ;
  ;306  ;1  ;4.6717e+08  ;2.7168e+08  ;1.3442e+08  ;6.6543e+06  ;7.7029e+08
  ;  ;2  ;4.6718e+08  ;2.409e+08  ;1.0225e+08  ;6.6543e+06  ;7.2888e+08
  ;307  ;1  ;4.6718e+08  ;2.409e+08  ;1.0225e+08  ;6.6541e+06  ;7.2888e+08
  ;  ;2  ;4.6718e+08  ;2.1012e+08  ;7.0093e+07  ;6.6541e+06  ;6.8868e+08
  ;308  ;1  ;4.6718e+08  ;2.1012e+08  ;7.0093e+07  ;6.6542e+06  ;6.8868e+08
  ;  ;2  ;4.6718e+08  ;1.7933e+08  ;3.7953e+07  ;6.6542e+06  ;6.5049e+08
  ;309  ;1  ;4.6718e+08  ;1.7933e+08  ;3.7953e+07  ;6.6542e+06  ;6.5049e+08
  ;  ;2  ;4.6718e+08  ;1.4855e+08  ;5.8277e+06  ;6.6542e+06  ;6.1585e+08
  ;310  ;1  ;4.6718e+08  ;1.4855e+08  ;5.8277e+06  ;6.6541e+06  ;6.1585e+08
  ;  ;2  ;4.6719e+08  ;1.1776e+08  ;-2.628e+07  ;6.6541e+06  ;5.8785e+08
  ;311  ;1  ;4.6719e+08  ;1.1776e+08  ;-2.628e+07  ;6.6542e+06  ;5.8785e+08
  ;  ;2  ;4.6719e+08  ;8.698e+07  ;-5.8373e+07  ;6.6542e+06  ;5.7194e+08
  ;312  ;1  ;4.6719e+08  ;8.698e+07  ;-5.8373e+07  ;6.6542e+06  ;5.7194e+08
  ;  ;2  ;4.6719e+08  ;5.6192e+07  ;-9.0449e+07  ;6.6542e+06  ;5.7367e+08
Beam-32(Circuler tube 1X0.06(16_GAUGE)(56)[7])  ;  ;  ;  ;  ;  ;  ;
  ;313  ;1  ;-3.7219e+08  ;-1.7208e+09  ;-9.2441e+07  ;-2.1118e+07  ;2.0955e+09
  ;  ;2  ;-3.7219e+08  ;-1.5792e+09  ;-8.5289e+07  ;-2.1118e+07  ;1.9537e+09
  ;314  ;1  ;-3.7219e+08  ;-1.5792e+09  ;-8.5289e+07  ;-2.1119e+07  ;1.9537e+09
  ;  ;2  ;-3.7219e+08  ;-1.4377e+09  ;-7.8158e+07  ;-2.1119e+07  ;1.812e+09
  ;315  ;1  ;-3.7219e+08  ;-1.4377e+09  ;-7.8158e+07  ;-2.1119e+07  ;1.812e+09
  ;  ;2  ;-3.7219e+08  ;-1.2961e+09  ;-7.1048e+07  ;-2.1119e+07  ;1.6702e+09
  ;316  ;1  ;-3.7219e+08  ;-1.2961e+09  ;-7.1048e+07  ;-2.1118e+07  ;1.6702e+09
  ;  ;2  ;-3.7218e+08  ;-1.1545e+09  ;-6.396e+07  ;-2.1118e+07  ;1.5285e+09
  ;317  ;1  ;-3.7218e+08  ;-1.1545e+09  ;-6.396e+07  ;-2.1119e+07  ;1.5285e+09
  ;  ;2  ;-3.7218e+08  ;-1.013e+09  ;-5.6892e+07  ;-2.1119e+07  ;1.3867e+09
  ;318  ;1  ;-3.7218e+08  ;-1.013e+09  ;-5.6892e+07  ;-2.1119e+07  ;1.3867e+09
  ;  ;2  ;-3.7218e+08  ;-8.714e+08  ;-4.9846e+07  ;-2.1119e+07  ;1.245e+09
  ;319  ;1  ;-3.7218e+08  ;-8.714e+08  ;-4.9846e+07  ;-2.1119e+07  ;1.245e+09
  ;  ;2  ;-3.7218e+08  ;-7.2983e+08  ;-4.2819e+07  ;-2.1119e+07  ;1.1033e+09
  ;320  ;1  ;-3.7218e+08  ;-7.2983e+08  ;-4.2819e+07  ;-2.1119e+07  ;1.1033e+09
  ;  ;2  ;-3.7218e+08  ;-5.8827e+08  ;-3.5816e+07  ;-2.1119e+07  ;9.6154e+08
  ;321  ;1  ;-3.7218e+08  ;-5.8827e+08  ;-3.5816e+07  ;-2.1119e+07  ;9.6154e+08
  ;  ;2  ;-3.7218e+08  ;-4.467e+08  ;-2.8833e+07  ;-2.1119e+07  ;8.1981e+08
  ;322  ;1  ;-3.7218e+08  ;-4.467e+08  ;-2.8833e+07  ;-2.1119e+07  ;8.1981e+08
  ;  ;2  ;-3.7218e+08  ;-3.0514e+08  ;-2.1871e+07  ;-2.1119e+07  ;6.781e+08
  ;323  ;1  ;-3.7218e+08  ;-3.0514e+08  ;-2.1871e+07  ;-2.1119e+07  ;6.781e+08
  ;  ;2  ;-3.7218e+08  ;-1.6357e+08  ;-1.493e+07  ;-2.1119e+07  ;5.3643e+08
  ;324  ;1  ;-3.7218e+08  ;-1.6357e+08  ;-1.493e+07  ;-2.1119e+07  ;5.3643e+08
  ;  ;2  ;-3.7218e+08  ;-2.2009e+07  ;-8.0122e+06  ;-2.1119e+07  ;3.956e+08
  ;325  ;1  ;-3.7218e+08  ;-2.2009e+07  ;-8.0122e+06  ;-2.1119e+07  ;3.956e+08
  ;  ;2  ;-3.7218e+08  ;1.1956e+08  ;-1.1141e+06  ;-2.1119e+07  ;4.9174e+08
  ;326  ;1  ;-3.7218e+08  ;1.1956e+08  ;-1.1141e+06  ;-2.1119e+07  ;4.9174e+08
  ;  ;2  ;-3.7218e+08  ;2.6112e+08  ;5.7643e+06  ;-2.1119e+07  ;6.3336e+08
  ;327  ;1  ;-3.7218e+08  ;2.6112e+08  ;5.7643e+06  ;-2.1119e+07  ;6.3336e+08
  ;  ;2  ;-3.7218e+08  ;4.0268e+08  ;1.262e+07  ;-2.1119e+07  ;7.7506e+08
  ;328  ;1  ;-3.7218e+08  ;4.0268e+08  ;1.262e+07  ;-2.1119e+07  ;7.7506e+08
  ;  ;2  ;-3.7217e+08  ;5.4425e+08  ;1.9453e+07  ;-2.1119e+07  ;9.1677e+08
  ;329  ;1  ;-3.7217e+08  ;5.4425e+08  ;1.9453e+07  ;-2.1119e+07  ;9.1677e+08
