sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;258  ;1  ;1.6589e+05  ;3,713.4  ;6,737  ;-1,417.7  ;328.48  ;243.93
  ;  ;2  ;-1.6589e+05  ;-3,713.7  ;-6,737  ;1,155.3  ;-183.85  ;-243.93
  ;259  ;1  ;1.6589e+05  ;3,713.6  ;6,736.9  ;-1,155.3  ;183.84  ;243.93
  ;  ;2  ;-1.6589e+05  ;-3,714  ;-6,736.9  ;892.95  ;-39.185  ;-243.93
  ;260  ;1  ;1.6589e+05  ;3,714  ;6,737  ;-892.95  ;39.192  ;243.93
  ;  ;2  ;-1.6588e+05  ;-3,714.4  ;-6,737  ;630.54  ;105.47  ;-243.93
  ;261  ;1  ;1.6589e+05  ;3,714.3  ;6,736.9  ;-630.54  ;-105.48  ;243.93
  ;  ;2  ;-1.6588e+05  ;-3,714.7  ;-6,736.9  ;368.14  ;250.16  ;-243.93
  ;262  ;1  ;1.6588e+05  ;3,714.7  ;6,736.9  ;-368.14  ;-250.16  ;243.93
  ;  ;2  ;-1.6588e+05  ;-3,715  ;-6,736.9  ;105.75  ;394.85  ;-243.93
  ;263  ;1  ;1.6588e+05  ;3,715  ;6,737  ;-105.75  ;-394.85  ;243.93
  ;  ;2  ;-1.6588e+05  ;-3,715.4  ;-6,737  ;-156.65  ;539.55  ;-243.93
  ;264  ;1  ;1.6588e+05  ;3,715.5  ;6,736.9  ;156.66  ;-539.55  ;243.93
  ;  ;2  ;-1.6588e+05  ;-3,715.8  ;-6,736.9  ;-419.06  ;684.27  ;-243.93
  ;265  ;1  ;1.6899e+05  ;-2,967.1  ;5,306.7  ;49.486  ;-529.63  ;58.721
  ;  ;2  ;-1.6899e+05  ;2,966.7  ;-5,306.7  ;-256.49  ;413.89  ;-58.721
  ;266  ;1  ;1.6899e+05  ;-2,966.7  ;5,306.6  ;256.49  ;-413.89  ;58.721
  ;  ;2  ;-1.6899e+05  ;2,966.4  ;-5,306.6  ;-463.48  ;298.18  ;-58.721
  ;267  ;1  ;1.6899e+05  ;-2,966.4  ;5,306.7  ;463.48  ;-298.18  ;58.721
  ;  ;2  ;-1.6899e+05  ;2,966  ;-5,306.7  ;-670.48  ;182.47  ;-58.721
  ;268  ;1  ;1.6899e+05  ;-2,965.9  ;5,306.7  ;670.48  ;-182.47  ;58.72
  ;  ;2  ;-1.6899e+05  ;2,965.6  ;-5,306.7  ;-877.48  ;66.787  ;-58.72
  ;269  ;1  ;1.6899e+05  ;-2,965.7  ;5,306.6  ;877.48  ;-66.787  ;58.721
  ;  ;2  ;-1.6899e+05  ;2,965.4  ;-5,306.6  ;-1,084.5  ;-48.89  ;-58.721
  ;270  ;1  ;1.6899e+05  ;-2,965.4  ;5,306.7  ;1,084.5  ;48.891  ;58.721
  ;  ;2  ;-1.6899e+05  ;2,965  ;-5,306.7  ;-1,291.5  ;-164.56  ;-58.721
  ;271  ;1  ;1.6899e+05  ;-2,965  ;5,306.7  ;1,291.5  ;164.56  ;58.721
  ;  ;2  ;-1.6899e+05  ;2,964.7  ;-5,306.7  ;-1,498.5  ;-280.21  ;-58.721
  ;272  ;1  ;1.6899e+05  ;-2,964.6  ;5,306.6  ;1,498.5  ;280.2  ;58.72
  ;  ;2  ;-1.6899e+05  ;2,964.2  ;-5,306.6  ;-1,705.5  ;-395.84  ;-58.72
Beam-27(Circuler tube 1X0.06(16_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;273  ;1  ;-563.4  ;506.51  ;-2,977.7  ;300.6  ;40.911  ;-70.166
  ;  ;2  ;563.4  ;-506.16  ;2,977.7  ;-181.49  ;-20.658  ;70.166
  ;274  ;1  ;-563.4  ;506.16  ;-2,977.7  ;181.49  ;20.658  ;-70.167
  ;  ;2  ;563.4  ;-505.8  ;2,977.7  ;-62.381  ;-0.41856  ;70.167
  ;275  ;1  ;-563.4  ;505.8  ;-2,977.7  ;62.381  ;0.41856  ;-70.167
  ;  ;2  ;563.4  ;-505.45  ;2,977.7  ;56.726  ;19.807  ;70.167
  ;276  ;1  ;-563.4  ;505.45  ;-2,977.7  ;-56.726  ;-19.807  ;-70.167
  ;  ;2  ;563.4  ;-505.1  ;2,977.7  ;175.83  ;40.018  ;70.167
  ;277  ;1  ;-563.4  ;505.1  ;-2,977.7  ;-175.83  ;-40.018  ;-70.166
  ;  ;2  ;563.4  ;-504.75  ;2,977.7  ;294.94  ;60.215  ;70.166
Beam-28(Circuler tube 1X0.06(16_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;278  ;1  ;778.93  ;140.16  ;-139.8  ;24.749  ;16.634  ;-61.264
  ;  ;2  ;-778.93  ;-140.51  ;139.8  ;-19.157  ;-11.021  ;61.264
  ;279  ;1  ;778.93  ;140.51  ;-139.8  ;19.157  ;11.021  ;-61.264
  ;  ;2  ;-778.93  ;-140.86  ;139.8  ;-13.565  ;-5.3931  ;61.264
  ;280  ;1  ;778.93  ;140.86  ;-139.8  ;13.565  ;5.3931  ;-61.264
  ;  ;2  ;-778.93  ;-141.21  ;139.8  ;-7.9735  ;0.24837  ;61.264
  ;281  ;1  ;778.93  ;141.21  ;-139.8  ;7.9735  ;-0.24837  ;-61.264
  ;  ;2  ;-778.93  ;-141.57  ;139.8  ;-2.3817  ;5.904  ;61.264
  ;282  ;1  ;778.93  ;141.57  ;-139.8  ;2.3817  ;-5.904  ;-61.264
  ;  ;2  ;-778.93  ;-141.92  ;139.8  ;3.2101  ;11.574  ;61.264
Beam-29(Circuler tube 1X0.06(16_GAUGE)(56)[16])  ;  ;  ;  ;  ;  ;  ;  ;
  ;283  ;1  ;14,554  ;43.496  ;5,880.1  ;-1,715.7  ;-5.566  ;40.207
  ;  ;2  ;-14,554  ;-43.817  ;-5,880.1  ;1,475.1  ;7.3517  ;-40.207
  ;284  ;1  ;14,554  ;43.774  ;5,880.1  ;-1,475.1  ;-7.3651  ;40.208
  ;  ;2  ;-14,555  ;-44.095  ;-5,880.1  ;1,234.6  ;9.1622  ;-40.208
  ;285  ;1  ;14,555  ;44.103  ;5,880.1  ;-1,234.6  ;-9.1576  ;40.207
  ;  ;2  ;-14,555  ;-44.424  ;-5,880.1  ;994.09  ;10.968  ;-40.207
  ;286  ;1  ;14,555  ;44.438  ;5,880.1  ;-994.08  ;-10.968  ;40.208
  ;  ;2  ;-14,555  ;-44.76  ;-5,880.1  ;753.56  ;12.792  ;-40.208
  ;287  ;1  ;14,555  ;44.745  ;5,880.1  ;-753.56  ;-12.792  ;40.207
  ;  ;2  ;-14,555  ;-45.067  ;-5,880.1  ;513.04  ;14.629  ;-40.207
  ;288  ;1  ;14,555  ;45.093  ;5,880.1  ;-513.04  ;-14.629  ;40.207
  ;  ;2  ;-14,555  ;-45.414  ;-5,880.1  ;272.52  ;16.48  ;-40.207
  ;289  ;1  ;14,555  ;45.388  ;5,880.1  ;-272.52  ;-16.48  ;40.207
  ;  ;2  ;-14,555  ;-45.71  ;-5,880.1  ;31.995  ;18.343  ;-40.207
  ;290  ;1  ;14,555  ;45.731  ;5,880.1  ;-31.995  ;-18.343  ;40.207
  ;  ;2  ;-14,556  ;-46.052  ;-5,880.1  ;-208.53  ;20.22  ;-40.207
  ;291  ;1  ;14,556  ;46.05  ;5,880.1  ;208.53  ;-20.22  ;40.207
  ;  ;2  ;-14,556  ;-46.371  ;-5,880.1  ;-449.05  ;22.11  ;-40.207
  ;292  ;1  ;14,556  ;46.35  ;5,880.1  ;449.05  ;-22.11  ;40.208
  ;  ;2  ;-14,556  ;-46.671  ;-5,880.1  ;-689.57  ;24.013  ;-40.208
  ;293  ;1  ;14,556  ;46.688  ;5,880.1  ;689.57  ;-24.013  ;40.207
  ;  ;2  ;-14,556  ;-47.009  ;-5,880.1  ;-930.1  ;25.929  ;-40.207
  ;294  ;1  ;14,556  ;46.973  ;5,880.1  ;930.1  ;-25.926  ;40.208
  ;  ;2  ;-14,556  ;-47.295  ;-5,880.1  ;-1,170.6  ;27.854  ;-40.208
  ;295  ;1  ;14,556  ;47.373  ;5,880.1  ;1,170.6  ;-27.864  ;40.206
  ;  ;2  ;-14,556  ;-47.694  ;-5,880.1  ;-1,411.1  ;29.809  ;-40.206
Beam-30(Circuler tube 1X0.06(16_GAUGE)(13)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;296  ;1  ;24,019  ;-65.41  ;515.1  ;-116.77  ;-15.931  ;43.901
  ;  ;2  ;-24,019  ;65.41  ;-514.76  ;96.677  ;13.379  ;-43.901
  ;297  ;1  ;24,019  ;-65.393  ;514.76  ;-96.677  ;-13.379  ;43.901
  ;  ;2  ;-24,019  ;65.393  ;-514.42  ;76.601  ;10.828  ;-43.901
  ;298  ;1  ;24,019  ;-65.4  ;514.42  ;-76.601  ;-10.828  ;43.901
  ;  ;2  ;-24,019  ;65.4  ;-514.07  ;56.539  ;8.2766  ;-43.901
  ;299  ;1  ;24,019  ;-65.405  ;514.06  ;-56.539  ;-8.2767  ;43.901
  ;  ;2  ;-24,019  ;65.405  ;-513.72  ;36.49  ;5.7251  ;-43.901
  ;300  ;1  ;24,019  ;-65.389  ;513.74  ;-36.49  ;-5.725  ;43.901
  ;  ;2  ;-24,019  ;65.389  ;-513.4  ;16.455  ;3.174  ;-43.901
  ;301  ;1  ;24,019  ;-65.411  ;513.38  ;-16.455  ;-3.174  ;43.901
  ;  ;2  ;-24,019  ;65.411  ;-513.03  ;-3.5668  ;0.62217  ;-43.901
  ;302  ;1  ;24,019  ;-65.393  ;513.04  ;3.5668  ;-0.62215  ;43.901
  ;  ;2  ;-24,019  ;65.393  ;-512.7  ;-23.575  ;-1.929  ;-43.901
  ;303  ;1  ;24,019  ;-65.402  ;512.7  ;23.575  ;1.929  ;43.901
  ;  ;2  ;-24,019  ;65.402  ;-512.36  ;-43.571  ;-4.4806  ;-43.901
  ;304  ;1  ;24,019  ;-65.402  ;512.35  ;43.571  ;4.4805  ;43.901
  ;  ;2  ;-24,019  ;65.402  ;-512  ;-63.552  ;-7.032  ;-43.901
  ;305  ;1  ;24,019  ;-65.39  ;512.02  ;63.552  ;7.0323  ;43.901
  ;  ;2  ;-24,019  ;65.39  ;-511.68  ;-83.521  ;-9.5833  ;-43.901
Beam-31(Circuler tube 1X0.06(16_GAUGE)(56)[12])  ;  ;  ;  ;  ;  ;  ;  ;
  ;306  ;1  ;-53,404  ;514.88  ;492.45  ;-174.96  ;86.569  ;-8.5708
  ;  ;2  ;53,404  ;-514.62  ;-492.46  ;155.14  ;-65.849  ;8.5708
  ;307  ;1  ;-53,404  ;514.56  ;492.48  ;-155.14  ;65.848  ;-8.5706
  ;  ;2  ;53,405  ;-514.31  ;-492.49  ;135.32  ;-45.141  ;8.5706
  ;308  ;1  ;-53,405  ;514.34  ;492.49  ;-135.32  ;45.141  ;-8.5707
  ;  ;2  ;53,405  ;-514.09  ;-492.5  ;115.49  ;-24.442  ;8.5707
  ;309  ;1  ;-53,405  ;514.09  ;492.5  ;-115.49  ;24.442  ;-8.5707
  ;  ;2  ;53,405  ;-513.84  ;-492.51  ;95.667  ;-3.7531  ;8.5707
  ;310  ;1  ;-53,405  ;513.81  ;492.52  ;-95.667  ;3.7531  ;-8.5707
  ;  ;2  ;53,405  ;-513.56  ;-492.53  ;75.841  ;16.924  ;8.5707
  ;311  ;1  ;-53,405  ;513.58  ;492.51  ;-75.841  ;-16.924  ;-8.5707
  ;  ;2  ;53,406  ;-513.33  ;-492.52  ;56.016  ;37.593  ;8.5707
  ;312  ;1  ;-53,406  ;513.31  ;492.57  ;-56.016  ;-37.592  ;-8.5707
  ;  ;2  ;53,406  ;-513.06  ;-492.59  ;36.188  ;58.25  ;8.5707
Beam-32(Circuler tube 1X0.06(16_GAUGE)(56)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;313  ;1  ;42,546  ;-114.97  ;-2,272.5  ;1,108.2  ;-59.533  ;27.201
  ;  ;2  ;-42,546  ;114.63  ;2,272.5  ;-1,017  ;54.927  ;-27.201
  ;314  ;1  ;42,546  ;-114.65  ;-2,272.5  ;1,017  ;-54.927  ;27.201
  ;  ;2  ;-42,546  ;114.31  ;2,272.5  ;-925.86  ;50.335  ;-27.201
  ;315  ;1  ;42,546  ;-114.31  ;-2,272.5  ;925.86  ;-50.335  ;27.201
  ;  ;2  ;-42,546  ;113.97  ;2,272.5  ;-834.69  ;45.755  ;-27.201
  ;316  ;1  ;42,546  ;-113.95  ;-2,272.5  ;834.69  ;-45.755  ;27.201
  ;  ;2  ;-42,546  ;113.61  ;2,272.5  ;-743.52  ;41.191  ;-27.201
  ;317  ;1  ;42,546  ;-113.63  ;-2,272.5  ;743.52  ;-41.191  ;27.201
  ;  ;2  ;-42,545  ;113.29  ;2,272.5  ;-652.36  ;36.639  ;-27.201
  ;318  ;1  ;42,545  ;-113.29  ;-2,272.5  ;652.36  ;-36.639  ;27.201
  ;  ;2  ;-42,545  ;112.95  ;2,272.5  ;-561.19  ;32.101  ;-27.201
  ;319  ;1  ;42,545  ;-112.97  ;-2,272.5  ;561.19  ;-32.101  ;27.201
  ;  ;2  ;-42,545  ;112.63  ;2,272.5  ;-470.02  ;27.576  ;-27.201
  ;320  ;1  ;42,545  ;-112.6  ;-2,272.5  ;470.02  ;-27.576  ;27.201
  ;  ;2  ;-42,545  ;112.26  ;2,272.5  ;-378.85  ;23.066  ;-27.201
  ;321  ;1  ;42,545  ;-112.26  ;-2,272.5  ;378.85  ;-23.066  ;27.201
  ;  ;2  ;-42,545  ;111.92  ;2,272.5  ;-287.68  ;18.569  ;-27.201
  ;322  ;1  ;42,545  ;-111.93  ;-2,272.5  ;287.68  ;-18.569  ;27.201
  ;  ;2  ;-42,545  ;111.59  ;2,272.5  ;-196.51  ;14.085  ;-27.201
  ;323  ;1  ;42,545  ;-111.59  ;-2,272.5  ;196.51  ;-14.085  ;27.201
  ;  ;2  ;-42,545  ;111.25  ;2,272.5  ;-105.34  ;9.6151  ;-27.201
  ;324  ;1  ;42,545  ;-111.22  ;-2,272.5  ;105.34  ;-9.6151  ;27.201
  ;  ;2  ;-42,545  ;110.88  ;2,272.5  ;-14.174  ;5.1599  ;-27.201
  ;325  ;1  ;42,545  ;-110.91  ;-2,272.5  ;14.174  ;-5.1599  ;27.201
  ;  ;2  ;-42,545  ;110.57  ;2,272.5  ;76.995  ;0.71749  ;-27.201
  ;326  ;1  ;42,545  ;-110.59  ;-2,272.5  ;-76.995  ;-0.71749  ;27.201
  ;  ;2  ;-42,545  ;110.25  ;2,272.5  ;168.16  ;-3.7123  ;-27.201
  ;327  ;1  ;42,545  ;-110.22  ;-2,272.5  ;-168.16  ;3.7123  ;27.201
  ;  ;2  ;-42,545  ;109.88  ;2,272.5  ;259.33  ;-8.1272  ;-27.201
  ;328  ;1  ;42,545  ;-109.87  ;-2,272.5  ;-259.33  ;8.1272  ;27.201
  ;  ;2  ;-42,544  ;109.53  ;2,272.5  ;350.5  ;-12.528  ;-27.201
  ;329  ;1  ;42,544  ;-109.56  ;-2,272.5  ;-350.5  ;12.528  ;27.201
  ;  ;2  ;-42,544  ;109.22  ;2,272.5  ;441.67  ;-16.916  ;-27.201
  ;330  ;1  ;42,544  ;-109.2  ;-2,272.6  ;-441.67  ;16.918  ;27.201
  ;  ;2  ;-42,544  ;108.86  ;2,272.6  ;532.84  ;-21.292  ;-27.201
  ;331  ;1  ;42,544  ;-108.88  ;-2,272.5  ;-532.84  ;21.287  ;27.201
  ;  ;2  ;-42,544  ;108.54  ;2,272.5  ;624.01  ;-25.649  ;-27.201
  ;332  ;1  ;42,544  ;-108.52  ;-2,272.5  ;-624.01  ;25.652  ;27.201
  ;  ;2  ;-42,544  ;108.18  ;2,272.5  ;715.18  ;-29.998  ;-27.201
  ;333  ;1  ;42,544  ;-108.18  ;-2,272.5  ;-715.18  ;29.998  ;27.201
  ;  ;2  ;-42,544  ;107.84  ;2,272.5  ;806.35  ;-34.331  ;-27.201
  ;334  ;1  ;42,544  ;-107.87  ;-2,272.5  ;-806.35  ;34.331  ;27.201
  ;  ;2  ;-42,544  ;107.53  ;2,272.5  ;897.51  ;-38.652  ;-27.201
Beam-33(Circuler tube 1X0.06(16_GAUGE)(13)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;335  ;1  ;0.0024334  ;-0.93146  ;-1.6238e-06  ;7.2683e-08  ;-0.031035  ;1.1844e-06
  ;  ;2  ;-0.0024334  ;0.57807  ;1.0361e-06  ;-1.9294e-08  ;0.00073585  ;-1.1844e-06
  ;336  ;1  ;0.0024334  ;-0.57807  ;-4.5843e-07  ;1.856e-08  ;-0.00073585  ;1.1846e-06
  ;  ;2  ;-0.0024334  ;0.22468  ;2.2336e-07  ;-4.8753e-09  ;-0.015377  ;-1.1846e-06
  ;337  ;1  ;0.0024334  ;-0.22468  ;-2.2336e-07  ;4.8753e-09  ;0.015377  ;1.1846e-06
  ;  ;2  ;-0.0024334  ;-0.1287  ;-1.1701e-08  ;-6.2687e-10  ;-0.017303  ;-1.1846e-06
  ;338  ;1  ;0.0024334  ;0.1287  ;1.1701e-08  ;6.2687e-10  ;0.017303  ;1.1846e-06
  ;  ;2  ;-0.0024334  ;-0.48209  ;-2.4677e-07  ;-5.8148e-09  ;-0.0050435  ;-1.1846e-06
  ;339  ;1  ;0.0024334  ;0.48209  ;7.2868e-07  ;7.8258e-10  ;0.0050435  ;1.1828e-06
  ;  ;2  ;-0.0024334  ;-0.83548  ;-1.3163e-06  ;-4.183e-08  ;0.021403  ;-1.1828e-06
Beam-34(Circuler tube 1X0.06(16_GAUGE)(13)[9])  ;  ;  ;  ;  ;  ;  ;  ;
  ;340  ;1  ;-0.00043001  ;0.94099  ;-1.57e-06  ;2.0899e-08  ;0.012509  ;5.4495e-07
  ;  ;2  ;0.00043001  ;-0.58905  ;9.8349e-07  ;3.0144e-08  ;0.018076  ;-5.4495e-07
  ;341  ;1  ;-0.00043001  ;0.58905  ;-3.9436e-07  ;-1.2071e-08  ;-0.018076  ;5.3821e-07
  ;  ;2  ;0.00043001  ;-0.23711  ;1.5977e-07  ;2.3148e-08  ;0.034591  ;-5.3821e-07
  ;342  ;1  ;-0.00043001  ;0.23711  ;-1.5977e-07  ;-2.3148e-08  ;-0.034591  ;5.3821e-07
  ;  ;2  ;0.00043001  ;0.11483  ;-7.4825e-08  ;2.4846e-08  ;0.037035  ;-5.3821e-07
  ;343  ;1  ;-0.00043001  ;-0.11483  ;7.4825e-08  ;-2.4846e-08  ;-0.037035  ;5.3821e-07
  ;  ;2  ;0.00043001  ;0.46677  ;-3.0942e-07  ;1.7165e-08  ;0.025409  ;-5.3821e-07
  ;344  ;1  ;-0.00043001  ;-0.46677  ;7.7628e-07  ;-4.2571e-08  ;-0.025409  ;5.2874e-07
  ;  ;2  ;0.00043001  ;0.81871  ;-1.3628e-06  ;-1.8821e-10  ;-0.0002868  ;-5.2874e-07
Beam-35(Circuler tube 1X0.08(14_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;345  ;1  ;15,508  ;-686.54  ;-1,265.9  ;-327.11  ;-107.65  ;-103.91
  ;  ;2  ;-15,507  ;686.6  ;1,265.9  ;381.04  ;78.403  ;103.91
  ;346  ;1  ;15,507  ;-686.65  ;-1,265.9  ;-381.04  ;-78.402  ;-103.91
  ;  ;2  ;-15,507  ;686.72  ;1,266  ;434.97  ;49.148  ;103.91
  ;347  ;1  ;15,507  ;-686.72  ;-1,266  ;-434.97  ;-49.149  ;-103.91
  ;  ;2  ;-15,506  ;686.78  ;1,266  ;488.91  ;19.892  ;103.91
  ;348  ;1  ;15,506  ;-686.74  ;-1,266  ;-488.91  ;-19.891  ;-103.91
  ;  ;2  ;-15,506  ;686.81  ;1,266.1  ;542.84  ;-9.3668  ;103.91
  ;349  ;1  ;15,506  ;-686.85  ;-1,266.1  ;-542.84  ;9.3664  ;-103.91
  ;  ;2  ;-15,505  ;686.92  ;1,266.1  ;596.78  ;-38.629  ;103.91
  ;350  ;1  ;15,505  ;-686.9  ;-1,266.1  ;-596.78  ;38.629  ;-103.91
  ;  ;2  ;-15,505  ;686.96  ;1,266.2  ;650.72  ;-67.893  ;103.91
  ;351  ;1  ;15,505  ;-686.99  ;-1,266.2  ;-650.72  ;67.894  ;-103.91
  ;  ;2  ;-15,504  ;687.05  ;1,266.3  ;704.67  ;-97.162  ;103.91
  ;352  ;1  ;15,504  ;-687.03  ;-1,266.2  ;-704.67  ;97.161  ;-103.91
  ;  ;2  ;-15,504  ;687.1  ;1,266.3  ;758.61  ;-126.43  ;103.91
  ;353  ;1  ;15,504  ;-687.08  ;-1,266.3  ;-758.61  ;126.43  ;-103.91
  ;  ;2  ;-15,503  ;687.14  ;1,266.4  ;812.56  ;-155.71  ;103.91
  ;354  ;1  ;15,503  ;-687.18  ;-1,266.4  ;-812.56  ;155.7  ;-103.91
  ;  ;2  ;-15,503  ;687.25  ;1,266.4  ;866.51  ;-184.98  ;103.91
  ;355  ;1  ;15,508  ;-686.54  ;-1,265.9  ;-327.11  ;-107.65  ;-103.91
  ;  ;2  ;-15,507  ;686.6  ;1,265.9  ;381.04  ;78.403  ;103.91
  ;356  ;1  ;15,507  ;-686.65  ;-1,265.9  ;-381.04  ;-78.402  ;-103.91
  ;  ;2  ;-15,507  ;686.72  ;1,266  ;434.97  ;49.148  ;103.91
  ;357  ;1  ;15,507  ;-686.72  ;-1,266  ;-434.97  ;-49.149  ;-103.91
  ;  ;2  ;-15,506  ;686.78  ;1,266  ;488.91  ;19.892  ;103.91
  ;358  ;1  ;15,506  ;-686.74  ;-1,266  ;-488.91  ;-19.891  ;-103.91
  ;  ;2  ;-15,506  ;686.81  ;1,266.1  ;542.84  ;-9.3668  ;103.91
  ;359  ;1  ;15,506  ;-686.85  ;-1,266.1  ;-542.84  ;9.3664  ;-103.91
  ;  ;2  ;-15,505  ;686.92  ;1,266.1  ;596.78  ;-38.629  ;103.91
  ;360  ;1  ;15,505  ;-686.9  ;-1,266.1  ;-596.78  ;38.629  ;-103.91
  ;  ;2  ;-15,505  ;686.96  ;1,266.2  ;650.72  ;-67.893  ;103.91
  ;361  ;1  ;15,505  ;-686.99  ;-1,266.2  ;-650.72  ;67.894  ;-103.91
  ;  ;2  ;-15,504  ;687.05  ;1,266.3  ;704.67  ;-97.162  ;103.91
  ;362  ;1  ;15,504  ;-687.03  ;-1,266.2  ;-704.67  ;97.161  ;-103.91
  ;  ;2  ;-15,504  ;687.1  ;1,266.3  ;758.61  ;-126.43  ;103.91
  ;363  ;1  ;15,504  ;-687.08  ;-1,266.3  ;-758.61  ;126.43  ;-103.91
  ;  ;2  ;-15,503  ;687.14  ;1,266.4  ;812.56  ;-155.71  ;103.91
  ;364  ;1  ;15,503  ;-687.18  ;-1,266.4  ;-812.56  ;155.7  ;-103.91
  ;  ;2  ;-15,503  ;687.25  ;1,266.4  ;866.51  ;-184.98  ;103.91
Beam-36(Circuler tube 1X0.08(14_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;365  ;1  ;1,564.9  ;481.64  ;-2,572.8  ;-453.61  ;9.0786  ;9.0599
  ;  ;2  ;-1,564.9  ;-481.44  ;2,572.8  ;498.45  ;-0.68476  ;-9.0599
  ;366  ;1  ;1,457.5  ;745.87  ;-2,572.8  ;-489.31  ;0.68476  ;95.475
  ;  ;2  ;-1,457.6  ;-745.68  ;2,572.8  ;534.15  ;12.315  ;-95.475
  ;367  ;1  ;1,306  ;987.46  ;-2,572.8  ;-509.46  ;-12.315  ;186.78
  ;  ;2  ;-1,306  ;-987.28  ;2,572.8  ;554.3  ;29.526  ;-186.78
  ;368  ;1  ;1,114.8  ;1,199.1  ;-2,572.8  ;-513.45  ;-29.526  ;280.2
  ;  ;2  ;-1,114.9  ;-1,198.9  ;2,572.8  ;558.3  ;50.426  ;-280.2
  ;369  ;1  ;889.74  ;1,374.3  ;-2,572.8  ;-501.16  ;-50.426  ;372.89
  ;  ;2  ;-889.88  ;-1,374.2  ;2,572.8  ;546  ;74.38  ;-372.89
  ;370  ;1  ;637.75  ;1,507.8  ;-2,572.8  ;-472.96  ;-74.38  ;462.03
  ;  ;2  ;-637.91  ;-1,507.7  ;2,572.8  ;517.8  ;100.66  ;-462.03
  ;371  ;1  ;-62,124  ;28,439  ;1,099  ;-34.02  ;-44.677  ;-175.99
  ;  ;2  ;62,124  ;-28,439  ;-1,099  ;34.017  ;44.755  ;175.99
  ;372  ;1  ;-64,326  ;23,029  ;1,099  ;-48.924  ;-44.755  ;-172.44
  ;  ;2  ;64,326  ;-23,029  ;-1,099  ;29.769  ;446.12  ;172.44
  ;373  ;1  ;-67,347  ;11,510  ;1,099  ;-59.259  ;-446.12  ;-164.65
  ;  ;2  ;67,347  ;-11,510  ;-1,099  ;40.101  ;646.76  ;164.65
  ;374  ;1  ;-68,323  ;-359.24  ;1,099  ;-68.083  ;-646.76  ;-155.19
  ;  ;2  ;68,322  ;359.25  ;-1,099  ;48.926  ;640.5  ;155.19
Beam-37(Circuler tube 1X0.06(16_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;375  ;1  ;97,998  ;-13,617  ;-1,639.9  ;81.38  ;-882.21  ;148.43
  ;  ;2  ;-97,999  ;13,617  ;1,639.9  ;0.74052  ;200.28  ;-148.43
  ;376  ;1  ;97,999  ;-13,617  ;-1,639.9  ;-0.74052  ;-200.28  ;148.43
  ;  ;2  ;-97,999  ;13,617  ;1,639.9  ;82.861  ;-481.64  ;-148.43
Beam-38(Circuler tube 1X0.08(14_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;377  ;1  ;-750.5  ;640.41  ;2,019.7  ;19.815  ;-23.494  ;-200.61
  ;  ;2  ;749.99  ;-640.28  ;-2,019.6  ;-115.76  ;53.913  ;200.61
  ;378  ;1  ;-749.99  ;640.29  ;2,019.6  ;115.76  ;-53.913  ;-200.61
  ;  ;2  ;749.47  ;-640.16  ;-2,019.6  ;-211.69  ;84.326  ;200.61
  ;379  ;1  ;6,070.8  ;19.34  ;-1,071.6  ;263.65  ;-105.42  ;40.188
  ;  ;2  ;-6,071.2  ;-19.219  ;1,071.7  ;-217.46  ;106.25  ;-40.188
  ;380  ;1  ;6,071.2  ;19.22  ;-1,071.7  ;217.46  ;-106.25  ;40.188
  ;  ;2  ;-6,071.7  ;-19.099  ;1,071.7  ;-171.27  ;107.08  ;-40.188
  ;381  ;1  ;6,071.7  ;19.098  ;-1,071.7  ;171.27  ;-107.08  ;40.188
  ;  ;2  ;-6,072.2  ;-18.977  ;1,071.8  ;-125.08  ;107.9  ;-40.188
  ;382  ;1  ;6,072.2  ;18.979  ;-1,071.8  ;125.08  ;-107.9  ;40.188
  ;  ;2  ;-6,072.7  ;-18.858  ;1,071.9  ;-78.885  ;108.71  ;-40.188
  ;383  ;1  ;6,072.7  ;18.826  ;-1,071.9  ;78.882  ;-108.72  ;40.189
  ;  ;2  ;-6,073.1  ;-18.705  ;1,071.9  ;-32.686  ;109.52  ;-40.189
  ;384  ;1  ;6,073.1  ;18.732  ;-1,071.9  ;32.689  ;-109.52  ;40.188
  ;  ;2  ;-6,073.6  ;-18.611  ;1,072  ;13.511  ;110.33  ;-40.188
  ;385  ;1  ;6,073.6  ;18.613  ;-1,072  ;-13.511  ;-110.33  ;40.188
  ;  ;2  ;-6,074.1  ;-18.492  ;1,072.1  ;59.714  ;111.13  ;-40.188
  ;386  ;1  ;6,074.1  ;18.49  ;-1,072.1  ;-59.714  ;-111.13  ;40.188
