sep=;
12:00; Saturday; October 05; 2024
Study name:Side_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;644  ;1  ;5,117.7  ;1,676.1  ;-2,042.3  ;-336.8  ;-1,135.6  ;-254.54
  ;  ;2  ;-5,117.8  ;-1,676.2  ;2,042.3  ;372.4  ;1,164.8  ;254.54
  ;645  ;1  ;5,331.2  ;762.05  ;-2,042.3  ;-322.54  ;-1,164.8  ;-315.34
  ;  ;2  ;-5,331.3  ;-762.11  ;2,042.3  ;358.14  ;1,178.1  ;315.34
  ;646  ;1  ;5,382.7  ;-175.24  ;-2,042.3  ;-297.94  ;-1,178.1  ;-372.74
  ;  ;2  ;-5,382.8  ;175.2  ;2,042.3  ;333.54  ;1,175  ;372.74
  ;647  ;1  ;5,270.6  ;-1,107.3  ;-2,042.3  ;-263.75  ;-1,175  ;-424.99
  ;  ;2  ;-5,270.8  ;1,107.2  ;2,042.3  ;299.35  ;1,155.7  ;424.99
Beam-64(Circuler tube 1X0.06(16_GAUGE)(1)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;648  ;1  ;788.18  ;71.737  ;139.8  ;29.994  ;-16.634  ;-58.874
  ;  ;2  ;-788.17  ;-71.661  ;-139.8  ;-31.213  ;17.259  ;58.874
  ;649  ;1  ;788.64  ;-66.294  ;139.8  ;40.962  ;-17.259  ;-52.559
  ;  ;2  ;-788.62  ;66.368  ;-139.8  ;-42.18  ;16.681  ;52.559
  ;650  ;1  ;765.11  ;-202.3  ;139.8  ;50.666  ;-16.681  ;-44.436
  ;  ;2  ;-765.08  ;202.37  ;-139.8  ;-51.885  ;14.917  ;44.436
  ;651  ;1  ;718.32  ;-332.15  ;139.8  ;58.813  ;-14.917  ;-34.751
  ;  ;2  ;-718.27  ;332.21  ;-139.8  ;-60.031  ;12.022  ;34.751
  ;652  ;1  ;669.02  ;-422.72  ;139.8  ;64.037  ;-12.022  ;-26.657
  ;  ;2  ;-669  ;422.75  ;-139.8  ;-64.638  ;10.204  ;26.657
  ;653  ;1  ;7,177.1  ;7,117.2  ;-621.76  ;94.126  ;179.82  ;-42.025
  ;  ;2  ;-7,177  ;-7,117.2  ;621.76  ;-91.376  ;-148.35  ;42.025
  ;654  ;1  ;8,048.4  ;6,114.6  ;-621.76  ;96.098  ;148.35  ;-29.68
  ;  ;2  ;-8,048.3  ;-6,114.6  ;621.76  ;-90.679  ;-95.055  ;29.68
  ;655  ;1  ;8,987.8  ;4,624.1  ;-621.76  ;94.455  ;95.055  ;-13.483
  ;  ;2  ;-8,987.7  ;-4,624.1  ;621.76  ;-89.036  ;-54.753  ;13.483
  ;656  ;1  ;9,654.2  ;2,993.1  ;-621.76  ;90.025  ;54.753  ;2.1829
  ;  ;2  ;-9,654.1  ;-2,993.1  ;621.76  ;-84.606  ;-28.667  ;-2.1829
  ;657  ;1  ;10,027  ;1,271.2  ;-621.76  ;82.942  ;28.667  ;16.841
  ;  ;2  ;-10,027  ;-1,271.2  ;621.76  ;-77.523  ;-17.588  ;-16.841
Beam-65(Circuler tube 1X0.06(16_GAUGE)(56)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;658  ;1  ;91,559  ;-721.5  ;-726.87  ;-20.928  ;-55.135  ;-100.07
  ;  ;2  ;-91,559  ;721.25  ;726.88  ;50.115  ;26.169  ;100.07
  ;659  ;1  ;91,559  ;-721.39  ;-726.8  ;-50.115  ;-26.169  ;-100.07
  ;  ;2  ;-91,559  ;721.14  ;726.82  ;79.299  ;-2.792  ;100.07
  ;660  ;1  ;91,559  ;-721.05  ;-726.89  ;-79.299  ;2.7919  ;-100.07
  ;  ;2  ;-91,559  ;720.8  ;726.9  ;108.49  ;-31.74  ;100.07
  ;661  ;1  ;91,559  ;-720.85  ;-726.87  ;-108.49  ;31.74  ;-100.07
  ;  ;2  ;-91,560  ;720.6  ;726.88  ;137.67  ;-60.679  ;100.07
  ;662  ;1  ;91,560  ;-720.6  ;-726.84  ;-137.67  ;60.679  ;-100.07
  ;  ;2  ;-91,560  ;720.35  ;726.86  ;166.86  ;-89.609  ;100.07
  ;663  ;1  ;91,560  ;-720.34  ;-726.92  ;-166.86  ;89.609  ;-100.07
  ;  ;2  ;-91,560  ;720.09  ;726.93  ;196.05  ;-118.53  ;100.07
  ;664  ;1  ;91,560  ;-720.11  ;-726.87  ;-196.05  ;118.53  ;-100.07
  ;  ;2  ;-91,560  ;719.86  ;726.88  ;225.23  ;-147.44  ;100.07
Beam-66(Circuler tube 1X0.06(16_GAUGE)(1)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;665  ;1  ;-4,754.7  ;147.72  ;414.32  ;-34.629  ;8.2463  ;30.131
  ;  ;2  ;4,755.1  ;-147.72  ;-414.32  ;18.056  ;-2.3375  ;-30.131
  ;666  ;1  ;-4,755.1  ;147.72  ;414.32  ;-18.056  ;2.3375  ;30.131
  ;  ;2  ;4,755.4  ;-147.72  ;-414.32  ;1.4832  ;3.5713  ;-30.131
  ;667  ;1  ;-4,755.4  ;147.72  ;414.32  ;-1.4832  ;-3.5713  ;30.131
  ;  ;2  ;4,755.8  ;-147.72  ;-414.32  ;-15.09  ;9.48  ;-30.131
  ;668  ;1  ;-4,755.8  ;147.72  ;414.32  ;15.09  ;-9.48  ;30.131
  ;  ;2  ;4,756.2  ;-147.72  ;-414.32  ;-31.662  ;15.389  ;-30.131
  ;669  ;1  ;-4,756.2  ;147.72  ;414.32  ;31.662  ;-15.389  ;30.131
  ;  ;2  ;4,756.5  ;-147.72  ;-414.32  ;-48.235  ;21.298  ;-30.131
Beam-67(Circuler tube 1X0.06(16_GAUGE)(6)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;670  ;1  ;19.693  ;-0.45453  ;-0.2918  ;0.00027062  ;-0.00041396  ;0
  ;  ;2  ;-19.693  ;0.45453  ;0.30783  ;0.00027549  ;-0.00041396  ;0
  ;671  ;1  ;-59,053  ;-1,324  ;134.88  ;-74.868  ;-616.06  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-134.51  ;69.279  ;561.13  ;-98.069
  ;672  ;1  ;-59,053  ;-1,324  ;134.51  ;-69.279  ;-561.13  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-134.15  ;63.706  ;506.19  ;-98.069
  ;673  ;1  ;-59,053  ;-1,324  ;134.11  ;-63.709  ;-506.19  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-133.75  ;58.151  ;451.26  ;-98.069
  ;674  ;1  ;-59,053  ;-1,324  ;133.82  ;-58.147  ;-451.26  ;98.068
  ;  ;2  ;59,053  ;1,324  ;-133.46  ;52.602  ;396.32  ;-98.068
  ;675  ;1  ;-59,053  ;-1,324  ;133.38  ;-52.605  ;-396.32  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-133.02  ;47.079  ;341.38  ;-98.069
  ;676  ;1  ;-59,053  ;-1,324  ;133.05  ;-47.077  ;-341.39  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-132.69  ;41.564  ;286.45  ;-98.069
  ;677  ;1  ;-59,053  ;-1,324  ;132.65  ;-41.565  ;-286.45  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-132.29  ;36.069  ;231.51  ;-98.069
  ;678  ;1  ;-59,053  ;-1,324  ;132.32  ;-36.068  ;-231.51  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-131.96  ;30.585  ;176.58  ;-98.069
  ;679  ;1  ;-59,053  ;-1,324  ;132  ;-30.585  ;-176.58  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-131.63  ;25.115  ;121.64  ;-98.069
  ;680  ;1  ;-59,053  ;-1,324  ;131.55  ;-25.116  ;-121.64  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-131.19  ;19.665  ;66.707  ;-98.069
  ;681  ;1  ;-59,053  ;-1,324  ;131.19  ;-19.665  ;-66.707  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-130.82  ;14.229  ;11.772  ;-98.069
  ;682  ;1  ;-59,053  ;-1,324  ;130.91  ;-14.229  ;-11.772  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-130.54  ;8.8051  ;-43.163  ;-98.069
  ;683  ;1  ;-59,053  ;-1,324  ;130.5  ;-8.805  ;43.163  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-130.13  ;3.3979  ;-98.1  ;-98.069
  ;684  ;1  ;-59,053  ;-1,323.9  ;130.09  ;-3.3982  ;98.1  ;98.069
  ;  ;2  ;59,053  ;1,323.9  ;-129.72  ;-1.992  ;-153.03  ;-98.069
  ;685  ;1  ;-59,053  ;-1,324  ;129.72  ;1.9921  ;153.03  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-129.36  ;-7.3671  ;-207.97  ;-98.069
  ;686  ;1  ;-59,053  ;-1,324  ;129.45  ;7.368  ;207.97  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-129.08  ;-12.732  ;-262.91  ;-98.069
  ;687  ;1  ;-59,053  ;-1,324  ;129.04  ;12.731  ;262.91  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-128.67  ;-18.077  ;-317.84  ;-98.069
  ;688  ;1  ;-59,053  ;-1,324  ;128.67  ;18.077  ;317.84  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-128.31  ;-23.409  ;-372.78  ;-98.069
  ;689  ;1  ;-59,053  ;-1,324  ;128.26  ;23.407  ;372.78  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-127.89  ;-28.721  ;-427.71  ;-98.069
  ;690  ;1  ;-59,053  ;-1,324  ;127.94  ;28.724  ;427.71  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-127.58  ;-34.025  ;-482.65  ;-98.069
  ;691  ;1  ;-59,053  ;-1,324  ;127.58  ;34.025  ;482.65  ;98.069
  ;  ;2  ;59,053  ;1,324  ;-127.21  ;-39.311  ;-537.58  ;-98.069
  ;692  ;1  ;-59,053  ;-1,324  ;127.16  ;39.307  ;537.58  ;98.068
  ;  ;2  ;59,053  ;1,324  ;-126.8  ;-44.576  ;-592.52  ;-98.068
Beam-68(Circuler tube 1X0.06(16_GAUGE)(8)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;693  ;1  ;-7,494  ;-307.3  ;-313.3  ;327.08  ;-188.32  ;-228.82
  ;  ;2  ;7,494.4  ;307.21  ;313.37  ;-314.06  ;175.56  ;228.82
  ;694  ;1  ;-7,494.4  ;-307.21  ;-313.36  ;314.06  ;-175.55  ;-228.82
  ;  ;2  ;7,494.7  ;307.12  ;313.43  ;-301.05  ;162.8  ;228.82
  ;695  ;1  ;-7,494.7  ;-307.12  ;-313.44  ;301.05  ;-162.8  ;-228.82
  ;  ;2  ;7,495  ;307.03  ;313.51  ;-288.03  ;150.05  ;228.82
  ;696  ;1  ;-7,495  ;-307.03  ;-313.51  ;288.03  ;-150.05  ;-228.82
  ;  ;2  ;7,495.4  ;306.94  ;313.58  ;-275.01  ;137.3  ;228.82
  ;697  ;1  ;-7,495.4  ;-306.94  ;-313.58  ;275.01  ;-137.3  ;-228.82
  ;  ;2  ;7,495.7  ;306.85  ;313.65  ;-261.98  ;124.55  ;228.82
  ;698  ;1  ;-7,495.7  ;-306.85  ;-313.65  ;261.98  ;-124.55  ;-228.82
  ;  ;2  ;7,496.1  ;306.76  ;313.72  ;-248.96  ;111.81  ;228.82
  ;699  ;1  ;-7,496.1  ;-306.76  ;-313.72  ;248.96  ;-111.81  ;-228.82
  ;  ;2  ;7,496.4  ;306.67  ;313.79  ;-235.93  ;99.074  ;228.82
  ;700  ;1  ;-7,496.4  ;-306.67  ;-313.79  ;235.93  ;-99.073  ;-228.82
  ;  ;2  ;7,496.8  ;306.58  ;313.86  ;-222.89  ;86.34  ;228.82
  ;701  ;1  ;-7,496.8  ;-306.58  ;-313.86  ;222.89  ;-86.34  ;-228.82
  ;  ;2  ;7,497.1  ;306.49  ;313.93  ;-209.86  ;73.61  ;228.82
  ;702  ;1  ;-7,497.1  ;-306.48  ;-313.93  ;209.86  ;-73.61  ;-228.82
  ;  ;2  ;7,497.5  ;306.39  ;314  ;-196.82  ;60.884  ;228.82
  ;703  ;1  ;-7,497.5  ;-306.42  ;-314  ;196.82  ;-60.884  ;-228.82
  ;  ;2  ;7,497.8  ;306.32  ;314.07  ;-183.78  ;48.16  ;228.82
  ;704  ;1  ;-7,497.8  ;-306.3  ;-314.07  ;183.78  ;-48.16  ;-228.82
  ;  ;2  ;7,498.2  ;306.21  ;314.14  ;-170.73  ;35.442  ;228.82
  ;705  ;1  ;-7,498.2  ;-306.21  ;-314.14  ;170.73  ;-35.442  ;-228.82
  ;  ;2  ;7,498.5  ;306.12  ;314.21  ;-157.69  ;22.727  ;228.82
  ;706  ;1  ;-7,498.5  ;-306.1  ;-314.21  ;157.69  ;-22.727  ;-228.82
  ;  ;2  ;7,498.9  ;306.01  ;314.28  ;-144.64  ;10.017  ;228.82
  ;707  ;1  ;-7,498.9  ;-306.03  ;-314.28  ;144.64  ;-10.017  ;-228.82
  ;  ;2  ;7,499.2  ;305.94  ;314.35  ;-131.58  ;-2.6904  ;228.82
  ;708  ;1  ;-7,499.2  ;-305.96  ;-314.35  ;131.58  ;2.6903  ;-228.82
  ;  ;2  ;7,499.6  ;305.87  ;314.42  ;-118.53  ;-15.395  ;228.82
  ;709  ;1  ;-7,499.6  ;-305.84  ;-314.42  ;118.53  ;15.395  ;-228.82
  ;  ;2  ;7,499.9  ;305.75  ;314.49  ;-105.47  ;-28.094  ;228.82
  ;710  ;1  ;-7,499.9  ;-305.76  ;-314.49  ;105.47  ;28.094  ;-228.82
  ;  ;2  ;7,500.3  ;305.67  ;314.56  ;-92.405  ;-40.79  ;228.82
  ;711  ;1  ;-7,500.3  ;-305.65  ;-314.56  ;92.406  ;40.79  ;-228.82
  ;  ;2  ;7,500.6  ;305.55  ;314.63  ;-79.341  ;-53.481  ;228.82
  ;712  ;1  ;-7,500.6  ;-305.59  ;-314.64  ;79.339  ;53.482  ;-228.82
  ;  ;2  ;7,500.9  ;305.5  ;314.71  ;-66.271  ;-66.171  ;228.82
Beam-69(Circuler tube 1X0.08(14_GAUGE)(3)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;713  ;1  ;-9,682.3  ;-429.6  ;-499.78  ;221.67  ;-87.59  ;62.121
  ;  ;2  ;9,682.3  ;429.6  ;500.23  ;-202.15  ;70.816  ;-62.121
  ;714  ;1  ;-9,682.3  ;-429.61  ;-500.25  ;202.15  ;-70.819  ;62.122
  ;  ;2  ;9,682.3  ;429.61  ;500.69  ;-182.6  ;54.045  ;-62.122
  ;715  ;1  ;-9,682.3  ;-429.61  ;-500.68  ;182.6  ;-54.044  ;62.122
  ;  ;2  ;9,682.3  ;429.61  ;501.12  ;-163.05  ;37.27  ;-62.122
  ;716  ;1  ;-9,682.3  ;-429.6  ;-501.11  ;163.05  ;-37.269  ;62.121
  ;  ;2  ;9,682.3  ;429.6  ;501.55  ;-143.47  ;20.495  ;-62.121
  ;717  ;1  ;-9,682.3  ;-429.61  ;-501.58  ;143.47  ;-20.495  ;62.122
  ;  ;2  ;9,682.3  ;429.61  ;502.02  ;-123.88  ;3.7213  ;-62.122
  ;718  ;1  ;-9,682.3  ;-429.61  ;-501.99  ;123.88  ;-3.7215  ;62.122
  ;  ;2  ;9,682.3  ;429.61  ;502.43  ;-104.27  ;-13.053  ;-62.122
  ;719  ;1  ;-9,682.3  ;-429.6  ;-502.46  ;104.27  ;13.053  ;62.121
  ;  ;2  ;9,682.3  ;429.6  ;502.91  ;-84.644  ;-29.827  ;-62.121
  ;720  ;1  ;-9,682.3  ;-429.61  ;-502.89  ;84.644  ;29.827  ;62.122
  ;  ;2  ;9,682.3  ;429.61  ;503.33  ;-65  ;-46.601  ;-62.122
  ;721  ;1  ;-9,682.3  ;-429.61  ;-503.31  ;65  ;46.6  ;62.122
  ;  ;2  ;9,682.3  ;429.61  ;503.76  ;-45.339  ;-63.375  ;-62.122
  ;722  ;1  ;-9,682.3  ;-429.6  ;-503.79  ;45.338  ;63.375  ;62.121
  ;  ;2  ;9,682.3  ;429.6  ;504.23  ;-25.659  ;-80.149  ;-62.121
Beam-70(Circuler tube 1X0.06(16_GAUGE)(56)[11])  ;  ;  ;  ;  ;  ;  ;  ;
  ;723  ;1  ;0.66029  ;-0.12369  ;-0.00014974  ;6.8642e-06  ;-0.0034146  ;-8.5642e-07
  ;  ;2  ;-0.33011  ;0.068657  ;0.00014974  ;-1.1705e-06  ;-0.00024224  ;8.5642e-07
  ;724  ;1  ;0.33011  ;-0.068656  ;-0.00014974  ;1.1705e-06  ;0.00024224  ;-8.5642e-07
  ;  ;2  ;6.4477e-05  ;0.013627  ;0.00014974  ;4.5233e-06  ;-0.0018066  ;8.5642e-07
  ;725  ;1  ;-6.4479e-05  ;-0.013627  ;-0.00014974  ;-4.5233e-06  ;0.0018066  ;-8.5642e-07
  ;  ;2  ;0.33024  ;-0.041402  ;0.00014974  ;1.0217e-05  ;-0.0012786  ;8.5642e-07
  ;726  ;1  ;-0.33024  ;0.041402  ;-0.00014974  ;-1.0217e-05  ;0.0012786  ;-8.5642e-07
  ;  ;2  ;0.66042  ;-0.096432  ;0.00014974  ;1.5911e-05  ;0.001342  ;8.5642e-07
Beam-71(Circuler tube 1X0.06(16_GAUGE)(13)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;727  ;1  ;65,873  ;-129.07  ;-2,206.9  ;1,071.6  ;-61.036  ;47.399
  ;  ;2  ;-65,873  ;128.72  ;2,206.9  ;-981.75  ;55.79  ;-47.399
  ;728  ;1  ;65,873  ;-128.7  ;-2,206.9  ;981.75  ;-55.787  ;47.399
  ;  ;2  ;-65,873  ;128.34  ;2,206.9  ;-891.93  ;50.557  ;-47.399
  ;729  ;1  ;65,873  ;-128.36  ;-2,206.9  ;891.93  ;-50.559  ;47.399
  ;  ;2  ;-65,873  ;128  ;2,206.9  ;-802.12  ;45.342  ;-47.399
  ;730  ;1  ;65,873  ;-127.99  ;-2,206.9  ;802.12  ;-45.341  ;47.399
  ;  ;2  ;-65,873  ;127.63  ;2,206.9  ;-712.3  ;40.139  ;-47.399
  ;731  ;1  ;65,873  ;-127.65  ;-2,206.9  ;712.3  ;-40.141  ;47.399
  ;  ;2  ;-65,873  ;127.29  ;2,206.9  ;-622.49  ;34.953  ;-47.399
  ;732  ;1  ;65,873  ;-127.27  ;-2,206.9  ;622.49  ;-34.952  ;47.399
  ;  ;2  ;-65,872  ;126.92  ;2,206.9  ;-532.67  ;29.78  ;-47.399
  ;733  ;1  ;65,872  ;-126.93  ;-2,206.9  ;532.67  ;-29.78  ;47.399
  ;  ;2  ;-65,872  ;126.58  ;2,206.9  ;-442.86  ;24.622  ;-47.399
  ;734  ;1  ;65,872  ;-126.58  ;-2,206.9  ;442.86  ;-24.622  ;47.399
  ;  ;2  ;-65,872  ;126.22  ;2,206.9  ;-353.04  ;19.478  ;-47.399
  ;735  ;1  ;65,872  ;-126.21  ;-2,206.9  ;353.04  ;-19.478  ;47.399
  ;  ;2  ;-65,872  ;125.85  ;2,206.9  ;-263.23  ;14.349  ;-47.399
  ;736  ;1  ;65,872  ;-125.85  ;-2,206.9  ;263.23  ;-14.349  ;47.399
  ;  ;2  ;-65,872  ;125.5  ;2,206.9  ;-173.41  ;9.2342  ;-47.399
  ;737  ;1  ;65,872  ;-125.5  ;-2,207  ;173.41  ;-9.2342  ;47.399
  ;  ;2  ;-65,872  ;125.15  ;2,207  ;-83.595  ;4.1338  ;-47.399
  ;738  ;1  ;65,872  ;-125.14  ;-2,206.9  ;83.595  ;-4.1338  ;47.399
  ;  ;2  ;-65,872  ;124.79  ;2,206.9  ;6.2204  ;-0.95195  ;-47.399
  ;739  ;1  ;65,872  ;-124.78  ;-2,207  ;-6.2203  ;0.95193  ;47.399
  ;  ;2  ;-65,872  ;124.43  ;2,207  ;96.037  ;-6.0229  ;-47.399
  ;740  ;1  ;65,872  ;-124.44  ;-2,206.9  ;-96.037  ;6.0229  ;47.399
  ;  ;2  ;-65,872  ;124.08  ;2,206.9  ;185.85  ;-11.08  ;-47.399
  ;741  ;1  ;65,872  ;-124.08  ;-2,206.9  ;-185.85  ;11.08  ;47.399
  ;  ;2  ;-65,872  ;123.72  ;2,206.9  ;275.67  ;-16.122  ;-47.399
  ;742  ;1  ;65,872  ;-123.73  ;-2,207  ;-275.67  ;16.123  ;47.399
  ;  ;2  ;-65,872  ;123.37  ;2,207  ;365.48  ;-21.151  ;-47.399
  ;743  ;1  ;65,872  ;-123.35  ;-2,206.9  ;-365.48  ;21.15  ;47.399
  ;  ;2  ;-65,872  ;123  ;2,206.9  ;455.3  ;-26.163  ;-47.399
  ;744  ;1  ;65,872  ;-123  ;-2,206.9  ;-455.3  ;26.163  ;47.399
  ;  ;2  ;-65,872  ;122.64  ;2,206.9  ;545.11  ;-31.161  ;-47.399
  ;745  ;1  ;65,872  ;-122.67  ;-2,207  ;-545.11  ;31.163  ;47.399
  ;  ;2  ;-65,872  ;122.32  ;2,207  ;634.93  ;-36.148  ;-47.399
  ;746  ;1  ;65,872  ;-122.29  ;-2,206.9  ;-634.93  ;36.146  ;47.399
  ;  ;2  ;-65,872  ;121.93  ;2,206.9  ;724.75  ;-41.115  ;-47.399
  ;747  ;1  ;65,872  ;-121.93  ;-2,206.9  ;-724.75  ;41.115  ;47.399
  ;  ;2  ;-65,872  ;121.57  ;2,206.9  ;814.56  ;-46.07  ;-47.399
Beam-72(Circuler tube 1X0.06(16_GAUGE)(59)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;748  ;1  ;0  ;0  ;1.9807  ;-0.14855  ;0  ;-2.6832e-09
  ;  ;2  ;0  ;0  ;-1.6206  ;0.07489  ;0  ;2.6832e-09
  ;749  ;1  ;0  ;0  ;1.6206  ;-0.07489  ;0  ;1.0956e-08
  ;  ;2  ;0  ;0  ;-1.2604  ;0.01596  ;0  ;-1.0956e-08
  ;750  ;1  ;0  ;0  ;1.2604  ;-0.01596  ;0  ;5.1427e-09
  ;  ;2  ;0  ;0  ;-0.90032  ;-0.028237  ;0  ;-5.1427e-09
  ;751  ;1  ;0  ;0  ;0.90032  ;0.028237  ;0  ;-8.0543e-21
  ;  ;2  ;0  ;0  ;-0.54019  ;-0.057702  ;0  ;8.0543e-21
  ;752  ;1  ;0  ;0  ;0.54019  ;0.057702  ;0  ;-4.0275e-21
  ;  ;2  ;0  ;0  ;-0.18006  ;-0.072435  ;0  ;4.0275e-21
  ;753  ;1  ;0  ;0  ;0.18006  ;0.072435  ;0  ;-1.6544e-24
  ;  ;2  ;0  ;0  ;0.18006  ;-0.072435  ;0  ;1.6544e-24
  ;754  ;1  ;0  ;0  ;-0.18006  ;0.072435  ;0  ;4.0234e-21
  ;  ;2  ;0  ;0  ;0.54019  ;-0.057702  ;0  ;-4.0234e-21
  ;755  ;1  ;0  ;0  ;-0.54019  ;0.057702  ;0  ;8.0493e-21
  ;  ;2  ;0  ;0  ;0.90032  ;-0.028237  ;0  ;-8.0493e-21
  ;756  ;1  ;0  ;0  ;-0.90032  ;0.028237  ;0  ;-5.1427e-09
  ;  ;2  ;0  ;0  ;1.2604  ;0.01596  ;0  ;5.1427e-09
  ;757  ;1  ;0  ;0  ;-1.2604  ;-0.01596  ;0  ;-1.0956e-08
  ;  ;2  ;0  ;0  ;1.6206  ;0.07489  ;0  ;1.0956e-08
  ;758  ;1  ;0  ;0  ;-1.6206  ;-0.07489  ;0  ;2.6832e-09
  ;  ;2  ;0  ;0  ;1.9807  ;0.14855  ;0  ;-2.6832e-09
Beam-73(Circuler tube 1X0.06(16_GAUGE)(13)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;759  ;1  ;-1.1325e+05  ;-1.3442  ;-8,249.9  ;1,850.9  ;13.304  ;78.77
  ;  ;2  ;1.1325e+05  ;1.6929  ;8,249.9  ;-1,518.2  ;-13.365  ;-78.77
  ;760  ;1  ;-1.1325e+05  ;-1.742  ;-8,249.9  ;1,518.2  ;13.364  ;78.769
  ;  ;2  ;1.1325e+05  ;2.0907  ;8,249.9  ;-1,185.6  ;-13.441  ;-78.769
  ;761  ;1  ;-1.1325e+05  ;-1.9468  ;-8,249.8  ;1,185.6  ;13.447  ;78.77
  ;  ;2  ;1.1325e+05  ;2.2955  ;8,249.8  ;-852.98  ;-13.532  ;-78.77
  ;762  ;1  ;-1.1325e+05  ;-2.4394  ;-8,249.9  ;852.98  ;13.53  ;78.769
  ;  ;2  ;1.1325e+05  ;2.7881  ;8,249.9  ;-520.36  ;-13.636  ;-78.769
  ;763  ;1  ;-1.1325e+05  ;-2.7094  ;-8,249.9  ;520.36  ;13.635  ;78.77
  ;  ;2  ;1.1325e+05  ;3.0582  ;8,249.9  ;-187.73  ;-13.752  ;-78.77
  ;764  ;1  ;-1.1325e+05  ;-3.0717  ;-8,249.8  ;187.73  ;13.752  ;78.77
  ;  ;2  ;1.1325e+05  ;3.4204  ;8,249.8  ;144.89  ;-13.883  ;-78.77
  ;765  ;1  ;-1.1325e+05  ;-3.4621  ;-8,249.9  ;-144.89  ;13.883  ;78.77
  ;  ;2  ;1.1325e+05  ;3.8109  ;8,249.9  ;477.51  ;-14.029  ;-78.77
  ;766  ;1  ;-1.1325e+05  ;-3.7167  ;-8,249.8  ;-477.51  ;14.03  ;78.769
  ;  ;2  ;1.1325e+05  ;4.0654  ;8,249.8  ;810.13  ;-14.187  ;-78.769
  ;767  ;1  ;-1.1325e+05  ;-4.1384  ;-8,249.9  ;-810.13  ;14.186  ;78.77
  ;  ;2  ;1.1325e+05  ;4.4872  ;8,249.9  ;1,142.8  ;-14.36  ;-78.77
  ;768  ;1  ;-1.1325e+05  ;-4.504  ;-8,249.9  ;-1,142.8  ;14.359  ;78.77
  ;  ;2  ;1.1325e+05  ;4.8527  ;8,249.9  ;1,475.4  ;-14.548  ;-78.77
  ;769  ;1  ;-1.1325e+05  ;-4.7961  ;-8,249.8  ;-1,475.4  ;14.549  ;78.769
  ;  ;2  ;1.1325e+05  ;5.1448  ;8,249.8  ;1,808  ;-14.749  ;-78.769
  ;770  ;1  ;-1.1325e+05  ;-5.1861  ;-8,249.8  ;-1,808  ;14.749  ;78.77
  ;  ;2  ;1.1325e+05  ;5.5348  ;8,249.8  ;2,140.6  ;-14.965  ;-78.77
