sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-6,678.4  ;6,537  ;-55,404  ;-2,498.9  ;-43.933  ;430.77
  ;644  ;1  ;5,441.8  ;-7,597.4  ;55,404  ;2,535.7  ;43.933  ;9.7058
  ;  ;2  ;-5,442  ;7,597.3  ;-55,404  ;-3,501.5  ;-176.36  ;-9.7058
  ;645  ;1  ;4,040  ;-8,426.9  ;55,404  ;3,446.6  ;176.36  ;617.58
  ;  ;2  ;-4,040.2  ;8,426.8  ;-55,404  ;-4,412.3  ;-323.25  ;-617.58
  ;646  ;1  ;2,515.5  ;-9,000.4  ;55,404  ;4,238.1  ;323.25  ;1,374.4
  ;  ;2  ;-2,515.6  ;9,000.3  ;-55,404  ;-5,203.8  ;-480.14  ;-1,374.4
  ;647  ;1  ;914.52  ;-9,300.4  ;55,404  ;4,886.1  ;480.14  ;2,257.2
  ;  ;2  ;-914.67  ;9,300.4  ;-55,404  ;-5,851.9  ;-642.26  ;-2,257.2
Beam-64(Circuler tube 1X0.06(16_GAUGE)(1)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;648  ;1  ;-1.4173  ;-0.80269  ;-1.2223e-06  ;1.7624e-06  ;0.019144  ;2.178e-07
  ;  ;2  ;1.424  ;0.87912  ;1.2223e-06  ;-1.7517e-06  ;-0.026473  ;-2.178e-07
  ;649  ;1  ;-1.555  ;-0.6185  ;-1.2223e-06  ;1.6873e-06  ;0.026473  ;5.1868e-07
  ;  ;2  ;1.5748  ;0.69261  ;1.2223e-06  ;-1.6766e-06  ;-0.032187  ;-5.1868e-07
  ;650  ;1  ;-1.6712  ;-0.40862  ;-1.2223e-06  ;1.5611e-06  ;0.032187  ;8.0195e-07
  ;  ;2  ;1.7036  ;0.47815  ;1.2223e-06  ;-1.5505e-06  ;-0.036051  ;-8.0195e-07
  ;651  ;1  ;-1.7608  ;-0.17506  ;-1.2223e-06  ;1.3876e-06  ;0.036051  ;1.059e-06
  ;  ;2  ;1.8048  ;0.23791  ;1.2223e-06  ;-1.377e-06  ;-0.037851  ;-1.059e-06
  ;652  ;1  ;-1.8204  ;-0.0014035  ;-1.2223e-06  ;1.2277e-06  ;0.037851  ;1.2289e-06
  ;  ;2  ;1.8459  ;0.029335  ;1.2223e-06  ;-1.2225e-06  ;-0.037917  ;-1.2289e-06
  ;653  ;1  ;0.66742  ;0.65002  ;2.5059e-05  ;-4.7739e-06  ;0.013902  ;2.6747e-06
  ;  ;2  ;-0.63873  ;-0.6237  ;-2.5059e-05  ;4.663e-06  ;-0.011085  ;-2.6747e-06
  ;654  ;1  ;0.715  ;0.53456  ;2.5059e-05  ;-4.9735e-06  ;0.011085  ;2.0401e-06
  ;  ;2  ;-0.65215  ;-0.49055  ;-2.5059e-05  ;4.7551e-06  ;-0.0066182  ;-2.0401e-06
  ;655  ;1  ;0.72743  ;0.36985  ;2.5059e-05  ;-5.0371e-06  ;0.0066182  ;1.1834e-06
  ;  ;2  ;-0.65789  ;-0.33743  ;-2.5059e-05  ;4.8187e-06  ;-0.0035361  ;-1.1834e-06
  ;656  ;1  ;0.70649  ;0.21806  ;2.5059e-05  ;-4.951e-06  ;0.0035361  ;3.2866e-07
  ;  ;2  ;-0.63238  ;-0.1982  ;-2.5059e-05  ;4.7326e-06  ;-0.0017221  ;-3.2866e-07
  ;657  ;1  ;0.65719  ;0.08538  ;2.5059e-05  ;-4.7178e-06  ;0.0017221  ;-4.9814e-07
  ;  ;2  ;-0.58076  ;-0.078693  ;-2.5059e-05  ;4.4994e-06  ;-0.0010071  ;4.9814e-07
Beam-65(Circuler tube 1X0.06(16_GAUGE)(56)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;658  ;1  ;-18,434  ;-16.421  ;-2,123  ;143.5  ;-45.264  ;111.99
  ;  ;2  ;18,434  ;16.171  ;2,123  ;-58.258  ;44.609  ;-111.99
  ;659  ;1  ;-18,434  ;-16.151  ;-2,123  ;58.258  ;-44.61  ;111.99
  ;  ;2  ;18,434  ;15.901  ;2,123  ;26.989  ;43.966  ;-111.99
  ;660  ;1  ;-18,434  ;-15.915  ;-2,123  ;-26.989  ;-43.966  ;111.99
  ;  ;2  ;18,434  ;15.665  ;2,123  ;112.24  ;43.332  ;-111.99
  ;661  ;1  ;-18,434  ;-15.655  ;-2,123  ;-112.24  ;-43.332  ;111.99
  ;  ;2  ;18,433  ;15.406  ;2,123.1  ;197.48  ;42.708  ;-111.99
  ;662  ;1  ;-18,433  ;-15.406  ;-2,123.1  ;-197.48  ;-42.708  ;111.99
  ;  ;2  ;18,433  ;15.156  ;2,123.1  ;282.73  ;42.095  ;-111.99
  ;663  ;1  ;-18,433  ;-15.162  ;-2,123.1  ;-282.73  ;-42.095  ;111.99
  ;  ;2  ;18,433  ;14.912  ;2,123.1  ;367.98  ;41.491  ;-111.99
  ;664  ;1  ;-18,433  ;-14.9  ;-2,123.1  ;-367.98  ;-41.492  ;111.99
  ;  ;2  ;18,433  ;14.65  ;2,123.1  ;453.23  ;40.898  ;-111.99
Beam-66(Circuler tube 1X0.06(16_GAUGE)(1)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;665  ;1  ;0.883  ;-0.068905  ;5.7541e-05  ;-6.2811e-06  ;-0.0069061  ;1.4927e-06
  ;  ;2  ;-0.53088  ;0.068905  ;-5.7541e-05  ;3.9794e-06  ;0.0041499  ;-1.4927e-06
  ;666  ;1  ;0.53088  ;-0.068905  ;5.7541e-05  ;-3.9794e-06  ;-0.0041499  ;1.4927e-06
  ;  ;2  ;-0.17876  ;0.068905  ;-5.7541e-05  ;1.6778e-06  ;0.0013937  ;-1.4927e-06
  ;667  ;1  ;0.17876  ;-0.068905  ;5.7541e-05  ;-1.6778e-06  ;-0.0013937  ;1.4927e-06
  ;  ;2  ;0.17337  ;0.068905  ;-5.7541e-05  ;-6.2386e-07  ;-0.0013625  ;-1.4927e-06
  ;668  ;1  ;-0.17337  ;-0.068905  ;5.7541e-05  ;6.2386e-07  ;0.0013625  ;1.4927e-06
  ;  ;2  ;0.52549  ;0.068905  ;-5.7541e-05  ;-2.9255e-06  ;-0.0041187  ;-1.4927e-06
  ;669  ;1  ;-0.52549  ;-0.068905  ;5.7541e-05  ;2.9255e-06  ;0.0041187  ;1.4927e-06
  ;  ;2  ;0.87761  ;0.068905  ;-5.7541e-05  ;-5.2272e-06  ;-0.0068749  ;-1.4927e-06
Beam-67(Circuler tube 1X0.06(16_GAUGE)(6)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;670  ;1  ;-23.246  ;0.46107  ;0.49512  ;-0.00044606  ;0.00041991  ;0
  ;  ;2  ;23.246  ;-0.46107  ;-0.47909  ;-0.00044119  ;0.00041991  ;0
  ;671  ;1  ;76,174  ;-323.68  ;79.921  ;-40.662  ;-105.66  ;2.0038
  ;  ;2  ;-76,174  ;323.68  ;-79.556  ;37.354  ;92.231  ;-2.0038
  ;672  ;1  ;76,174  ;-323.72  ;79.556  ;-37.354  ;-92.231  ;2.0038
  ;  ;2  ;-76,174  ;323.72  ;-79.191  ;34.06  ;78.799  ;-2.0038
  ;673  ;1  ;76,174  ;-323.72  ;79.248  ;-34.061  ;-78.799  ;2.0039
  ;  ;2  ;-76,174  ;323.72  ;-78.882  ;30.78  ;65.367  ;-2.0039
  ;674  ;1  ;76,174  ;-323.67  ;78.769  ;-30.779  ;-65.367  ;2.0038
  ;  ;2  ;-76,174  ;323.67  ;-78.404  ;27.519  ;51.937  ;-2.0038
  ;675  ;1  ;76,174  ;-323.72  ;78.516  ;-27.519  ;-51.937  ;2.0039
  ;  ;2  ;-76,174  ;323.72  ;-78.151  ;24.269  ;38.505  ;-2.0039
  ;676  ;1  ;76,174  ;-323.72  ;78.096  ;-24.269  ;-38.505  ;2.0038
  ;  ;2  ;-76,174  ;323.72  ;-77.73  ;21.036  ;25.073  ;-2.0038
  ;677  ;1  ;76,174  ;-323.72  ;77.786  ;-21.036  ;-25.073  ;2.0038
  ;  ;2  ;-76,174  ;323.72  ;-77.42  ;17.816  ;11.641  ;-2.0038
  ;678  ;1  ;76,174  ;-323.72  ;77.365  ;-17.816  ;-11.641  ;2.0038
  ;  ;2  ;-76,174  ;323.72  ;-77  ;14.614  ;-1.7904  ;-2.0038
  ;679  ;1  ;76,174  ;-323.67  ;76.944  ;-14.614  ;1.7904  ;2.0039
  ;  ;2  ;-76,174  ;323.67  ;-76.579  ;11.428  ;-15.22  ;-2.0039
  ;680  ;1  ;76,174  ;-323.72  ;76.689  ;-11.428  ;15.22  ;2.0038
  ;  ;2  ;-76,174  ;323.72  ;-76.324  ;8.254  ;-28.652  ;-2.0038
  ;681  ;1  ;76,174  ;-323.72  ;76.324  ;-8.254  ;28.652  ;2.0038
  ;  ;2  ;-76,174  ;323.72  ;-75.959  ;5.0947  ;-42.084  ;-2.0038
  ;682  ;1  ;76,174  ;-323.72  ;75.849  ;-5.0947  ;42.084  ;2.0039
  ;  ;2  ;-76,174  ;323.72  ;-75.484  ;1.9551  ;-55.516  ;-2.0039
  ;683  ;1  ;76,174  ;-323.67  ;75.539  ;-1.9551  ;55.516  ;2.0038
  ;  ;2  ;-76,174  ;323.67  ;-75.173  ;-1.1716  ;-68.946  ;-2.0038
  ;684  ;1  ;76,174  ;-323.77  ;75.228  ;1.1715  ;68.946  ;2.0038
  ;  ;2  ;-76,174  ;323.77  ;-74.863  ;-4.2853  ;-82.38  ;-2.0038
  ;685  ;1  ;76,174  ;-323.66  ;74.863  ;4.2853  ;82.38  ;2.0038
  ;  ;2  ;-76,174  ;323.66  ;-74.497  ;-7.384  ;-95.81  ;-2.0038
  ;686  ;1  ;76,174  ;-323.72  ;74.39  ;7.3845  ;95.81  ;2.0039
  ;  ;2  ;-76,174  ;323.72  ;-74.024  ;-10.463  ;-109.24  ;-2.0039
  ;687  ;1  ;76,174  ;-323.72  ;74.078  ;10.463  ;109.24  ;2.0039
  ;  ;2  ;-76,174  ;323.72  ;-73.713  ;-13.529  ;-122.67  ;-2.0039
  ;688  ;1  ;76,174  ;-323.66  ;73.713  ;13.529  ;122.67  ;2.0038
  ;  ;2  ;-76,174  ;323.66  ;-73.347  ;-16.58  ;-136.1  ;-2.0038
  ;689  ;1  ;76,174  ;-323.75  ;73.401  ;16.58  ;136.1  ;2.0038
  ;  ;2  ;-76,174  ;323.75  ;-73.035  ;-19.618  ;-149.54  ;-2.0038
  ;690  ;1  ;76,174  ;-323.69  ;72.982  ;19.618  ;149.54  ;2.0039
  ;  ;2  ;-76,174  ;323.69  ;-72.617  ;-22.639  ;-162.97  ;-2.0039
  ;691  ;1  ;76,174  ;-323.69  ;72.617  ;22.639  ;162.97  ;2.0039
  ;  ;2  ;-76,174  ;323.69  ;-72.252  ;-25.644  ;-176.4  ;-2.0039
  ;692  ;1  ;76,174  ;-323.75  ;72.305  ;25.643  ;176.4  ;2.0038
  ;  ;2  ;-76,174  ;323.75  ;-71.939  ;-28.636  ;-189.83  ;-2.0038
Beam-68(Circuler tube 1X0.06(16_GAUGE)(8)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;693  ;1  ;-3,025.1  ;123.1  ;277.22  ;-53.135  ;76.173  ;-3.0081
  ;  ;2  ;3,025.4  ;-123.2  ;-277.15  ;41.623  ;-71.059  ;3.0081
  ;694  ;1  ;-3,025.4  ;123.19  ;277.16  ;-41.624  ;71.058  ;-3.008
  ;  ;2  ;3,025.8  ;-123.28  ;-277.09  ;30.116  ;-65.94  ;3.008
  ;695  ;1  ;-3,025.8  ;123.28  ;277.08  ;-30.115  ;65.94  ;-3.0081
  ;  ;2  ;3,026.1  ;-123.38  ;-277.01  ;18.61  ;-60.819  ;3.0081
  ;696  ;1  ;-3,026.1  ;123.38  ;277.01  ;-18.61  ;60.819  ;-3.0081
  ;  ;2  ;3,026.5  ;-123.47  ;-276.94  ;7.107  ;-55.693  ;3.0081
  ;697  ;1  ;-3,026.5  ;123.47  ;276.94  ;-7.1069  ;55.693  ;-3.0081
  ;  ;2  ;3,026.8  ;-123.56  ;-276.87  ;-4.3928  ;-50.564  ;3.0081
  ;698  ;1  ;-3,026.8  ;123.56  ;276.87  ;4.3927  ;50.564  ;-3.0081
  ;  ;2  ;3,027.1  ;-123.65  ;-276.8  ;-15.89  ;-45.431  ;3.0081
  ;699  ;1  ;-3,027.1  ;123.65  ;276.8  ;15.89  ;45.431  ;-3.0081
  ;  ;2  ;3,027.5  ;-123.74  ;-276.73  ;-27.384  ;-40.294  ;3.0081
  ;700  ;1  ;-3,027.5  ;123.74  ;276.73  ;27.383  ;40.294  ;-3.0081
  ;  ;2  ;3,027.8  ;-123.83  ;-276.66  ;-38.875  ;-35.153  ;3.0081
  ;701  ;1  ;-3,027.8  ;123.83  ;276.66  ;38.875  ;35.153  ;-3.0081
  ;  ;2  ;3,028.2  ;-123.92  ;-276.59  ;-50.363  ;-30.009  ;3.0081
  ;702  ;1  ;-3,028.2  ;123.92  ;276.59  ;50.363  ;30.009  ;-3.0081
  ;  ;2  ;3,028.5  ;-124.01  ;-276.52  ;-61.848  ;-24.86  ;3.0081
  ;703  ;1  ;-3,028.5  ;124  ;276.52  ;61.848  ;24.86  ;-3.0082
  ;  ;2  ;3,028.9  ;-124.09  ;-276.45  ;-73.33  ;-19.709  ;3.0082
  ;704  ;1  ;-3,028.9  ;124.1  ;276.45  ;73.33  ;19.709  ;-3.008
  ;  ;2  ;3,029.2  ;-124.2  ;-276.38  ;-84.81  ;-14.553  ;3.008
  ;705  ;1  ;-3,029.2  ;124.19  ;276.38  ;84.81  ;14.553  ;-3.008
  ;  ;2  ;3,029.6  ;-124.29  ;-276.31  ;-96.286  ;-9.3932  ;3.008
  ;706  ;1  ;-3,029.6  ;124.29  ;276.31  ;96.286  ;9.3934  ;-3.0078
  ;  ;2  ;3,029.9  ;-124.39  ;-276.24  ;-107.76  ;-4.2296  ;3.0078
  ;707  ;1  ;-3,029.9  ;124.38  ;276.24  ;107.76  ;4.2296  ;-3.0081
  ;  ;2  ;3,030.3  ;-124.47  ;-276.17  ;-119.23  ;0.93757  ;3.0081
  ;708  ;1  ;-3,030.3  ;124.46  ;276.17  ;119.23  ;-0.93768  ;-3.0084
  ;  ;2  ;3,030.6  ;-124.55  ;-276.1  ;-130.7  ;6.1083  ;3.0084
  ;709  ;1  ;-3,030.6  ;124.56  ;276.1  ;130.7  ;-6.108  ;-3.008
  ;  ;2  ;3,031  ;-124.65  ;-276.03  ;-142.16  ;11.283  ;3.008
  ;710  ;1  ;-3,031  ;124.65  ;276.03  ;142.16  ;-11.283  ;-3.0081
  ;  ;2  ;3,031.3  ;-124.74  ;-275.96  ;-153.62  ;16.461  ;3.0081
  ;711  ;1  ;-3,031.3  ;124.75  ;275.96  ;153.62  ;-16.462  ;-3.0076
  ;  ;2  ;3,031.7  ;-124.84  ;-275.89  ;-165.08  ;21.644  ;3.0076
  ;712  ;1  ;-3,031.7  ;124.82  ;275.89  ;165.08  ;-21.643  ;-3.0084
  ;  ;2  ;3,032  ;-124.92  ;-275.82  ;-176.54  ;26.829  ;3.0084
Beam-69(Circuler tube 1X0.08(14_GAUGE)(3)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;713  ;1  ;7,085.6  ;-80.042  ;-96.841  ;-71.143  ;-68.65  ;36.719
  ;  ;2  ;-7,085.6  ;80.042  ;97.284  ;74.933  ;65.525  ;-36.719
  ;714  ;1  ;7,085.6  ;-80.044  ;-97.261  ;-74.934  ;-65.524  ;36.719
  ;  ;2  ;-7,085.6  ;80.044  ;97.703  ;78.74  ;62.398  ;-36.719
  ;715  ;1  ;7,085.6  ;-80.043  ;-97.714  ;-78.74  ;-62.399  ;36.719
  ;  ;2  ;-7,085.6  ;80.043  ;98.156  ;82.564  ;59.273  ;-36.719
  ;716  ;1  ;7,085.6  ;-80.043  ;-98.167  ;-82.563  ;-59.274  ;36.719
  ;  ;2  ;-7,085.6  ;80.043  ;98.609  ;86.405  ;56.149  ;-36.719
  ;717  ;1  ;7,085.6  ;-80.043  ;-98.587  ;-86.405  ;-56.148  ;36.719
  ;  ;2  ;-7,085.6  ;80.043  ;99.029  ;90.263  ;53.023  ;-36.719
  ;718  ;1  ;7,085.6  ;-80.043  ;-99.051  ;-90.263  ;-53.023  ;36.719
  ;  ;2  ;-7,085.6  ;80.043  ;99.493  ;94.139  ;49.898  ;-36.719
  ;719  ;1  ;7,085.6  ;-80.043  ;-99.472  ;-94.139  ;-49.898  ;36.719
  ;  ;2  ;-7,085.6  ;80.043  ;99.914  ;98.032  ;46.773  ;-36.719
  ;720  ;1  ;7,085.6  ;-80.043  ;-99.924  ;-98.032  ;-46.772  ;36.719
  ;  ;2  ;-7,085.6  ;80.043  ;100.37  ;101.94  ;43.647  ;-36.719
  ;721  ;1  ;7,085.6  ;-80.044  ;-100.38  ;-101.94  ;-43.646  ;36.719
  ;  ;2  ;-7,085.6  ;80.044  ;100.82  ;105.87  ;40.521  ;-36.719
  ;722  ;1  ;7,085.6  ;-80.042  ;-100.8  ;-105.87  ;-40.523  ;36.719
  ;  ;2  ;-7,085.6  ;80.042  ;101.24  ;109.81  ;37.397  ;-36.719
Beam-70(Circuler tube 1X0.06(16_GAUGE)(56)[11])  ;  ;  ;  ;  ;  ;  ;  ;
  ;723  ;1  ;-7,683.6  ;-9,674.3  ;-1,062.2  ;64.642  ;-671.76  ;-10.138
  ;  ;2  ;7,683.9  ;9,674.2  ;1,062.2  ;-24.254  ;303.9  ;10.138
  ;724  ;1  ;-7,683.9  ;-9,674.2  ;-1,062.2  ;24.254  ;-303.9  ;-10.138
  ;  ;2  ;7,684.3  ;9,674.2  ;1,062.2  ;16.135  ;-63.956  ;10.138
  ;725  ;1  ;-7,684.3  ;-9,674.2  ;-1,062.2  ;-16.135  ;63.956  ;-10.138
  ;  ;2  ;7,684.6  ;9,674.1  ;1,062.2  ;56.523  ;-431.81  ;10.138
  ;726  ;1  ;-7,684.6  ;-9,674.1  ;-1,062.2  ;-56.523  ;431.81  ;-10.138
  ;  ;2  ;7,684.9  ;9,674.1  ;1,062.2  ;96.912  ;-799.66  ;10.138
Beam-71(Circuler tube 1X0.06(16_GAUGE)(13)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;727  ;1  ;33,822  ;77.02  ;-436.51  ;216.41  ;46.073  ;-53.094
  ;  ;2  ;-33,822  ;-77.377  ;436.51  ;-198.64  ;-42.931  ;53.094
  ;728  ;1  ;33,822  ;77.384  ;-436.53  ;198.64  ;42.932  ;-53.094
  ;  ;2  ;-33,822  ;-77.741  ;436.53  ;-180.88  ;-39.775  ;53.094
  ;729  ;1  ;33,822  ;77.733  ;-436.51  ;180.88  ;39.775  ;-53.094
  ;  ;2  ;-33,822  ;-78.089  ;436.52  ;-163.11  ;-36.604  ;53.094
  ;730  ;1  ;33,822  ;78.097  ;-436.53  ;163.11  ;36.605  ;-53.094
  ;  ;2  ;-33,822  ;-78.453  ;436.53  ;-145.35  ;-33.419  ;53.094
  ;731  ;1  ;33,822  ;78.446  ;-436.52  ;145.35  ;33.419  ;-53.094
  ;  ;2  ;-33,822  ;-78.802  ;436.52  ;-127.58  ;-30.219  ;53.094
  ;732  ;1  ;33,822  ;78.809  ;-436.53  ;127.58  ;30.219  ;-53.094
  ;  ;2  ;-33,822  ;-79.165  ;436.53  ;-109.82  ;-27.005  ;53.094
  ;733  ;1  ;33,822  ;79.159  ;-436.52  ;109.82  ;27.005  ;-53.094
  ;  ;2  ;-33,822  ;-79.515  ;436.52  ;-92.053  ;-23.776  ;53.094
  ;734  ;1  ;33,822  ;79.515  ;-436.52  ;92.053  ;23.776  ;-53.094
  ;  ;2  ;-33,822  ;-79.871  ;436.52  ;-74.288  ;-20.532  ;53.094
  ;735  ;1  ;33,822  ;79.878  ;-436.53  ;74.288  ;20.533  ;-53.094
  ;  ;2  ;-33,822  ;-80.234  ;436.53  ;-56.523  ;-17.275  ;53.094
  ;736  ;1  ;33,822  ;80.233  ;-436.52  ;56.523  ;17.274  ;-53.094
  ;  ;2  ;-33,822  ;-80.589  ;436.52  ;-38.757  ;-14.002  ;53.094
  ;737  ;1  ;33,822  ;80.585  ;-436.54  ;38.757  ;14.002  ;-53.094
  ;  ;2  ;-33,822  ;-80.941  ;436.54  ;-20.992  ;-10.715  ;53.094
  ;738  ;1  ;33,822  ;80.943  ;-436.52  ;20.992  ;10.715  ;-53.094
  ;  ;2  ;-33,822  ;-81.299  ;436.52  ;-3.2265  ;-7.4139  ;53.094
  ;739  ;1  ;33,822  ;81.302  ;-436.54  ;3.2265  ;7.4139  ;-53.094
  ;  ;2  ;-33,821  ;-81.659  ;436.54  ;14.539  ;-4.0979  ;53.094
  ;740  ;1  ;33,821  ;81.653  ;-436.53  ;-14.539  ;4.0978  ;-53.094
  ;  ;2  ;-33,821  ;-82.009  ;436.53  ;32.305  ;-0.76757  ;53.094
  ;741  ;1  ;33,821  ;82.009  ;-436.53  ;-32.305  ;0.76757  ;-53.094
  ;  ;2  ;-33,821  ;-82.365  ;436.53  ;50.07  ;2.5772  ;53.094
  ;742  ;1  ;33,821  ;82.365  ;-436.54  ;-50.07  ;-2.5771  ;-53.094
  ;  ;2  ;-33,821  ;-82.721  ;436.54  ;67.836  ;5.9364  ;53.094
  ;743  ;1  ;33,821  ;82.728  ;-436.53  ;-67.836  ;-5.9365  ;-53.094
  ;  ;2  ;-33,821  ;-83.084  ;436.53  ;85.601  ;9.3105  ;53.094
  ;744  ;1  ;33,821  ;83.084  ;-436.53  ;-85.601  ;-9.3105  ;-53.094
  ;  ;2  ;-33,821  ;-83.44  ;436.53  ;103.37  ;12.699  ;53.094
  ;745  ;1  ;33,821  ;83.427  ;-436.54  ;-103.37  ;-12.699  ;-53.094
  ;  ;2  ;-33,821  ;-83.783  ;436.55  ;121.13  ;16.101  ;53.094
  ;746  ;1  ;33,821  ;83.797  ;-436.53  ;-121.13  ;-16.102  ;-53.094
  ;  ;2  ;-33,821  ;-84.153  ;436.53  ;138.9  ;19.519  ;53.094
  ;747  ;1  ;33,821  ;84.154  ;-436.53  ;-138.9  ;-19.519  ;-53.094
  ;  ;2  ;-33,821  ;-84.51  ;436.53  ;156.66  ;22.951  ;53.094
Beam-72(Circuler tube 1X0.06(16_GAUGE)(59)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;748  ;1  ;-12,629  ;666  ;619.87  ;-349.13  ;149.13  ;10.721
  ;  ;2  ;12,629  ;-666  ;-619.51  ;323.78  ;-121.89  ;-10.721
  ;749  ;1  ;-12,629  ;665.99  ;619.51  ;-323.78  ;121.89  ;10.721
  ;  ;2  ;12,629  ;-665.99  ;-619.15  ;298.45  ;-94.643  ;-10.721
  ;750  ;1  ;-12,629  ;666  ;619.15  ;-298.45  ;94.643  ;10.721
  ;  ;2  ;12,629  ;-666  ;-618.79  ;273.13  ;-67.398  ;-10.721
  ;751  ;1  ;-12,629  ;666  ;618.79  ;-273.13  ;67.398  ;10.721
  ;  ;2  ;12,629  ;-666  ;-618.43  ;247.82  ;-40.152  ;-10.721
  ;752  ;1  ;-12,629  ;666  ;618.43  ;-247.82  ;40.152  ;10.721
  ;  ;2  ;12,629  ;-666  ;-618.07  ;222.53  ;-12.907  ;-10.721
  ;753  ;1  ;-12,629  ;666  ;618.07  ;-222.53  ;12.907  ;10.721
  ;  ;2  ;12,629  ;-666  ;-617.71  ;197.25  ;14.338  ;-10.721
  ;754  ;1  ;-12,629  ;666  ;617.71  ;-197.25  ;-14.338  ;10.721
  ;  ;2  ;12,629  ;-666  ;-617.35  ;171.99  ;41.584  ;-10.721
  ;755  ;1  ;-12,629  ;666  ;617.35  ;-171.99  ;-41.584  ;10.721
  ;  ;2  ;12,629  ;-666  ;-616.99  ;146.74  ;68.829  ;-10.721
  ;756  ;1  ;-12,629  ;665.99  ;616.99  ;-146.74  ;-68.829  ;10.721
  ;  ;2  ;12,629  ;-665.99  ;-616.63  ;121.51  ;96.074  ;-10.721
  ;757  ;1  ;-12,629  ;666  ;616.63  ;-121.51  ;-96.074  ;10.721
  ;  ;2  ;12,629  ;-666  ;-616.27  ;96.287  ;123.32  ;-10.721
  ;758  ;1  ;-12,629  ;666  ;616.27  ;-96.287  ;-123.32  ;10.721
  ;  ;2  ;12,629  ;-666  ;-615.91  ;71.083  ;150.57  ;-10.721
Beam-73(Circuler tube 1X0.06(16_GAUGE)(13)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;759  ;1  ;65,446  ;-3,430.8  ;-1,030  ;380.79  ;-722.54  ;-88.574
  ;  ;2  ;-65,446  ;3,431.1  ;1,030  ;-339.27  ;584.21  ;88.574
  ;760  ;1  ;65,446  ;-3,431.1  ;-1,029.9  ;339.27  ;-584.21  ;-88.574
  ;  ;2  ;-65,446  ;3,431.5  ;1,029.9  ;-297.74  ;445.86  ;88.574
  ;761  ;1  ;65,446  ;-3,431.5  ;-1,030  ;297.74  ;-445.86  ;-88.574
  ;  ;2  ;-65,446  ;3,431.9  ;1,030  ;-256.22  ;307.5  ;88.574
  ;762  ;1  ;65,446  ;-3,431.8  ;-1,030  ;256.22  ;-307.5  ;-88.574
  ;  ;2  ;-65,446  ;3,432.1  ;1,030  ;-214.69  ;169.13  ;88.574
  ;763  ;1  ;65,446  ;-3,432.2  ;-1,029.9  ;214.69  ;-169.13  ;-88.574
  ;  ;2  ;-65,446  ;3,432.5  ;1,029.9  ;-173.16  ;30.742  ;88.574
  ;764  ;1  ;65,446  ;-3,432.5  ;-1,030  ;173.16  ;-30.742  ;-88.574
  ;  ;2  ;-65,446  ;3,432.9  ;1,030  ;-131.63  ;-107.66  ;88.574
  ;765  ;1  ;65,446  ;-3,432.9  ;-1,029.9  ;131.63  ;107.66  ;-88.574
  ;  ;2  ;-65,446  ;3,433.2  ;1,029.9  ;-90.109  ;-246.07  ;88.574
  ;766  ;1  ;65,446  ;-3,433.3  ;-1,030  ;90.11  ;246.07  ;-88.574
  ;  ;2  ;-65,446  ;3,433.6  ;1,030  ;-48.582  ;-384.51  ;88.574
  ;767  ;1  ;65,446  ;-3,433.6  ;-1,030  ;48.582  ;384.51  ;-88.574
  ;  ;2  ;-65,446  ;3,433.9  ;1,030  ;-7.0553  ;-522.95  ;88.574
  ;768  ;1  ;65,446  ;-3,433.9  ;-1,029.9  ;7.055  ;522.95  ;-88.574
  ;  ;2  ;-65,446  ;3,434.2  ;1,029.9  ;34.471  ;-661.41  ;88.574
  ;769  ;1  ;65,446  ;-3,434.3  ;-1,029.9  ;-34.47  ;661.41  ;-88.574
  ;  ;2  ;-65,446  ;3,434.6  ;1,029.9  ;75.997  ;-799.88  ;88.574
  ;770  ;1  ;65,446  ;-3,434.6  ;-1,029.9  ;-75.997  ;799.88  ;-88.574
  ;  ;2  ;-65,445  ;3,435  ;1,029.9  ;117.52  ;-938.36  ;88.574
