sep=;
11:59; Saturday; October 05; 2024
Study name:Rear_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;-9,416.8  ;-3,234.1  ;9,390  ;-111.55  ;32.392  ;-722.57
  ;255  ;1  ;9,416.8  ;3,234.1  ;-9,390  ;111.55  ;-32.392  ;722.57
  ;  ;2  ;-9,416.4  ;-3,234.1  ;9,390  ;244.41  ;154.99  ;-722.57
  ;256  ;1  ;9,416.4  ;3,234.1  ;-9,390  ;-244.41  ;-154.99  ;722.57
  ;  ;2  ;-9,416.1  ;-3,234.2  ;9,390  ;600.37  ;277.59  ;-722.57
Beam-26(Circuler tube 1X0.06(16_GAUGE)(6)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;257  ;1  ;1.1275e+05  ;3,958.4  ;2,895.7  ;-1,324.9  ;1,497.2  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,958.8  ;-2,895.7  ;1,212.1  ;-1,343.1  ;61.868
  ;258  ;1  ;1.1275e+05  ;3,958.8  ;2,895.7  ;-1,212.1  ;1,343.1  ;-61.869
  ;  ;2  ;-1.1275e+05  ;-3,959.1  ;-2,895.7  ;1,099.3  ;-1,188.9  ;61.869
  ;259  ;1  ;1.1275e+05  ;3,959.1  ;2,895.7  ;-1,099.3  ;1,188.9  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,959.4  ;-2,895.7  ;986.51  ;-1,034.6  ;61.868
  ;260  ;1  ;1.1275e+05  ;3,959.5  ;2,895.7  ;-986.5  ;1,034.7  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,959.8  ;-2,895.7  ;873.72  ;-880.42  ;61.868
  ;261  ;1  ;1.1275e+05  ;3,959.8  ;2,895.7  ;-873.72  ;880.42  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,960.1  ;-2,895.7  ;760.94  ;-726.18  ;61.868
  ;262  ;1  ;1.1275e+05  ;3,960.1  ;2,895.7  ;-760.94  ;726.18  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,960.5  ;-2,895.7  ;648.15  ;-571.93  ;61.868
  ;263  ;1  ;1.1275e+05  ;3,960.5  ;2,895.8  ;-648.15  ;571.93  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,960.8  ;-2,895.8  ;535.36  ;-417.67  ;61.868
  ;264  ;1  ;1.1275e+05  ;3,960.9  ;2,895.7  ;-535.36  ;417.67  ;-61.868
  ;  ;2  ;-1.1275e+05  ;-3,961.2  ;-2,895.7  ;422.58  ;-263.39  ;61.868
  ;265  ;1  ;1.1371e+05  ;1,239.2  ;1,944.7  ;-390.42  ;184.84  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,239.6  ;-1,944.7  ;314.57  ;-136.49  ;24.038
  ;266  ;1  ;1.1371e+05  ;1,239.6  ;1,944.6  ;-314.57  ;136.49  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,239.9  ;-1,944.6  ;238.71  ;-88.133  ;24.038
  ;267  ;1  ;1.1371e+05  ;1,239.9  ;1,944.7  ;-238.71  ;88.133  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,240.3  ;-1,944.7  ;162.85  ;-39.761  ;24.038
  ;268  ;1  ;1.1371e+05  ;1,240.3  ;1,944.7  ;-162.85  ;39.761  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,240.7  ;-1,944.7  ;86.993  ;8.6285  ;24.038
  ;269  ;1  ;1.1371e+05  ;1,240.6  ;1,944.7  ;-86.993  ;-8.6285  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,240.9  ;-1,944.7  ;11.138  ;57.027  ;24.038
  ;270  ;1  ;1.1371e+05  ;1,240.9  ;1,944.7  ;-11.138  ;-57.027  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,241.3  ;-1,944.7  ;-64.722  ;105.44  ;24.038
  ;271  ;1  ;1.1371e+05  ;1,241.3  ;1,944.7  ;64.722  ;-105.44  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,241.6  ;-1,944.8  ;-140.58  ;153.86  ;24.038
  ;272  ;1  ;1.1371e+05  ;1,241.7  ;1,944.7  ;140.58  ;-153.87  ;-24.038
  ;  ;2  ;-1.1371e+05  ;-1,242  ;-1,944.7  ;-216.44  ;202.31  ;24.038
Beam-27(Circuler tube 1X0.06(16_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;273  ;1  ;1.6438  ;0.88212  ;1.6483e-05  ;-2.6352e-06  ;0.013295  ;1.1941e-06
  ;  ;2  ;-1.6438  ;-0.53  ;-1.6483e-05  ;1.9758e-06  ;0.014947  ;-1.1941e-06
  ;274  ;1  ;1.6438  ;0.53  ;1.6483e-05  ;-1.9758e-06  ;-0.014947  ;1.1941e-06
  ;  ;2  ;-1.6438  ;-0.17788  ;-1.6483e-05  ;1.3165e-06  ;0.029105  ;-1.1941e-06
  ;275  ;1  ;1.6438  ;0.17788  ;1.6483e-05  ;-1.3165e-06  ;-0.029105  ;1.1941e-06
  ;  ;2  ;-1.6438  ;0.17425  ;-1.6483e-05  ;6.5717e-07  ;0.029177  ;-1.1941e-06
  ;276  ;1  ;1.6438  ;-0.17425  ;1.6483e-05  ;-6.5717e-07  ;-0.029177  ;1.1941e-06
  ;  ;2  ;-1.6438  ;0.52637  ;-1.6483e-05  ;-2.1515e-09  ;0.015165  ;-1.1941e-06
  ;277  ;1  ;1.6438  ;-0.52637  ;1.6483e-05  ;2.1524e-09  ;-0.015165  ;1.1941e-06
  ;  ;2  ;-1.6438  ;0.87849  ;-1.6483e-05  ;-6.6148e-07  ;-0.012932  ;-1.1941e-06
Beam-28(Circuler tube 1X0.06(16_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;278  ;1  ;-1.3419  ;-0.92316  ;1.2223e-06  ;1.7747e-06  ;-0.019144  ;6.3372e-08
  ;  ;2  ;1.3419  ;0.57104  ;-1.2223e-06  ;-1.8236e-06  ;-0.010739  ;-6.3372e-08
  ;279  ;1  ;-1.3419  ;-0.57104  ;1.2223e-06  ;1.8236e-06  ;0.010739  ;6.3372e-08
  ;  ;2  ;1.3419  ;0.21891  ;-1.2223e-06  ;-1.8725e-06  ;-0.026538  ;-6.3372e-08
  ;280  ;1  ;-1.3419  ;-0.21891  ;1.2223e-06  ;1.8725e-06  ;0.026538  ;6.3372e-08
  ;  ;2  ;1.3419  ;-0.13321  ;-1.2223e-06  ;-1.9213e-06  ;-0.028252  ;-6.3372e-08
  ;281  ;1  ;-1.3419  ;0.13321  ;1.2223e-06  ;1.9213e-06  ;0.028252  ;6.3372e-08
  ;  ;2  ;1.3419  ;-0.48534  ;-1.2223e-06  ;-1.9702e-06  ;-0.015881  ;-6.3372e-08
  ;282  ;1  ;-1.3419  ;0.48534  ;1.2223e-06  ;1.9702e-06  ;0.015881  ;6.3372e-08
  ;  ;2  ;1.3419  ;-0.83746  ;-1.2223e-06  ;-2.0191e-06  ;0.010574  ;-6.3372e-08
Beam-29(Circuler tube 1X0.06(16_GAUGE)(56)[16])  ;  ;  ;  ;  ;  ;  ;  ;
  ;283  ;1  ;23,890  ;1,534.5  ;-1,501.3  ;625.96  ;449.07  ;105.63
  ;  ;2  ;-23,890  ;-1,534.9  ;1,501.3  ;-564.56  ;-386.29  ;-105.63
  ;284  ;1  ;23,890  ;1,534.9  ;-1,501.3  ;564.55  ;386.3  ;105.63
  ;  ;2  ;-23,890  ;-1,535.2  ;1,501.3  ;-503.14  ;-323.51  ;-105.63
  ;285  ;1  ;23,890  ;1,535.2  ;-1,501.3  ;503.14  ;323.51  ;105.63
  ;  ;2  ;-23,891  ;-1,535.5  ;1,501.3  ;-441.73  ;-260.7  ;-105.63
  ;286  ;1  ;23,891  ;1,535.5  ;-1,501.3  ;441.73  ;260.7  ;105.63
  ;  ;2  ;-23,891  ;-1,535.8  ;1,501.3  ;-380.33  ;-197.89  ;-105.63
  ;287  ;1  ;23,891  ;1,535.8  ;-1,501.3  ;380.33  ;197.89  ;105.63
  ;  ;2  ;-23,891  ;-1,536.1  ;1,501.3  ;-318.92  ;-135.06  ;-105.63
  ;288  ;1  ;23,891  ;1,536.2  ;-1,501.3  ;318.92  ;135.06  ;105.63
  ;  ;2  ;-23,891  ;-1,536.5  ;1,501.3  ;-257.51  ;-72.215  ;-105.63
  ;289  ;1  ;23,891  ;1,536.5  ;-1,501.3  ;257.51  ;72.215  ;105.63
  ;  ;2  ;-23,891  ;-1,536.8  ;1,501.3  ;-196.1  ;-9.3609  ;-105.63
  ;290  ;1  ;23,891  ;1,536.8  ;-1,501.3  ;196.1  ;9.3607  ;105.63
  ;  ;2  ;-23,891  ;-1,537.1  ;1,501.3  ;-134.69  ;53.508  ;-105.63
  ;291  ;1  ;23,891  ;1,537.1  ;-1,501.3  ;134.69  ;-53.508  ;105.63
  ;  ;2  ;-23,892  ;-1,537.5  ;1,501.3  ;-73.281  ;116.39  ;-105.63
  ;292  ;1  ;23,892  ;1,537.4  ;-1,501.3  ;73.281  ;-116.39  ;105.63
  ;  ;2  ;-23,892  ;-1,537.7  ;1,501.3  ;-11.872  ;179.28  ;-105.63
  ;293  ;1  ;23,892  ;1,537.8  ;-1,501.3  ;11.872  ;-179.28  ;105.63
  ;  ;2  ;-23,892  ;-1,538.1  ;1,501.3  ;49.537  ;242.19  ;-105.63
  ;294  ;1  ;23,892  ;1,538.1  ;-1,501.3  ;-49.536  ;-242.19  ;105.63
  ;  ;2  ;-23,892  ;-1,538.4  ;1,501.3  ;110.94  ;305.11  ;-105.63
  ;295  ;1  ;23,892  ;1,538.4  ;-1,501.3  ;-110.95  ;-305.11  ;105.63
  ;  ;2  ;-23,892  ;-1,538.7  ;1,501.3  ;172.36  ;368.05  ;-105.63
Beam-30(Circuler tube 1X0.06(16_GAUGE)(13)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;296  ;1  ;37,275  ;-12.383  ;331.77  ;-71.788  ;45.323  ;-67.311
  ;  ;2  ;-37,275  ;12.383  ;-331.42  ;58.852  ;-45.806  ;67.311
  ;297  ;1  ;37,275  ;-12.357  ;331.43  ;-58.852  ;45.806  ;-67.311
  ;  ;2  ;-37,275  ;12.357  ;-331.08  ;45.929  ;-46.288  ;67.311
  ;298  ;1  ;37,275  ;-12.367  ;331.08  ;-45.929  ;46.288  ;-67.311
  ;  ;2  ;-37,275  ;12.367  ;-330.74  ;33.019  ;-46.771  ;67.311
  ;299  ;1  ;37,275  ;-12.374  ;330.72  ;-33.019  ;46.771  ;-67.311
  ;  ;2  ;-37,275  ;12.374  ;-330.38  ;20.123  ;-47.254  ;67.311
  ;300  ;1  ;37,275  ;-12.35  ;330.41  ;-20.123  ;47.254  ;-67.311
  ;  ;2  ;-37,275  ;12.35  ;-330.07  ;7.2398  ;-47.735  ;67.311
  ;301  ;1  ;37,275  ;-12.384  ;330.04  ;-7.2397  ;47.735  ;-67.311
  ;  ;2  ;-37,275  ;12.384  ;-329.69  ;-5.6293  ;-48.219  ;67.311
  ;302  ;1  ;37,275  ;-12.357  ;329.71  ;5.6292  ;48.219  ;-67.311
  ;  ;2  ;-37,275  ;12.357  ;-329.37  ;-18.485  ;-48.701  ;67.311
  ;303  ;1  ;37,275  ;-12.371  ;329.37  ;18.485  ;48.701  ;-67.311
  ;  ;2  ;-37,275  ;12.371  ;-329.02  ;-31.328  ;-49.183  ;67.311
  ;304  ;1  ;37,275  ;-12.37  ;329.01  ;31.328  ;49.183  ;-67.311
  ;  ;2  ;-37,275  ;12.37  ;-328.67  ;-44.157  ;-49.666  ;67.311
  ;305  ;1  ;37,275  ;-12.351  ;328.69  ;44.157  ;49.666  ;-67.311
  ;  ;2  ;-37,275  ;12.351  ;-328.35  ;-56.974  ;-50.148  ;67.311
Beam-31(Circuler tube 1X0.06(16_GAUGE)(56)[12])  ;  ;  ;  ;  ;  ;  ;  ;
  ;306  ;1  ;-15,888  ;-69.462  ;-2,257.9  ;525.02  ;42.487  ;-146.06
  ;  ;2  ;15,889  ;69.713  ;2,257.9  ;-434.13  ;-45.288  ;146.06
  ;307  ;1  ;-15,889  ;-69.729  ;-2,257.9  ;434.13  ;45.288  ;-146.06
  ;  ;2  ;15,889  ;69.981  ;2,257.9  ;-343.24  ;-48.1  ;146.06
  ;308  ;1  ;-15,889  ;-69.971  ;-2,257.9  ;343.24  ;48.1  ;-146.06
  ;  ;2  ;15,889  ;70.223  ;2,257.9  ;-252.35  ;-50.922  ;146.06
  ;309  ;1  ;-15,889  ;-70.222  ;-2,257.9  ;252.35  ;50.922  ;-146.06
  ;  ;2  ;15,889  ;70.474  ;2,257.9  ;-161.46  ;-53.754  ;146.06
  ;310  ;1  ;-15,889  ;-70.483  ;-2,257.9  ;161.46  ;53.754  ;-146.06
  ;  ;2  ;15,890  ;70.735  ;2,257.9  ;-70.577  ;-56.596  ;146.06
  ;311  ;1  ;-15,890  ;-70.726  ;-2,257.9  ;70.577  ;56.596  ;-146.06
  ;  ;2  ;15,890  ;70.978  ;2,257.9  ;20.31  ;-59.448  ;146.06
  ;312  ;1  ;-15,890  ;-70.994  ;-2,257.9  ;-20.31  ;59.448  ;-146.06
  ;  ;2  ;15,890  ;71.246  ;2,257.8  ;111.2  ;-62.311  ;146.06
Beam-32(Circuler tube 1X0.06(16_GAUGE)(56)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;313  ;1  ;19,523  ;67  ;-250.97  ;135.72  ;47.859  ;-74.323
  ;  ;2  ;-19,523  ;-67.34  ;250.97  ;-125.65  ;-45.164  ;74.323
  ;314  ;1  ;19,523  ;67.334  ;-250.97  ;125.65  ;45.164  ;-74.323
  ;  ;2  ;-19,522  ;-67.674  ;250.97  ;-115.58  ;-42.456  ;74.323
  ;315  ;1  ;19,522  ;67.67  ;-250.97  ;115.58  ;42.456  ;-74.323
  ;  ;2  ;-19,522  ;-68.01  ;250.97  ;-105.52  ;-39.734  ;74.323
  ;316  ;1  ;19,522  ;68.021  ;-250.97  ;105.52  ;39.734  ;-74.323
  ;  ;2  ;-19,522  ;-68.361  ;250.97  ;-95.448  ;-36.999  ;74.323
  ;317  ;1  ;19,522  ;68.35  ;-250.97  ;95.448  ;36.999  ;-74.323
  ;  ;2  ;-19,522  ;-68.69  ;250.97  ;-85.379  ;-34.25  ;74.323
  ;318  ;1  ;19,522  ;68.693  ;-250.97  ;85.379  ;34.25  ;-74.323
  ;  ;2  ;-19,522  ;-69.033  ;250.97  ;-75.311  ;-31.487  ;74.323
  ;319  ;1  ;19,522  ;69.022  ;-250.97  ;75.311  ;31.487  ;-74.323
  ;  ;2  ;-19,522  ;-69.362  ;250.97  ;-65.243  ;-28.711  ;74.323
  ;320  ;1  ;19,522  ;69.377  ;-250.97  ;65.243  ;28.711  ;-74.323
  ;  ;2  ;-19,522  ;-69.717  ;250.97  ;-55.174  ;-25.921  ;74.323
  ;321  ;1  ;19,522  ;69.716  ;-250.97  ;55.174  ;25.921  ;-74.323
  ;  ;2  ;-19,522  ;-70.056  ;250.97  ;-45.106  ;-23.118  ;74.323
  ;322  ;1  ;19,522  ;70.049  ;-250.97  ;45.106  ;23.118  ;-74.323
  ;  ;2  ;-19,522  ;-70.389  ;250.97  ;-35.038  ;-20.301  ;74.323
  ;323  ;1  ;19,522  ;70.389  ;-250.97  ;35.038  ;20.301  ;-74.323
  ;  ;2  ;-19,522  ;-70.729  ;250.97  ;-24.97  ;-17.47  ;74.323
  ;324  ;1  ;19,522  ;70.744  ;-250.97  ;24.97  ;17.47  ;-74.323
  ;  ;2  ;-19,521  ;-71.084  ;250.97  ;-14.901  ;-14.625  ;74.323
  ;325  ;1  ;19,521  ;71.073  ;-250.97  ;14.901  ;14.625  ;-74.323
  ;  ;2  ;-19,521  ;-71.413  ;250.97  ;-4.833  ;-11.767  ;74.323
  ;326  ;1  ;19,521  ;71.402  ;-250.97  ;4.833  ;11.767  ;-74.323
  ;  ;2  ;-19,521  ;-71.742  ;250.97  ;5.2352  ;-8.8958  ;74.323
  ;327  ;1  ;19,521  ;71.755  ;-250.97  ;-5.2353  ;8.8958  ;-74.323
  ;  ;2  ;-19,521  ;-72.095  ;250.97  ;15.304  ;-6.0104  ;74.323
  ;328  ;1  ;19,521  ;72.099  ;-250.97  ;-15.304  ;6.0104  ;-74.323
  ;  ;2  ;-19,521  ;-72.439  ;250.97  ;25.372  ;-3.1111  ;74.323
  ;329  ;1  ;19,521  ;72.428  ;-250.97  ;-25.372  ;3.1111  ;-74.323
  ;  ;2  ;-19,521  ;-72.768  ;250.97  ;35.44  ;-0.19866  ;74.323
  ;330  ;1  ;19,521  ;72.778  ;-250.99  ;-35.44  ;0.19885  ;-74.323
  ;  ;2  ;-19,521  ;-73.118  ;250.99  ;45.509  ;2.7276  ;74.323
  ;331  ;1  ;19,521  ;73.102  ;-250.96  ;-45.509  ;-2.7282  ;-74.323
  ;  ;2  ;-19,521  ;-73.442  ;250.96  ;55.577  ;5.6676  ;74.323
  ;332  ;1  ;19,521  ;73.457  ;-250.97  ;-55.577  ;-5.6673  ;-74.323
  ;  ;2  ;-19,521  ;-73.797  ;250.97  ;65.645  ;8.621  ;74.323
  ;333  ;1  ;19,521  ;73.797  ;-250.97  ;-65.645  ;-8.621  ;-74.323
  ;  ;2  ;-19,521  ;-74.137  ;250.97  ;75.713  ;11.588  ;74.323
  ;334  ;1  ;19,521  ;74.122  ;-250.97  ;-75.713  ;-11.588  ;-74.323
  ;  ;2  ;-19,521  ;-74.461  ;250.97  ;85.782  ;14.569  ;74.323
Beam-33(Circuler tube 1X0.06(16_GAUGE)(13)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;335  ;1  ;44,587  ;5,082  ;2,555  ;-583.23  ;125.67  ;156.19
  ;  ;2  ;-44,587  ;-5,082.3  ;-2,555  ;480.66  ;78.346  ;-156.19
  ;336  ;1  ;44,587  ;5,082.4  ;2,555.1  ;-480.66  ;-78.345  ;156.19
  ;  ;2  ;-44,587  ;-5,082.7  ;-2,555.1  ;378.09  ;282.38  ;-156.19
  ;337  ;1  ;44,587  ;5,082.7  ;2,555.1  ;-378.09  ;-282.38  ;156.19
  ;  ;2  ;-44,587  ;-5,083.1  ;-2,555.1  ;275.52  ;486.42  ;-156.19
  ;338  ;1  ;44,587  ;5,083.1  ;2,555.1  ;-275.52  ;-486.42  ;156.19
  ;  ;2  ;-44,587  ;-5,083.4  ;-2,555.1  ;172.95  ;690.48  ;-156.19
  ;339  ;1  ;44,587  ;5,083.4  ;2,555.1  ;-172.95  ;-690.48  ;156.19
  ;  ;2  ;-44,587  ;-5,083.8  ;-2,555.1  ;70.383  ;894.55  ;-156.19
Beam-34(Circuler tube 1X0.06(16_GAUGE)(13)[9])  ;  ;  ;  ;  ;  ;  ;  ;
  ;340  ;1  ;57,229  ;2,177.3  ;1,292  ;-151.24  ;229.61  ;-72.048
  ;  ;2  ;-57,229  ;-2,176.9  ;-1,292  ;99.59  ;-142.57  ;72.048
  ;341  ;1  ;57,229  ;2,176.9  ;1,291.9  ;-99.59  ;142.57  ;-72.048
  ;  ;2  ;-57,229  ;-2,176.6  ;-1,291.9  ;47.939  ;-55.546  ;72.048
  ;342  ;1  ;57,229  ;2,176.6  ;1,291.9  ;-47.939  ;55.546  ;-72.048
  ;  ;2  ;-57,229  ;-2,176.2  ;-1,291.9  ;-3.7112  ;31.466  ;72.048
  ;343  ;1  ;57,229  ;2,176.2  ;1,291.9  ;3.7112  ;-31.466  ;-72.048
  ;  ;2  ;-57,229  ;-2,175.9  ;-1,291.9  ;-55.362  ;118.46  ;72.048
  ;344  ;1  ;57,229  ;2,175.9  ;1,291.9  ;55.362  ;-118.46  ;-72.048
  ;  ;2  ;-57,229  ;-2,175.5  ;-1,291.9  ;-107.01  ;205.45  ;72.048
Beam-35(Circuler tube 1X0.08(14_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;345  ;1  ;-17,307  ;-128.17  ;2,063.4  ;-148.61  ;56.034  ;-74.017
  ;  ;2  ;17,307  ;128.24  ;-2,063.3  ;60.705  ;-61.496  ;74.017
  ;346  ;1  ;-17,307  ;-128.18  ;2,063.3  ;-60.705  ;61.496  ;-74.017
  ;  ;2  ;17,308  ;128.25  ;-2,063.3  ;-27.196  ;-66.958  ;74.017
  ;347  ;1  ;-17,308  ;-128.26  ;2,063.3  ;27.196  ;66.959  ;-74.017
  ;  ;2  ;17,308  ;128.32  ;-2,063.2  ;-115.09  ;-72.424  ;74.017
  ;348  ;1  ;-17,308  ;-128.37  ;2,063.2  ;115.09  ;72.424  ;-74.018
  ;  ;2  ;17,309  ;128.44  ;-2,063.2  ;-202.99  ;-77.894  ;74.018
  ;349  ;1  ;-17,309  ;-128.39  ;2,063.2  ;202.99  ;77.894  ;-74.017
  ;  ;2  ;17,309  ;128.46  ;-2,063.1  ;-290.89  ;-83.365  ;74.017
  ;350  ;1  ;-17,309  ;-128.48  ;2,063.1  ;290.89  ;83.365  ;-74.017
  ;  ;2  ;17,310  ;128.55  ;-2,063.1  ;-378.78  ;-88.84  ;74.017
  ;351  ;1  ;-17,310  ;-128.52  ;2,063.1  ;378.78  ;88.84  ;-74.017
  ;  ;2  ;17,310  ;128.59  ;-2,063  ;-466.67  ;-94.317  ;74.017
  ;352  ;1  ;-17,310  ;-128.62  ;2,063  ;466.67  ;94.317  ;-74.018
  ;  ;2  ;17,311  ;128.68  ;-2,063  ;-554.55  ;-99.798  ;74.018
  ;353  ;1  ;-17,311  ;-128.7  ;2,063  ;554.55  ;99.797  ;-74.018
  ;  ;2  ;17,311  ;128.77  ;-2,062.9  ;-642.44  ;-105.28  ;74.018
  ;354  ;1  ;-17,311  ;-128.73  ;2,062.9  ;642.44  ;105.28  ;-74.017
  ;  ;2  ;17,312  ;128.8  ;-2,062.8  ;-730.32  ;-110.77  ;74.017
  ;355  ;1  ;-17,307  ;-128.17  ;2,063.4  ;-148.61  ;56.034  ;-74.017
  ;  ;2  ;17,307  ;128.24  ;-2,063.3  ;60.705  ;-61.496  ;74.017
  ;356  ;1  ;-17,307  ;-128.18  ;2,063.3  ;-60.705  ;61.496  ;-74.017
  ;  ;2  ;17,308  ;128.25  ;-2,063.3  ;-27.196  ;-66.958  ;74.017
  ;357  ;1  ;-17,308  ;-128.26  ;2,063.3  ;27.196  ;66.959  ;-74.017
  ;  ;2  ;17,308  ;128.32  ;-2,063.2  ;-115.09  ;-72.424  ;74.017
  ;358  ;1  ;-17,308  ;-128.37  ;2,063.2  ;115.09  ;72.424  ;-74.018
  ;  ;2  ;17,309  ;128.44  ;-2,063.2  ;-202.99  ;-77.894  ;74.018
  ;359  ;1  ;-17,309  ;-128.39  ;2,063.2  ;202.99  ;77.894  ;-74.017
  ;  ;2  ;17,309  ;128.46  ;-2,063.1  ;-290.89  ;-83.365  ;74.017
  ;360  ;1  ;-17,309  ;-128.48  ;2,063.1  ;290.89  ;83.365  ;-74.017
  ;  ;2  ;17,310  ;128.55  ;-2,063.1  ;-378.78  ;-88.84  ;74.017
  ;361  ;1  ;-17,310  ;-128.52  ;2,063.1  ;378.78  ;88.84  ;-74.017
  ;  ;2  ;17,310  ;128.59  ;-2,063  ;-466.67  ;-94.317  ;74.017
  ;362  ;1  ;-17,310  ;-128.62  ;2,063  ;466.67  ;94.317  ;-74.018
  ;  ;2  ;17,311  ;128.68  ;-2,063  ;-554.55  ;-99.798  ;74.018
  ;363  ;1  ;-17,311  ;-128.7  ;2,063  ;554.55  ;99.797  ;-74.018
  ;  ;2  ;17,311  ;128.77  ;-2,062.9  ;-642.44  ;-105.28  ;74.018
  ;364  ;1  ;-17,311  ;-128.73  ;2,062.9  ;642.44  ;105.28  ;-74.017
  ;  ;2  ;17,312  ;128.8  ;-2,062.8  ;-730.32  ;-110.77  ;74.017
Beam-36(Circuler tube 1X0.08(14_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;365  ;1  ;-13,051  ;-738.84  ;-584.21  ;-114.84  ;-346.87  ;13.499
  ;  ;2  ;13,051  ;739.04  ;584.21  ;125.03  ;333.99  ;-13.499
  ;366  ;1  ;-12,724  ;-2,994  ;-584.21  ;-120.78  ;-333.99  ;35.004
  ;  ;2  ;12,724  ;2,994.2  ;584.21  ;130.97  ;281.8  ;-35.004
  ;367  ;1  ;-12,011  ;-5,158.3  ;-584.21  ;-122.9  ;-281.8  ;57.215
  ;  ;2  ;12,011  ;5,158.5  ;584.21  ;133.08  ;191.89  ;-57.215
  ;368  ;1  ;-10,933  ;-7,165.8  ;-584.21  ;-121.12  ;-191.89  ;79.455
  ;  ;2  ;10,933  ;7,165.9  ;584.21  ;131.31  ;66.977  ;-79.455
  ;369  ;1  ;-9,522.1  ;-8,955.5  ;-584.21  ;-115.52  ;-66.977  ;101.05
  ;  ;2  ;9,522  ;8,955.6  ;584.21  ;125.7  ;-89.128  ;-101.05
  ;370  ;1  ;-7,822.2  ;-10,473  ;-584.21  ;-106.24  ;89.128  ;121.34
  ;  ;2  ;7,822  ;10,473  ;584.21  ;116.43  ;-271.69  ;-121.34
  ;371  ;1  ;2,139  ;-1,343.1  ;-1,513.9  ;58.569  ;265.62  ;72.128
  ;  ;2  ;-2,139  ;1,343.1  ;1,513.9  ;-58.564  ;-265.62  ;-72.128
  ;372  ;1  ;2,245.9  ;-1,155.5  ;-1,513.9  ;64.511  ;265.62  ;66.863
  ;  ;2  ;-2,246  ;1,155.6  ;1,513.9  ;-38.127  ;-285.76  ;-66.863
  ;373  ;1  ;2,412.6  ;-748.02  ;-1,513.9  ;49.158  ;285.76  ;59.227
  ;  ;2  ;-2,412.8  ;748.08  ;1,513.9  ;-22.769  ;-298.8  ;-59.227
  ;374  ;1  ;2,506  ;-317.74  ;-1,513.9  ;32.708  ;298.8  ;54.373
  ;  ;2  ;-2,506.2  ;317.75  ;1,513.9  ;-6.32  ;-304.34  ;-54.373
Beam-37(Circuler tube 1X0.06(16_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;375  ;1  ;5,118.6  ;-4,534.3  ;-11,015  ;2,771.3  ;-730.02  ;-536.64
  ;  ;2  ;-5,119  ;4,534.3  ;11,015  ;-2,219.6  ;502.95  ;536.64
  ;376  ;1  ;5,119  ;-4,534.3  ;-11,015  ;2,219.6  ;-502.95  ;-536.64
  ;  ;2  ;-5,119.5  ;4,534.3  ;11,015  ;-1,668  ;275.88  ;536.64
Beam-38(Circuler tube 1X0.08(14_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;377  ;1  ;-256.21  ;-97.891  ;678.5  ;32.075  ;-74.716  ;-86.671
  ;  ;2  ;255.7  ;98.025  ;-678.43  ;-64.304  ;70.062  ;86.671
  ;378  ;1  ;-255.7  ;-98.022  ;678.43  ;64.303  ;-70.063  ;-86.671
  ;  ;2  ;255.18  ;98.155  ;-678.36  ;-96.529  ;65.403  ;86.671
  ;379  ;1  ;2,619  ;37.451  ;-324.28  ;58.749  ;96.039  ;-20.3
  ;  ;2  ;-2,619.5  ;-37.33  ;324.34  ;-44.772  ;-94.428  ;20.3
  ;380  ;1  ;2,619.5  ;37.331  ;-324.34  ;44.772  ;94.427  ;-20.301
  ;  ;2  ;-2,620  ;-37.21  ;324.41  ;-30.792  ;-92.821  ;20.301
  ;381  ;1  ;2,620  ;37.21  ;-324.41  ;30.792  ;92.821  ;-20.301
  ;  ;2  ;-2,620.4  ;-37.089  ;324.47  ;-16.81  ;-91.22  ;20.301
  ;382  ;1  ;2,620.4  ;37.09  ;-324.47  ;16.81  ;91.22  ;-20.301
