sep=;
11:56; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;  ;2  ;8,251  ;-82.8  ;1,350.3  ;64.752  ;34.407  ;-72.726
  ;661  ;1  ;-8,251  ;82.804  ;-1,350.3  ;-64.752  ;-34.407  ;72.726
  ;  ;2  ;8,250.7  ;-83.054  ;1,350.3  ;118.97  ;37.737  ;-72.726
  ;662  ;1  ;-8,250.7  ;83.054  ;-1,350.3  ;-118.97  ;-37.737  ;72.726
  ;  ;2  ;8,250.5  ;-83.304  ;1,350.3  ;173.19  ;41.077  ;-72.726
  ;663  ;1  ;-8,250.5  ;83.3  ;-1,350.3  ;-173.19  ;-41.077  ;72.726
  ;  ;2  ;8,250.2  ;-83.55  ;1,350.3  ;227.41  ;44.427  ;-72.726
  ;664  ;1  ;-8,250.2  ;83.556  ;-1,350.3  ;-227.41  ;-44.427  ;72.726
  ;  ;2  ;8,250  ;-83.806  ;1,350.3  ;281.63  ;47.787  ;-72.726
Beam-66(Circuler tube 1X0.06(16_GAUGE)(1)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;665  ;1  ;-3,127.3  ;-123.32  ;66.609  ;-20.554  ;-47.514  ;-5.7061
  ;  ;2  ;3,127.6  ;123.32  ;-66.609  ;17.89  ;42.581  ;5.7061
  ;666  ;1  ;-3,127.6  ;-123.32  ;66.609  ;-17.89  ;-42.581  ;-5.7061
  ;  ;2  ;3,128  ;123.32  ;-66.609  ;15.225  ;37.648  ;5.7061
  ;667  ;1  ;-3,128  ;-123.32  ;66.609  ;-15.225  ;-37.648  ;-5.7061
  ;  ;2  ;3,128.3  ;123.32  ;-66.609  ;12.561  ;32.715  ;5.7061
  ;668  ;1  ;-3,128.3  ;-123.32  ;66.609  ;-12.561  ;-32.715  ;-5.7061
  ;  ;2  ;3,128.7  ;123.32  ;-66.609  ;9.8966  ;27.782  ;5.7061
  ;669  ;1  ;-3,128.7  ;-123.32  ;66.609  ;-9.8966  ;-27.782  ;-5.7061
  ;  ;2  ;3,129  ;123.32  ;-66.609  ;7.2322  ;22.849  ;5.7061
Beam-67(Circuler tube 1X0.06(16_GAUGE)(6)[5])  ;  ;  ;  ;  ;  ;  ;  ;
  ;670  ;1  ;-10.181  ;0.16431  ;0.237  ;-0.00021098  ;0.00014964  ;0
  ;  ;2  ;10.181  ;-0.1643  ;-0.22097  ;-0.00020611  ;0.00014964  ;0
  ;671  ;1  ;29,601  ;-150.51  ;-34.086  ;20.383  ;-71.309  ;9.8904
  ;  ;2  ;-29,601  ;150.51  ;34.451  ;-18.961  ;65.064  ;-9.8904
  ;672  ;1  ;29,601  ;-150.52  ;-34.451  ;18.961  ;-65.064  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;34.816  ;-17.524  ;58.819  ;-9.8904
  ;673  ;1  ;29,601  ;-150.52  ;-34.794  ;17.524  ;-58.819  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;35.159  ;-16.072  ;52.573  ;-9.8904
  ;674  ;1  ;29,601  ;-150.5  ;-35.203  ;16.073  ;-52.573  ;9.8904
  ;  ;2  ;-29,601  ;150.5  ;35.569  ;-14.605  ;46.328  ;-9.8904
  ;675  ;1  ;29,601  ;-150.52  ;-35.525  ;14.604  ;-46.328  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;35.89  ;-13.123  ;40.083  ;-9.8904
  ;676  ;1  ;29,601  ;-150.52  ;-35.912  ;13.123  ;-40.083  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;36.277  ;-11.625  ;33.837  ;-9.8904
  ;677  ;1  ;29,601  ;-150.52  ;-36.255  ;11.625  ;-33.837  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;36.621  ;-10.113  ;27.591  ;-9.8904
  ;678  ;1  ;29,601  ;-150.52  ;-36.642  ;10.113  ;-27.591  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;37.007  ;-8.5852  ;21.346  ;-9.8904
  ;679  ;1  ;29,601  ;-150.5  ;-37.029  ;8.5852  ;-21.346  ;9.8904
  ;  ;2  ;-29,601  ;150.5  ;37.394  ;-7.0412  ;15.101  ;-9.8904
  ;680  ;1  ;29,601  ;-150.52  ;-37.351  ;7.0412  ;-15.101  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;37.717  ;-5.4838  ;8.8555  ;-9.8904
  ;681  ;1  ;29,601  ;-150.52  ;-37.717  ;5.4838  ;-8.8555  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;38.082  ;-3.9113  ;2.6099  ;-9.8904
  ;682  ;1  ;29,601  ;-150.52  ;-38.124  ;3.9113  ;-2.61  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;38.49  ;-2.3218  ;-3.6357  ;-9.8904
  ;683  ;1  ;29,601  ;-150.5  ;-38.469  ;2.3218  ;3.6357  ;9.8904
  ;  ;2  ;-29,601  ;150.5  ;38.834  ;-0.71809  ;-9.8805  ;-9.8904
  ;684  ;1  ;29,601  ;-150.54  ;-38.813  ;0.71807  ;9.8805  ;9.8904
  ;  ;2  ;-29,601  ;150.54  ;39.178  ;0.89995  ;-16.127  ;-9.8904
  ;685  ;1  ;29,601  ;-150.5  ;-39.178  ;-0.89993  ;16.127  ;9.8904
  ;  ;2  ;-29,601  ;150.5  ;39.543  ;2.5331  ;-22.372  ;-9.8904
  ;686  ;1  ;29,601  ;-150.52  ;-39.585  ;-2.533  ;22.372  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;39.95  ;4.1831  ;-28.617  ;-9.8904
  ;687  ;1  ;29,601  ;-150.52  ;-39.929  ;-4.1831  ;28.617  ;9.8904
  ;  ;2  ;-29,601  ;150.52  ;40.295  ;5.8475  ;-34.863  ;-9.8904
  ;688  ;1  ;29,601  ;-150.5  ;-40.295  ;-5.8475  ;34.863  ;9.8904
  ;  ;2  ;-29,601  ;150.5  ;40.66  ;7.527  ;-41.108  ;-9.8904
  ;689  ;1  ;29,601  ;-150.53  ;-40.639  ;-7.5272  ;41.108  ;9.8904
  ;  ;2  ;-29,601  ;150.53  ;41.005  ;9.221  ;-47.354  ;-9.8904
  ;690  ;1  ;29,601  ;-150.51  ;-41.025  ;-9.2207  ;47.354  ;9.8904
  ;  ;2  ;-29,601  ;150.51  ;41.39  ;10.931  ;-53.599  ;-9.8904
  ;691  ;1  ;29,601  ;-150.51  ;-41.39  ;-10.931  ;53.599  ;9.8904
  ;  ;2  ;-29,601  ;150.51  ;41.756  ;12.656  ;-59.844  ;-9.8904
  ;692  ;1  ;29,601  ;-150.53  ;-41.735  ;-12.656  ;59.844  ;9.8904
  ;  ;2  ;-29,601  ;150.53  ;42.101  ;14.395  ;-66.09  ;-9.8904
Beam-68(Circuler tube 1X0.06(16_GAUGE)(8)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;693  ;1  ;240.73  ;61.318  ;56.041  ;-22.744  ;25.972  ;17.926
  ;  ;2  ;-240.38  ;-61.409  ;-55.97  ;20.418  ;-23.424  ;-17.926
  ;694  ;1  ;240.38  ;61.408  ;55.971  ;-20.418  ;23.423  ;17.926
  ;  ;2  ;-240.04  ;-61.499  ;-55.901  ;18.095  ;-20.871  ;-17.926
  ;695  ;1  ;240.04  ;61.5  ;55.9  ;-18.095  ;20.872  ;17.926
  ;  ;2  ;-239.69  ;-61.591  ;-55.83  ;15.775  ;-18.316  ;-17.926
  ;696  ;1  ;239.69  ;61.59  ;55.83  ;-15.775  ;18.316  ;17.926
  ;  ;2  ;-239.34  ;-61.681  ;-55.76  ;13.458  ;-15.756  ;-17.926
  ;697  ;1  ;239.34  ;61.682  ;55.76  ;-13.458  ;15.756  ;17.926
  ;  ;2  ;-239  ;-61.773  ;-55.69  ;11.144  ;-13.193  ;-17.926
  ;698  ;1  ;239  ;61.773  ;55.69  ;-11.144  ;13.192  ;17.926
  ;  ;2  ;-238.65  ;-61.864  ;-55.62  ;8.8323  ;-10.625  ;-17.926
  ;699  ;1  ;238.65  ;61.864  ;55.62  ;-8.8323  ;10.625  ;17.926
  ;  ;2  ;-238.3  ;-61.955  ;-55.55  ;6.5239  ;-8.0542  ;-17.926
  ;700  ;1  ;238.3  ;61.955  ;55.55  ;-6.5239  ;8.0542  ;17.926
  ;  ;2  ;-237.95  ;-62.046  ;-55.48  ;4.2184  ;-5.4794  ;-17.926
  ;701  ;1  ;237.95  ;62.046  ;55.48  ;-4.2184  ;5.4794  ;17.926
  ;  ;2  ;-237.61  ;-62.137  ;-55.41  ;1.9158  ;-2.9008  ;-17.926
  ;702  ;1  ;237.61  ;62.137  ;55.41  ;-1.9158  ;2.9008  ;17.926
  ;  ;2  ;-237.26  ;-62.228  ;-55.34  ;-0.38385  ;-0.31839  ;-17.926
  ;703  ;1  ;237.26  ;62.229  ;55.34  ;0.38391  ;0.31839  ;17.926
  ;  ;2  ;-236.91  ;-62.32  ;-55.27  ;-2.6807  ;2.2678  ;-17.926
  ;704  ;1  ;236.91  ;62.319  ;55.27  ;2.6806  ;-2.2678  ;17.926
  ;  ;2  ;-236.57  ;-62.41  ;-55.2  ;-4.9745  ;4.8577  ;-17.926
  ;705  ;1  ;236.57  ;62.41  ;55.199  ;4.9745  ;-4.8578  ;17.926
  ;  ;2  ;-236.22  ;-62.501  ;-55.129  ;-7.2654  ;7.4515  ;-17.926
  ;706  ;1  ;236.22  ;62.5  ;55.13  ;7.2653  ;-7.4515  ;17.926
  ;  ;2  ;-235.87  ;-62.591  ;-55.059  ;-9.5534  ;10.049  ;-17.926
  ;707  ;1  ;235.87  ;62.592  ;55.059  ;9.5534  ;-10.049  ;17.926
  ;  ;2  ;-235.52  ;-62.683  ;-54.989  ;-11.839  ;12.65  ;-17.926
  ;708  ;1  ;235.52  ;62.684  ;54.989  ;11.839  ;-12.65  ;17.926
  ;  ;2  ;-235.18  ;-62.775  ;-54.919  ;-14.121  ;15.255  ;-17.926
  ;709  ;1  ;235.18  ;62.774  ;54.919  ;14.121  ;-15.255  ;17.926
  ;  ;2  ;-234.83  ;-62.865  ;-54.849  ;-16.4  ;17.864  ;-17.926
  ;710  ;1  ;234.83  ;62.865  ;54.849  ;16.4  ;-17.864  ;17.926
  ;  ;2  ;-234.48  ;-62.956  ;-54.779  ;-18.676  ;20.477  ;-17.926
  ;711  ;1  ;234.48  ;62.956  ;54.779  ;18.676  ;-20.477  ;17.926
  ;  ;2  ;-234.14  ;-63.047  ;-54.709  ;-20.95  ;23.093  ;-17.926
  ;712  ;1  ;234.14  ;63.048  ;54.709  ;20.95  ;-23.093  ;17.926
  ;  ;2  ;-233.79  ;-63.139  ;-54.639  ;-23.221  ;25.713  ;-17.926
Beam-69(Circuler tube 1X0.08(14_GAUGE)(3)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;713  ;1  ;2,484.7  ;3.2868  ;-16.899  ;-28.74  ;5.5014  ;-0.4648
  ;  ;2  ;-2,484.7  ;-3.2868  ;17.341  ;29.408  ;-5.373  ;0.4648
  ;714  ;1  ;2,484.7  ;3.2865  ;-17.333  ;-29.408  ;5.3735  ;-0.46482
  ;  ;2  ;-2,484.7  ;-3.2865  ;17.775  ;30.094  ;-5.2452  ;0.46482
  ;715  ;1  ;2,484.7  ;3.2866  ;-17.779  ;-30.094  ;5.245  ;-0.46481
  ;  ;2  ;-2,484.7  ;-3.2866  ;18.221  ;30.796  ;-5.1167  ;0.46481
  ;716  ;1  ;2,484.7  ;3.2867  ;-18.225  ;-30.796  ;5.1166  ;-0.4648
  ;  ;2  ;-2,484.7  ;-3.2867  ;18.667  ;31.517  ;-4.9882  ;0.4648
  ;717  ;1  ;2,484.7  ;3.2866  ;-18.66  ;-31.517  ;4.9883  ;-0.46482
  ;  ;2  ;-2,484.7  ;-3.2866  ;19.102  ;32.254  ;-4.86  ;0.46482
  ;718  ;1  ;2,484.7  ;3.2866  ;-19.109  ;-32.254  ;4.86  ;-0.46481
  ;  ;2  ;-2,484.7  ;-3.2866  ;19.551  ;33.009  ;-4.7317  ;0.46481
  ;719  ;1  ;2,484.7  ;3.2867  ;-19.544  ;-33.009  ;4.7316  ;-0.46482
  ;  ;2  ;-2,484.7  ;-3.2867  ;19.986  ;33.78  ;-4.6032  ;0.46482
  ;720  ;1  ;2,484.7  ;3.2866  ;-19.99  ;-33.78  ;4.6034  ;-0.46481
  ;  ;2  ;-2,484.7  ;-3.2866  ;20.432  ;34.569  ;-4.475  ;0.46481
  ;721  ;1  ;2,484.7  ;3.2865  ;-20.435  ;-34.569  ;4.4752  ;-0.46481
  ;  ;2  ;-2,484.7  ;-3.2865  ;20.878  ;35.376  ;-4.3469  ;0.46481
  ;722  ;1  ;2,484.7  ;3.2868  ;-20.87  ;-35.376  ;4.3464  ;-0.46482
  ;  ;2  ;-2,484.7  ;-3.2868  ;21.312  ;36.199  ;-4.218  ;0.46482
Beam-70(Circuler tube 1X0.06(16_GAUGE)(56)[11])  ;  ;  ;  ;  ;  ;  ;  ;
  ;723  ;1  ;-3,965.9  ;-4,089.6  ;-948.15  ;59.975  ;-265.72  ;14.155
  ;  ;2  ;3,966.2  ;4,089.6  ;948.15  ;-23.922  ;110.22  ;-14.155
  ;724  ;1  ;-3,966.2  ;-4,089.6  ;-948.15  ;23.922  ;-110.22  ;14.155
  ;  ;2  ;3,966.6  ;4,089.5  ;948.15  ;12.131  ;-45.285  ;-14.155
  ;725  ;1  ;-3,966.6  ;-4,089.5  ;-948.15  ;-12.131  ;45.285  ;14.155
  ;  ;2  ;3,966.9  ;4,089.5  ;948.15  ;48.184  ;-200.78  ;-14.155
  ;726  ;1  ;-3,966.9  ;-4,089.5  ;-948.15  ;-48.184  ;200.78  ;14.155
  ;  ;2  ;3,967.2  ;4,089.4  ;948.15  ;84.236  ;-356.28  ;-14.155
Beam-71(Circuler tube 1X0.06(16_GAUGE)(13)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;727  ;1  ;38,078  ;211.58  ;58.621  ;-29.635  ;105.65  ;-5.6668
  ;  ;2  ;-38,078  ;-211.93  ;-58.62  ;27.25  ;-97.031  ;5.6668
  ;728  ;1  ;38,078  ;211.94  ;58.607  ;-27.25  ;97.031  ;-5.6668
  ;  ;2  ;-38,078  ;-212.29  ;-58.605  ;24.865  ;-88.398  ;5.6668
  ;729  ;1  ;38,078  ;212.29  ;58.619  ;-24.864  ;88.398  ;-5.6668
  ;  ;2  ;-38,078  ;-212.64  ;-58.618  ;22.479  ;-79.752  ;5.6668
  ;730  ;1  ;38,078  ;212.65  ;58.604  ;-22.479  ;79.751  ;-5.6668
  ;  ;2  ;-38,078  ;-213.01  ;-58.603  ;20.094  ;-71.09  ;5.6668
  ;731  ;1  ;38,078  ;213  ;58.617  ;-20.094  ;71.09  ;-5.6668
  ;  ;2  ;-38,078  ;-213.36  ;-58.616  ;17.708  ;-62.414  ;5.6668
  ;732  ;1  ;38,078  ;213.36  ;58.602  ;-17.709  ;62.414  ;-5.6668
  ;  ;2  ;-38,078  ;-213.72  ;-58.601  ;15.324  ;-53.724  ;5.6668
  ;733  ;1  ;38,078  ;213.71  ;58.615  ;-15.324  ;53.724  ;-5.6668
  ;  ;2  ;-38,078  ;-214.07  ;-58.613  ;12.938  ;-45.019  ;5.6668
  ;734  ;1  ;38,078  ;214.07  ;58.613  ;-12.938  ;45.019  ;-5.6668
  ;  ;2  ;-38,078  ;-214.43  ;-58.612  ;10.553  ;-36.3  ;5.6668
  ;735  ;1  ;38,078  ;214.43  ;58.599  ;-10.553  ;36.3  ;-5.6668
  ;  ;2  ;-38,078  ;-214.79  ;-58.597  ;8.1681  ;-27.566  ;5.6668
  ;736  ;1  ;38,078  ;214.79  ;58.613  ;-8.1681  ;27.566  ;-5.6668
  ;  ;2  ;-38,078  ;-215.14  ;-58.612  ;5.7827  ;-18.817  ;5.6668
  ;737  ;1  ;38,078  ;215.14  ;58.595  ;-5.7827  ;18.817  ;-5.6668
  ;  ;2  ;-38,077  ;-215.5  ;-58.594  ;3.3981  ;-10.055  ;5.6668
  ;738  ;1  ;38,077  ;215.5  ;58.61  ;-3.3981  ;10.055  ;-5.6668
  ;  ;2  ;-38,077  ;-215.85  ;-58.609  ;1.0129  ;-1.2773  ;5.6668
  ;739  ;1  ;38,077  ;215.86  ;58.594  ;-1.0129  ;1.2773  ;-5.6668
  ;  ;2  ;-38,077  ;-216.21  ;-58.593  ;-1.3717  ;7.5147  ;5.6668
  ;740  ;1  ;38,077  ;216.21  ;58.607  ;1.3717  ;-7.5147  ;-5.6668
  ;  ;2  ;-38,077  ;-216.56  ;-58.606  ;-3.7568  ;16.321  ;5.6668
  ;741  ;1  ;38,077  ;216.56  ;58.606  ;3.7568  ;-16.321  ;-5.6668
  ;  ;2  ;-38,077  ;-216.92  ;-58.605  ;-6.1418  ;25.142  ;5.6668
  ;742  ;1  ;38,077  ;216.92  ;58.591  ;6.1418  ;-25.142  ;-5.6668
  ;  ;2  ;-38,077  ;-217.28  ;-58.589  ;-8.5262  ;33.977  ;5.6668
  ;743  ;1  ;38,077  ;217.28  ;58.604  ;8.5263  ;-33.977  ;-5.6668
  ;  ;2  ;-38,077  ;-217.64  ;-58.603  ;-10.911  ;42.827  ;5.6668
  ;744  ;1  ;38,077  ;217.64  ;58.603  ;10.911  ;-42.827  ;-5.6668
  ;  ;2  ;-38,077  ;-218  ;-58.602  ;-13.296  ;51.691  ;5.6668
  ;745  ;1  ;38,077  ;217.98  ;58.587  ;13.296  ;-51.691  ;-5.6668
  ;  ;2  ;-38,077  ;-218.34  ;-58.586  ;-15.68  ;60.57  ;5.6668
  ;746  ;1  ;38,077  ;218.35  ;58.601  ;15.681  ;-60.57  ;-5.6668
  ;  ;2  ;-38,077  ;-218.71  ;-58.599  ;-18.065  ;69.463  ;5.6668
  ;747  ;1  ;38,077  ;218.71  ;58.6  ;18.065  ;-69.463  ;-5.6668
  ;  ;2  ;-38,077  ;-219.06  ;-58.599  ;-20.45  ;78.371  ;5.6668
Beam-72(Circuler tube 1X0.06(16_GAUGE)(59)[1])  ;  ;  ;  ;  ;  ;  ;  ;
  ;748  ;1  ;-14,504  ;115.69  ;-124.07  ;-83.534  ;25.032  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;124.43  ;88.617  ;-20.299  ;-2.9746
  ;749  ;1  ;-14,504  ;115.69  ;-124.43  ;-88.617  ;20.299  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;124.79  ;93.714  ;-15.566  ;-2.9746
  ;750  ;1  ;-14,504  ;115.7  ;-124.79  ;-93.714  ;15.566  ;2.9746
  ;  ;2  ;14,504  ;-115.7  ;125.15  ;98.827  ;-10.833  ;-2.9746
  ;751  ;1  ;-14,504  ;115.69  ;-125.15  ;-98.827  ;10.833  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;125.51  ;103.95  ;-6.1  ;-2.9746
  ;752  ;1  ;-14,504  ;115.69  ;-125.51  ;-103.95  ;6.1  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;125.87  ;109.1  ;-1.3671  ;-2.9746
  ;753  ;1  ;-14,504  ;115.69  ;-125.87  ;-109.1  ;1.3671  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;126.23  ;114.25  ;3.3658  ;-2.9746
  ;754  ;1  ;-14,504  ;115.69  ;-126.23  ;-114.25  ;-3.3658  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;126.59  ;119.42  ;8.0988  ;-2.9746
  ;755  ;1  ;-14,504  ;115.69  ;-126.59  ;-119.42  ;-8.0988  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;126.95  ;124.61  ;12.832  ;-2.9746
  ;756  ;1  ;-14,504  ;115.69  ;-126.95  ;-124.61  ;-12.832  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;127.31  ;129.81  ;17.565  ;-2.9746
  ;757  ;1  ;-14,504  ;115.7  ;-127.31  ;-129.81  ;-17.565  ;2.9746
  ;  ;2  ;14,504  ;-115.7  ;127.67  ;135.03  ;22.298  ;-2.9746
  ;758  ;1  ;-14,504  ;115.69  ;-127.67  ;-135.03  ;-22.298  ;2.9746
  ;  ;2  ;14,504  ;-115.69  ;128.03  ;140.26  ;27.031  ;-2.9746
Beam-73(Circuler tube 1X0.06(16_GAUGE)(13)[8])  ;  ;  ;  ;  ;  ;  ;  ;
  ;759  ;1  ;47,832  ;-2,050.3  ;-544.87  ;111.9  ;-401.15  ;-21.89
  ;  ;2  ;-47,832  ;2,050.6  ;544.87  ;-89.928  ;318.48  ;21.89
  ;760  ;1  ;47,832  ;-2,050.6  ;-544.86  ;89.928  ;-318.48  ;-21.89
  ;  ;2  ;-47,832  ;2,051  ;544.85  ;-67.96  ;235.79  ;21.89
  ;761  ;1  ;47,832  ;-2,051  ;-544.91  ;67.961  ;-235.79  ;-21.89
  ;  ;2  ;-47,832  ;2,051.4  ;544.91  ;-45.991  ;153.09  ;21.89
  ;762  ;1  ;47,832  ;-2,051.3  ;-544.87  ;45.991  ;-153.09  ;-21.89
  ;  ;2  ;-47,832  ;2,051.7  ;544.87  ;-24.022  ;70.378  ;21.89
  ;763  ;1  ;47,832  ;-2,051.7  ;-544.86  ;24.022  ;-70.378  ;-21.89
  ;  ;2  ;-47,832  ;2,052  ;544.86  ;-2.0542  ;-12.351  ;21.89
  ;764  ;1  ;47,832  ;-2,052  ;-544.89  ;2.0542  ;12.351  ;-21.89
  ;  ;2  ;-47,831  ;2,052.4  ;544.89  ;19.915  ;-95.092  ;21.89
  ;765  ;1  ;47,831  ;-2,052.4  ;-544.85  ;-19.915  ;95.092  ;-21.89
  ;  ;2  ;-47,831  ;2,052.7  ;544.84  ;41.882  ;-177.85  ;21.89
  ;766  ;1  ;47,831  ;-2,052.8  ;-544.89  ;-41.882  ;177.85  ;-21.89
  ;  ;2  ;-47,831  ;2,053.1  ;544.89  ;63.851  ;-260.62  ;21.89
  ;767  ;1  ;47,831  ;-2,053.1  ;-544.86  ;-63.852  ;260.62  ;-21.89
  ;  ;2  ;-47,831  ;2,053.4  ;544.86  ;85.82  ;-343.4  ;21.89
  ;768  ;1  ;47,831  ;-2,053.4  ;-544.86  ;-85.82  ;343.4  ;-21.89
  ;  ;2  ;-47,831  ;2,053.8  ;544.85  ;107.79  ;-426.2  ;21.89
  ;769  ;1  ;47,831  ;-2,053.8  ;-544.86  ;-107.79  ;426.2  ;-21.89
  ;  ;2  ;-47,831  ;2,054.1  ;544.85  ;129.76  ;-509.01  ;21.89
  ;770  ;1  ;47,831  ;-2,054.1  ;-544.85  ;-129.76  ;509.01  ;-21.89
  ;  ;2  ;-47,831  ;2,054.5  ;544.85  ;151.72  ;-591.84  ;21.89
