sep=;
11:56; Saturday; October 05; 2024
Study name:Front_Impact

Beam Name  ;Element  ;End  ;Axial (N)  ;Shear1 (N)  ;Shear2 (N)  ;Moment 1 (N.m)  ;Moment 2 (N.m)  ;Torque (N.m)
  ;258  ;1  ;59,408  ;-526.51  ;-464.19  ;113.82  ;-133.8  ;-28.56
  ;  ;2  ;-59,408  ;526.17  ;464.19  ;-95.745  ;113.3  ;28.56
  ;259  ;1  ;59,408  ;-526.17  ;-464.24  ;95.746  ;-113.3  ;-28.56
  ;  ;2  ;-59,408  ;525.83  ;464.24  ;-77.664  ;92.811  ;28.56
  ;260  ;1  ;59,408  ;-525.83  ;-464.19  ;77.663  ;-92.812  ;-28.56
  ;  ;2  ;-59,408  ;525.49  ;464.18  ;-59.583  ;72.337  ;28.56
  ;261  ;1  ;59,408  ;-525.49  ;-464.23  ;59.584  ;-72.337  ;-28.56
  ;  ;2  ;-59,407  ;525.15  ;464.23  ;-41.502  ;51.876  ;28.56
  ;262  ;1  ;59,407  ;-525.15  ;-464.23  ;41.502  ;-51.876  ;-28.56
  ;  ;2  ;-59,407  ;524.81  ;464.22  ;-23.421  ;31.428  ;28.56
  ;263  ;1  ;59,407  ;-524.82  ;-464.17  ;23.421  ;-31.428  ;-28.56
  ;  ;2  ;-59,407  ;524.48  ;464.17  ;-5.3417  ;10.994  ;28.56
  ;264  ;1  ;59,407  ;-524.43  ;-464.22  ;5.3417  ;-10.994  ;-28.56
  ;  ;2  ;-59,407  ;524.09  ;464.21  ;12.739  ;-9.426  ;28.56
  ;265  ;1  ;59,253  ;-321.45  ;-459.07  ;17.115  ;-13.368  ;-18.444
  ;  ;2  ;-59,253  ;321.11  ;459.07  ;0.79246  ;0.83587  ;18.444
  ;266  ;1  ;59,253  ;-321.11  ;-459.12  ;-0.79246  ;-0.83586  ;-18.444
  ;  ;2  ;-59,253  ;320.77  ;459.11  ;18.701  ;-11.683  ;18.444
  ;267  ;1  ;59,253  ;-320.78  ;-459.07  ;-18.701  ;11.683  ;-18.444
  ;  ;2  ;-59,253  ;320.44  ;459.06  ;36.608  ;-24.189  ;18.444
  ;268  ;1  ;59,253  ;-320.39  ;-459.06  ;-36.608  ;24.189  ;-18.444
  ;  ;2  ;-59,253  ;320.05  ;459.06  ;54.515  ;-36.68  ;18.444
  ;269  ;1  ;59,253  ;-320.1  ;-459.1  ;-54.515  ;36.68  ;-18.444
  ;  ;2  ;-59,253  ;319.76  ;459.1  ;72.423  ;-49.16  ;18.444
  ;270  ;1  ;59,253  ;-319.76  ;-459.05  ;-72.423  ;49.16  ;-18.445
  ;  ;2  ;-59,253  ;319.42  ;459.05  ;90.329  ;-61.626  ;18.445
  ;271  ;1  ;59,253  ;-319.42  ;-459.05  ;-90.329  ;61.626  ;-18.445
  ;  ;2  ;-59,253  ;319.08  ;459.04  ;108.24  ;-74.079  ;18.445
  ;272  ;1  ;59,253  ;-319.03  ;-459.09  ;-108.24  ;74.079  ;-18.444
  ;  ;2  ;-59,253  ;318.7  ;459.08  ;126.14  ;-86.517  ;18.444
Beam-27(Circuler tube 1X0.06(16_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;273  ;1  ;10,880  ;-72.643  ;89.778  ;64.871  ;43.068  ;0.78855
  ;  ;2  ;-10,880  ;72.995  ;-89.778  ;-68.462  ;-45.98  ;-0.78855
  ;274  ;1  ;10,880  ;-72.987  ;89.778  ;68.462  ;45.98  ;0.7885
  ;  ;2  ;-10,880  ;73.339  ;-89.778  ;-72.053  ;-48.907  ;-0.7885
  ;275  ;1  ;10,880  ;-73.339  ;89.778  ;72.053  ;48.907  ;0.7885
  ;  ;2  ;-10,880  ;73.691  ;-89.778  ;-75.644  ;-51.848  ;-0.7885
  ;276  ;1  ;10,880  ;-73.691  ;89.778  ;75.644  ;51.848  ;0.7885
  ;  ;2  ;-10,880  ;74.043  ;-89.778  ;-79.235  ;-54.802  ;-0.7885
  ;277  ;1  ;10,880  ;-74.035  ;89.778  ;79.235  ;54.802  ;0.78844
  ;  ;2  ;-10,880  ;74.387  ;-89.778  ;-82.826  ;-57.771  ;-0.78844
Beam-28(Circuler tube 1X0.06(16_GAUGE)(1)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;278  ;1  ;13,133  ;-128.82  ;432.09  ;3.0162  ;30.279  ;0.35742
  ;  ;2  ;-13,133  ;128.47  ;-432.09  ;-20.3  ;-35.425  ;-0.35742
  ;279  ;1  ;13,133  ;-128.47  ;432.09  ;20.3  ;35.425  ;0.35742
  ;  ;2  ;-13,133  ;128.12  ;-432.09  ;-37.584  ;-40.557  ;-0.35742
  ;280  ;1  ;13,133  ;-128.12  ;432.09  ;37.584  ;40.557  ;0.35742
  ;  ;2  ;-13,133  ;127.77  ;-432.09  ;-54.867  ;-45.674  ;-0.35742
  ;281  ;1  ;13,133  ;-127.77  ;432.09  ;54.867  ;45.674  ;0.35742
  ;  ;2  ;-13,133  ;127.41  ;-432.09  ;-72.151  ;-50.778  ;-0.35742
  ;282  ;1  ;13,133  ;-127.41  ;432.09  ;72.151  ;50.778  ;0.35742
  ;  ;2  ;-13,133  ;127.06  ;-432.09  ;-89.434  ;-55.867  ;-0.35742
Beam-29(Circuler tube 1X0.06(16_GAUGE)(56)[16])  ;  ;  ;  ;  ;  ;  ;  ;
  ;283  ;1  ;6,022.8  ;-132.41  ;76.62  ;-5.3723  ;-50.885  ;-20.571
  ;  ;2  ;-6,023  ;132.09  ;-76.62  ;2.2382  ;45.476  ;20.571
  ;284  ;1  ;6,023  ;-132.09  ;76.61  ;-2.2378  ;-45.476  ;-20.572
  ;  ;2  ;-6,023.1  ;131.77  ;-76.61  ;-0.89593  ;40.079  ;20.572
  ;285  ;1  ;6,023.1  ;-131.77  ;76.615  ;0.8958  ;-40.079  ;-20.571
  ;  ;2  ;-6,023.3  ;131.45  ;-76.615  ;-4.0297  ;34.696  ;20.571
  ;286  ;1  ;6,023.3  ;-131.44  ;76.615  ;4.0297  ;-34.696  ;-20.572
  ;  ;2  ;-6,023.5  ;131.12  ;-76.615  ;-7.1636  ;29.326  ;20.572
  ;287  ;1  ;6,023.5  ;-131.13  ;76.615  ;7.1636  ;-29.326  ;-20.571
  ;  ;2  ;-6,023.6  ;130.81  ;-76.615  ;-10.298  ;23.969  ;20.571
  ;288  ;1  ;6,023.6  ;-130.8  ;76.62  ;10.297  ;-23.969  ;-20.571
  ;  ;2  ;-6,023.8  ;130.48  ;-76.62  ;-13.432  ;18.625  ;20.571
  ;289  ;1  ;6,023.8  ;-130.49  ;76.615  ;13.432  ;-18.625  ;-20.571
  ;  ;2  ;-6,023.9  ;130.17  ;-76.615  ;-16.566  ;13.294  ;20.571
  ;290  ;1  ;6,023.9  ;-130.16  ;76.611  ;16.565  ;-13.294  ;-20.572
  ;  ;2  ;-6,024.1  ;129.84  ;-76.611  ;-19.699  ;7.9767  ;20.572
  ;291  ;1  ;6,024.1  ;-129.83  ;76.615  ;19.699  ;-7.9767  ;-20.572
  ;  ;2  ;-6,024.3  ;129.51  ;-76.615  ;-22.833  ;2.6724  ;20.572
  ;292  ;1  ;6,024.3  ;-129.52  ;76.615  ;22.833  ;-2.6724  ;-20.571
  ;  ;2  ;-6,024.4  ;129.2  ;-76.615  ;-25.967  ;-2.619  ;20.571
  ;293  ;1  ;6,024.4  ;-129.19  ;76.615  ;25.967  ;2.619  ;-20.572
  ;  ;2  ;-6,024.6  ;128.87  ;-76.615  ;-29.101  ;-7.8971  ;20.572
  ;294  ;1  ;6,024.6  ;-128.88  ;76.619  ;29.101  ;7.8972  ;-20.571
  ;  ;2  ;-6,024.8  ;128.56  ;-76.619  ;-32.235  ;-13.162  ;20.571
  ;295  ;1  ;6,024.8  ;-128.55  ;76.611  ;32.235  ;13.162  ;-20.572
  ;  ;2  ;-6,024.9  ;128.22  ;-76.611  ;-35.369  ;-18.414  ;20.572
Beam-30(Circuler tube 1X0.06(16_GAUGE)(13)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;296  ;1  ;43,080  ;-152.67  ;148.2  ;-48.354  ;-7.8674  ;-58.065
  ;  ;2  ;-43,080  ;152.67  ;-147.86  ;42.579  ;1.9112  ;58.065
  ;297  ;1  ;43,080  ;-152.64  ;147.86  ;-42.579  ;-1.9112  ;-58.065
  ;  ;2  ;-43,080  ;152.64  ;-147.52  ;36.817  ;-4.0439  ;58.065
  ;298  ;1  ;43,080  ;-152.66  ;147.52  ;-36.817  ;4.0439  ;-58.065
  ;  ;2  ;-43,080  ;152.66  ;-147.17  ;31.069  ;-9.9995  ;58.065
  ;299  ;1  ;43,080  ;-152.66  ;147.16  ;-31.069  ;9.9995  ;-58.065
  ;  ;2  ;-43,080  ;152.66  ;-146.82  ;25.334  ;-15.955  ;58.065
  ;300  ;1  ;43,080  ;-152.64  ;146.85  ;-25.334  ;15.955  ;-58.065
  ;  ;2  ;-43,080  ;152.64  ;-146.5  ;19.612  ;-21.91  ;58.065
  ;301  ;1  ;43,080  ;-152.68  ;146.47  ;-19.612  ;21.91  ;-58.065
  ;  ;2  ;-43,080  ;152.68  ;-146.13  ;13.904  ;-27.867  ;58.065
  ;302  ;1  ;43,080  ;-152.64  ;146.15  ;-13.905  ;27.867  ;-58.065
  ;  ;2  ;-43,080  ;152.64  ;-145.8  ;8.2097  ;-33.822  ;58.065
  ;303  ;1  ;43,080  ;-152.66  ;145.8  ;-8.2097  ;33.822  ;-58.065
  ;  ;2  ;-43,080  ;152.66  ;-145.46  ;2.5282  ;-39.777  ;58.065
  ;304  ;1  ;43,080  ;-152.66  ;145.44  ;-2.5281  ;39.777  ;-58.065
  ;  ;2  ;-43,080  ;152.66  ;-145.1  ;-3.1393  ;-45.733  ;58.065
  ;305  ;1  ;43,080  ;-152.64  ;145.13  ;3.1391  ;45.733  ;-58.065
  ;  ;2  ;-43,080  ;152.64  ;-144.79  ;-8.7944  ;-51.688  ;58.065
Beam-31(Circuler tube 1X0.06(16_GAUGE)(56)[12])  ;  ;  ;  ;  ;  ;  ;  ;
  ;306  ;1  ;-8,235.1  ;51.432  ;-1,308.8  ;278.63  ;40.758  ;-66.687
  ;  ;2  ;8,235.4  ;-51.18  ;1,308.8  ;-225.94  ;-38.692  ;66.687
  ;307  ;1  ;-8,235.4  ;51.172  ;-1,308.8  ;225.94  ;38.693  ;-66.687
  ;  ;2  ;8,235.6  ;-50.92  ;1,308.8  ;-173.26  ;-36.638  ;66.687
  ;308  ;1  ;-8,235.6  ;50.925  ;-1,308.8  ;173.26  ;36.638  ;-66.687
  ;  ;2  ;8,235.9  ;-50.673  ;1,308.8  ;-120.58  ;-34.593  ;66.687
  ;309  ;1  ;-8,235.9  ;50.673  ;-1,308.8  ;120.58  ;34.593  ;-66.687
  ;  ;2  ;8,236.1  ;-50.422  ;1,308.8  ;-67.893  ;-32.558  ;66.687
  ;310  ;1  ;-8,236.1  ;50.417  ;-1,308.8  ;67.893  ;32.558  ;-66.687
  ;  ;2  ;8,236.4  ;-50.165  ;1,308.8  ;-15.21  ;-30.534  ;66.687
  ;311  ;1  ;-8,236.4  ;50.17  ;-1,308.8  ;15.21  ;30.534  ;-66.687
  ;  ;2  ;8,236.6  ;-49.918  ;1,308.8  ;37.473  ;-28.52  ;66.687
  ;312  ;1  ;-8,236.6  ;49.909  ;-1,308.8  ;-37.472  ;28.52  ;-66.687
  ;  ;2  ;8,236.9  ;-49.657  ;1,308.7  ;90.154  ;-26.516  ;66.687
Beam-32(Circuler tube 1X0.06(16_GAUGE)(56)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;313  ;1  ;12,306  ;182.27  ;92.186  ;-41.798  ;97.874  ;-11.629
  ;  ;2  ;-12,306  ;-182.61  ;-92.186  ;38.1  ;-90.555  ;11.629
  ;314  ;1  ;12,306  ;182.6  ;92.186  ;-38.1  ;90.555  ;-11.629
  ;  ;2  ;-12,306  ;-182.94  ;-92.186  ;34.402  ;-83.223  ;11.629
  ;315  ;1  ;12,306  ;182.94  ;92.186  ;-34.402  ;83.223  ;-11.629
  ;  ;2  ;-12,306  ;-183.28  ;-92.186  ;30.704  ;-75.877  ;11.629
  ;316  ;1  ;12,306  ;183.29  ;92.186  ;-30.704  ;75.877  ;-11.629
  ;  ;2  ;-12,306  ;-183.63  ;-92.186  ;27.005  ;-68.517  ;11.629
  ;317  ;1  ;12,306  ;183.62  ;92.186  ;-27.005  ;68.517  ;-11.629
  ;  ;2  ;-12,306  ;-183.96  ;-92.186  ;23.307  ;-61.144  ;11.629
  ;318  ;1  ;12,306  ;183.96  ;92.186  ;-23.307  ;61.144  ;-11.629
  ;  ;2  ;-12,306  ;-184.3  ;-92.186  ;19.609  ;-53.757  ;11.629
  ;319  ;1  ;12,306  ;184.29  ;92.186  ;-19.609  ;53.757  ;-11.629
  ;  ;2  ;-12,305  ;-184.63  ;-92.186  ;15.911  ;-46.357  ;11.629
  ;320  ;1  ;12,305  ;184.64  ;92.186  ;-15.911  ;46.357  ;-11.629
  ;  ;2  ;-12,305  ;-184.98  ;-92.186  ;12.212  ;-38.943  ;11.629
  ;321  ;1  ;12,305  ;184.98  ;92.186  ;-12.212  ;38.943  ;-11.629
  ;  ;2  ;-12,305  ;-185.32  ;-92.186  ;8.514  ;-31.515  ;11.629
  ;322  ;1  ;12,305  ;185.32  ;92.186  ;-8.514  ;31.515  ;-11.629
  ;  ;2  ;-12,305  ;-185.66  ;-92.186  ;4.8158  ;-24.073  ;11.629
  ;323  ;1  ;12,305  ;185.66  ;92.186  ;-4.8158  ;24.073  ;-11.629
  ;  ;2  ;-12,305  ;-186  ;-92.186  ;1.1175  ;-16.618  ;11.629
  ;324  ;1  ;12,305  ;186.01  ;92.186  ;-1.1175  ;16.618  ;-11.629
  ;  ;2  ;-12,305  ;-186.35  ;-92.186  ;-2.5807  ;-9.1494  ;11.629
  ;325  ;1  ;12,305  ;186.34  ;92.186  ;2.5807  ;9.1494  ;-11.629
  ;  ;2  ;-12,305  ;-186.68  ;-92.186  ;-6.279  ;-1.667  ;11.629
  ;326  ;1  ;12,305  ;186.67  ;92.186  ;6.279  ;1.667  ;-11.629
  ;  ;2  ;-12,305  ;-187.01  ;-92.186  ;-9.9773  ;5.8287  ;11.629
  ;327  ;1  ;12,305  ;187.02  ;92.186  ;9.9773  ;-5.8287  ;-11.629
  ;  ;2  ;-12,305  ;-187.36  ;-92.186  ;-13.676  ;13.338  ;11.629
  ;328  ;1  ;12,305  ;187.36  ;92.186  ;13.676  ;-13.338  ;-11.629
  ;  ;2  ;-12,305  ;-187.7  ;-92.186  ;-17.374  ;20.862  ;11.629
  ;329  ;1  ;12,305  ;187.7  ;92.186  ;17.374  ;-20.862  ;-11.629
  ;  ;2  ;-12,305  ;-188.04  ;-92.186  ;-21.072  ;28.399  ;11.629
  ;330  ;1  ;12,305  ;188.04  ;92.176  ;21.072  ;-28.399  ;-11.629
  ;  ;2  ;-12,304  ;-188.38  ;-92.176  ;-24.77  ;35.949  ;11.629
  ;331  ;1  ;12,304  ;188.37  ;92.196  ;24.77  ;-35.949  ;-11.629
  ;  ;2  ;-12,304  ;-188.71  ;-92.196  ;-28.469  ;43.513  ;11.629
  ;332  ;1  ;12,304  ;188.72  ;92.186  ;28.469  ;-43.513  ;-11.629
  ;  ;2  ;-12,304  ;-189.06  ;-92.186  ;-32.167  ;51.091  ;11.629
  ;333  ;1  ;12,304  ;189.06  ;92.186  ;32.167  ;-51.091  ;-11.629
  ;  ;2  ;-12,304  ;-189.4  ;-92.186  ;-35.865  ;58.683  ;11.629
  ;334  ;1  ;12,304  ;189.39  ;92.186  ;35.865  ;-58.683  ;-11.629
  ;  ;2  ;-12,304  ;-189.73  ;-92.186  ;-39.563  ;66.287  ;11.629
Beam-33(Circuler tube 1X0.06(16_GAUGE)(13)[6])  ;  ;  ;  ;  ;  ;  ;  ;
  ;335  ;1  ;47,215  ;6,900.8  ;1,969.6  ;-242.95  ;791.59  ;26.109
  ;  ;2  ;-47,215  ;-6,901.1  ;-1,969.6  ;163.88  ;-514.56  ;-26.109
  ;336  ;1  ;47,215  ;6,901.1  ;1,969.6  ;-163.88  ;514.56  ;26.109
  ;  ;2  ;-47,215  ;-6,901.5  ;-1,969.6  ;84.815  ;-237.51  ;-26.109
  ;337  ;1  ;47,215  ;6,901.5  ;1,969.6  ;-84.815  ;237.51  ;26.109
  ;  ;2  ;-47,215  ;-6,901.9  ;-1,969.6  ;5.7488  ;39.547  ;-26.109
  ;338  ;1  ;47,215  ;6,901.9  ;1,969.6  ;-5.7488  ;-39.547  ;26.109
  ;  ;2  ;-47,215  ;-6,902.2  ;-1,969.6  ;-73.318  ;316.62  ;-26.109
  ;339  ;1  ;47,215  ;6,902.2  ;1,969.6  ;73.318  ;-316.62  ;26.109
  ;  ;2  ;-47,215  ;-6,902.6  ;-1,969.6  ;-152.39  ;593.71  ;-26.109
Beam-34(Circuler tube 1X0.06(16_GAUGE)(13)[9])  ;  ;  ;  ;  ;  ;  ;  ;
  ;340  ;1  ;40,817  ;1,314.6  ;-283.06  ;35.049  ;143.08  ;-29.755
  ;  ;2  ;-40,817  ;-1,314.3  ;283.06  ;-23.732  ;-90.528  ;29.755
  ;341  ;1  ;40,817  ;1,314.3  ;-283.07  ;23.732  ;90.528  ;-29.755
  ;  ;2  ;-40,817  ;-1,313.9  ;283.07  ;-12.415  ;-37.991  ;29.755
  ;342  ;1  ;40,817  ;1,313.9  ;-283.07  ;12.415  ;37.991  ;-29.755
  ;  ;2  ;-40,817  ;-1,313.6  ;283.07  ;-1.0981  ;14.531  ;29.755
  ;343  ;1  ;40,817  ;1,313.6  ;-283.07  ;1.0981  ;-14.531  ;-29.755
  ;  ;2  ;-40,817  ;-1,313.2  ;283.07  ;10.219  ;67.039  ;29.755
  ;344  ;1  ;40,817  ;1,313.2  ;-283.09  ;-10.219  ;-67.039  ;-29.755
  ;  ;2  ;-40,817  ;-1,312.9  ;283.09  ;21.537  ;119.53  ;29.755
Beam-35(Circuler tube 1X0.08(14_GAUGE)(2)[7])  ;  ;  ;  ;  ;  ;  ;  ;
  ;345  ;1  ;-8,469  ;429.74  ;772.12  ;-85.661  ;124.81  ;-10.413
  ;  ;2  ;8,469.4  ;-429.68  ;-772.07  ;52.768  ;-106.5  ;10.413
  ;346  ;1  ;-8,469.4  ;429.7  ;772.06  ;-52.768  ;106.5  ;-10.413
  ;  ;2  ;8,469.9  ;-429.64  ;-772.01  ;19.878  ;-88.197  ;10.413
  ;347  ;1  ;-8,469.9  ;429.63  ;772.01  ;-19.878  ;88.197  ;-10.413
  ;  ;2  ;8,470.4  ;-429.57  ;-771.96  ;-13.01  ;-69.895  ;10.413
  ;348  ;1  ;-8,470.4  ;429.54  ;771.95  ;13.01  ;69.895  ;-10.414
  ;  ;2  ;8,470.9  ;-429.48  ;-771.9  ;-45.896  ;-51.597  ;10.414
  ;349  ;1  ;-8,470.9  ;429.5  ;771.91  ;45.896  ;51.597  ;-10.413
  ;  ;2  ;8,471.3  ;-429.43  ;-771.85  ;-78.78  ;-33.301  ;10.413
  ;350  ;1  ;-8,471.3  ;429.42  ;771.85  ;78.78  ;33.301  ;-10.413
  ;  ;2  ;8,471.8  ;-429.35  ;-771.79  ;-111.66  ;-15.009  ;10.413
  ;351  ;1  ;-8,471.8  ;429.37  ;771.8  ;111.66  ;15.008  ;-10.413
  ;  ;2  ;8,472.3  ;-429.3  ;-771.74  ;-144.54  ;3.282  ;10.413
  ;352  ;1  ;-8,472.3  ;429.29  ;771.74  ;144.54  ;-3.2817  ;-10.414
  ;  ;2  ;8,472.8  ;-429.22  ;-771.68  ;-177.42  ;21.569  ;10.414
  ;353  ;1  ;-8,472.8  ;429.21  ;771.69  ;177.42  ;-21.569  ;-10.414
  ;  ;2  ;8,473.2  ;-429.14  ;-771.64  ;-210.29  ;39.853  ;10.414
  ;354  ;1  ;-8,473.2  ;429.16  ;771.63  ;210.29  ;-39.852  ;-10.413
  ;  ;2  ;8,473.7  ;-429.1  ;-771.58  ;-243.16  ;58.134  ;10.413
  ;355  ;1  ;-8,469  ;429.74  ;772.12  ;-85.661  ;124.81  ;-10.413
  ;  ;2  ;8,469.4  ;-429.68  ;-772.07  ;52.768  ;-106.5  ;10.413
  ;356  ;1  ;-8,469.4  ;429.7  ;772.06  ;-52.768  ;106.5  ;-10.413
  ;  ;2  ;8,469.9  ;-429.64  ;-772.01  ;19.878  ;-88.197  ;10.413
  ;357  ;1  ;-8,469.9  ;429.63  ;772.01  ;-19.878  ;88.197  ;-10.413
  ;  ;2  ;8,470.4  ;-429.57  ;-771.96  ;-13.01  ;-69.895  ;10.413
  ;358  ;1  ;-8,470.4  ;429.54  ;771.95  ;13.01  ;69.895  ;-10.414
  ;  ;2  ;8,470.9  ;-429.48  ;-771.9  ;-45.896  ;-51.597  ;10.414
  ;359  ;1  ;-8,470.9  ;429.5  ;771.91  ;45.896  ;51.597  ;-10.413
  ;  ;2  ;8,471.3  ;-429.43  ;-771.85  ;-78.78  ;-33.301  ;10.413
  ;360  ;1  ;-8,471.3  ;429.42  ;771.85  ;78.78  ;33.301  ;-10.413
  ;  ;2  ;8,471.8  ;-429.35  ;-771.79  ;-111.66  ;-15.009  ;10.413
  ;361  ;1  ;-8,471.8  ;429.37  ;771.8  ;111.66  ;15.008  ;-10.413
  ;  ;2  ;8,472.3  ;-429.3  ;-771.74  ;-144.54  ;3.282  ;10.413
  ;362  ;1  ;-8,472.3  ;429.29  ;771.74  ;144.54  ;-3.2817  ;-10.414
  ;  ;2  ;8,472.8  ;-429.22  ;-771.68  ;-177.42  ;21.569  ;10.414
  ;363  ;1  ;-8,472.8  ;429.21  ;771.69  ;177.42  ;-21.569  ;-10.414
  ;  ;2  ;8,473.2  ;-429.14  ;-771.64  ;-210.29  ;39.853  ;10.414
  ;364  ;1  ;-8,473.2  ;429.16  ;771.63  ;210.29  ;-39.852  ;-10.413
  ;  ;2  ;8,473.7  ;-429.1  ;-771.58  ;-243.16  ;58.134  ;10.413
Beam-36(Circuler tube 1X0.08(14_GAUGE)(1)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;365  ;1  ;-6,164.3  ;-547.44  ;-10.09  ;-18.265  ;-140.65  ;3.5327
  ;  ;2  ;6,164.3  ;547.63  ;10.09  ;18.441  ;131.1  ;-3.5327
  ;366  ;1  ;-5,975.6  ;-1,609.7  ;-10.09  ;-17.548  ;-131.1  ;6.6812
  ;  ;2  ;5,975.5  ;1,609.9  ;10.09  ;17.724  ;103.04  ;-6.6812
  ;367  ;1  ;-5,605.2  ;-2,623.1  ;-10.09  ;-16.294  ;-103.04  ;9.6574
  ;  ;2  ;5,605.1  ;2,623.3  ;10.09  ;16.47  ;57.318  ;-9.6574
  ;368  ;1  ;-5,064.4  ;-3,556.7  ;-10.09  ;-14.543  ;-57.318  ;12.371
  ;  ;2  ;5,064.3  ;3,556.9  ;10.09  ;14.719  ;-4.6815  ;-12.371
  ;369  ;1  ;-4,369.7  ;-4,382.3  ;-10.09  ;-12.347  ;4.6815  ;14.739
  ;  ;2  ;4,369.6  ;4,382.4  ;10.09  ;12.523  ;-81.071  ;-14.739
  ;370  ;1  ;-3,542.2  ;-5,074.6  ;-10.09  ;-9.7733  ;81.071  ;16.689
  ;  ;2  ;3,542  ;5,074.7  ;10.09  ;9.9492  ;-169.53  ;-16.689
  ;371  ;1  ;1,448.5  ;-915.09  ;-615.02  ;21.795  ;154.13  ;16.052
  ;  ;2  ;-1,448.5  ;915.09  ;615.02  ;-21.793  ;-154.13  ;-16.052
  ;372  ;1  ;1,521.4  ;-788.03  ;-615.02  ;23.085  ;154.13  ;14.132
  ;  ;2  ;-1,521.6  ;788.11  ;615.02  ;-12.366  ;-167.87  ;-14.132
  ;373  ;1  ;1,635.3  ;-511.95  ;-615.02  ;14.632  ;167.87  ;11.77
  ;  ;2  ;-1,635.5  ;512  ;615.02  ;-3.911  ;-176.79  ;-11.77
  ;374  ;1  ;1,699.5  ;-220.22  ;-615.02  ;5.8954  ;176.79  ;10.912
  ;  ;2  ;-1,699.7  ;220.24  ;615.02  ;4.8252  ;-180.63  ;-10.912
Beam-37(Circuler tube 1X0.06(16_GAUGE)(2)[2])  ;  ;  ;  ;  ;  ;  ;  ;
  ;375  ;1  ;-1.1754  ;-0.026075  ;0  ;0  ;-0.0020731  ;0
  ;  ;2  ;0.73457  ;0.026075  ;0  ;0  ;0.00076733  ;0
  ;376  ;1  ;-0.73457  ;-0.026075  ;0  ;0  ;-0.00076733  ;0
  ;  ;2  ;0.29373  ;0.026075  ;0  ;0  ;-0.00053845  ;0
Beam-38(Circuler tube 1X0.08(14_GAUGE)(2)[3])  ;  ;  ;  ;  ;  ;  ;  ;
  ;377  ;1  ;-41.092  ;-91.954  ;-5.5996  ;-2.327  ;-15.151  ;7.9505
  ;  ;2  ;40.576  ;92.087  ;5.6699  ;2.5947  ;10.78  ;-7.9505
  ;378  ;1  ;-40.576  ;-92.087  ;-5.6695  ;-2.5947  ;-10.78  ;7.9505
  ;  ;2  ;40.06  ;92.22  ;5.7398  ;2.8657  ;6.4026  ;-7.9505
  ;379  ;1  ;-229.97  ;-31.48  ;142.16  ;-29.16  ;20.745  ;-1.7065
  ;  ;2  ;229.5  ;31.601  ;-142.09  ;23.035  ;-22.105  ;1.7065
  ;380  ;1  ;-229.5  ;-31.601  ;142.09  ;-23.035  ;22.105  ;-1.7065
  ;  ;2  ;229.03  ;31.721  ;-142.03  ;16.912  ;-23.469  ;1.7065
  ;381  ;1  ;-229.03  ;-31.721  ;142.03  ;-16.912  ;23.469  ;-1.7065
  ;  ;2  ;228.56  ;31.842  ;-141.97  ;10.793  ;-24.839  ;1.7065
  ;382  ;1  ;-228.56  ;-31.842  ;141.97  ;-10.793  ;24.839  ;-1.7065
  ;  ;2  ;228.1  ;31.963  ;-141.9  ;4.6755  ;-26.214  ;1.7065
  ;383  ;1  ;-228.1  ;-31.959  ;141.9  ;-4.6747  ;26.214  ;-1.7066
  ;  ;2  ;227.63  ;32.08  ;-141.84  ;-1.4396  ;-27.594  ;1.7066
  ;384  ;1  ;-227.63  ;-32.084  ;141.84  ;1.4389  ;27.594  ;-1.7065
  ;  ;2  ;227.16  ;32.205  ;-141.77  ;-7.5505  ;-28.98  ;1.7065
  ;385  ;1  ;-227.16  ;-32.205  ;141.77  ;7.5505  ;28.98  ;-1.7065
  ;  ;2  ;226.69  ;32.326  ;-141.71  ;-13.659  ;-30.37  ;1.7065
  ;386  ;1  ;-226.69  ;-32.326  ;141.71  ;13.659  ;30.37  ;-1.7065
  ;  ;2  ;226.22  ;32.447  ;-141.65  ;-19.765  ;-31.766  ;1.7065
  ;387  ;1  ;367.18  ;2,379  ;57.537  ;17.952  ;59.539  ;7.3381
  ;  ;2  ;-367.59  ;-2,378.9  ;-57.482  ;-20.109  ;29.674  ;-7.3381
  ;388  ;1  ;367.59  ;2,378.9  ;57.438  ;20.108  ;-29.674  ;7.3382
  ;  ;2  ;-368  ;-2,378.8  ;-57.382  ;-22.261  ;118.88  ;-7.3382
  ;389  ;1  ;368  ;2,378.8  ;57.418  ;22.263  ;-118.88  ;7.3378
  ;  ;2  ;-368.4  ;-2,378.7  ;-57.362  ;-24.415  ;208.09  ;-7.3378
  ;390  ;1  ;368.4  ;2,378.7  ;57.362  ;24.415  ;-208.09  ;7.3378
  ;  ;2  ;-368.81  ;-2,378.5  ;-57.307  ;-26.565  ;297.29  ;-7.3378
  ;391  ;1  ;368.81  ;2,378.5  ;57.307  ;26.565  ;-297.29  ;7.3378
  ;  ;2  ;-369.22  ;-2,378.4  ;-57.251  ;-28.713  ;386.49  ;-7.3378
